@relation 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute csp_perten_avg_predshape numeric
@attribute csp_perten_avg_predsize numeric
@attribute csp_sqrt_max_domsize numeric
@attribute algorithm {abscon,choco,claspcnf_direct,claspcnf_directorder,claspcnf_support,cryptominisat_direct,cryptominisat_directorder,cryptominisat_support,gecode,glucose_direct,glucose_directorder,glucose_support,lingeling_direct,lingeling_directorder,lingeling_support,minisat22_direct,minisat22_directorder,minisat22_support,mistral_nj,riss3g_direct,riss3g_directorder,riss3g_support,allfair}

@data
0,30.938722,1.414214,lingeling_support
0,31.020408,1.414214,riss3g_support
0,31.108545,1.414214,claspcnf_support
?,?,?,riss3g_direct
0,31.190852,1.414214,lingeling_support
0,32.054795,1.414214,lingeling_support
0,32.27907,1.414214,lingeling_direct
0,31.148545,1.414214,riss3g_support
0,32.18543,1.414214,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
-1,-1,13,abscon
-1,-1,7,abscon
-1,-1,10,abscon
-1,-1,12,abscon
-1,-1,17,abscon
-1,-1,18,abscon
-1,-1,15,abscon
-1,-1,16,abscon
-1,-1,11,abscon
-1,-1,8,abscon
-1,-1,9,abscon
?,?,?,gecode
-1,-1,19,abscon
-1,-1,20,abscon
-1,-1,14,abscon
-1,-1,6,mistral_nj
0,11.5,4.472136,gecode
0,10.333333,9.486833,mistral_nj
0,10.857143,5.91608,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,11.2,5,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.6,7.071068,mistral_nj
0,10.3,10,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.428571,8.3666,mistral_nj
0,11.666667,4.242641,gecode
0,10.5,7.745967,mistral_nj
0,10.666667,6.708204,gecode
?,?,?,gecode
0,10.375,8.944272,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,lingeling_directorder
?,?,?,mistral_nj
?,?,?,lingeling_direct
60,50,2,choco
?,?,?,gecode
?,?,?,lingeling_direct
60,50,2,claspcnf_direct
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_directorder
60,50,1.732051,claspcnf_directorder
60,50,1.732051,claspcnf_direct
60,50,1.732051,claspcnf_support
60,50,1.732051,minisat22_direct
60,50,1.732051,minisat22_directorder
60,50,1.732051,claspcnf_direct
?,?,?,glucose_support
-1,-1,2.828427,claspcnf_direct
?,?,?,gecode
?,?,?,gecode
-1,-1,3,claspcnf_support
-1,-1,3.316625,claspcnf_direct
?,?,?,gecode
-1,-1,3.464102,claspcnf_direct
?,?,?,gecode
-1,-1,3.162278,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,20.097087,5.291503,glucose_directorder
0,20.066225,5.830952,claspcnf_support
0,20.053191,6.164414,claspcnf_support
?,?,?,riss3g_directorder
?,?,?,gecode
0,20.059172,6,claspcnf_direct
?,?,?,gecode
0,20.084746,5.477226,glucose_directorder
0,20.074627,5.656854,choco
?,?,?,gecode
0,39.982769,9.848858,gecode
-1,-1,-1,gecode
0,39.9874,11.045361,gecode
0,39.981538,9.591663,gecode
0,39.956204,7,gecode
0,39.985802,10.583005,mistral_nj
0,39.95106,6.78233,mistral_nj
0,39.98388,10.099505,gecode
0,39.988743,11.489125,gecode
-1,-1,-1,gecode
?,?,?,mistral_nj
0,39.967568,7.81025,gecode
?,?,?,gecode
0,39.986637,10.816654,mistral_nj
0,39.975021,8.602325,gecode
0,39.976941,8.888194,mistral_nj
?,?,?,lingeling_support
0,39.980172,9.380832,mistral_nj
?,?,?,lingeling_direct
?,?,?,gecode
-1,-1,-1,gecode
-1,-1,-1,gecode
0,39.964328,7.549834,gecode
?,?,?,lingeling_support
-1,-1,-1,gecode
0,39.9881,11.269428,gecode
-1,-1,-1,gecode
0,39.972851,8.3666,mistral_nj
0,39.970385,8.062258,gecode
0,39.960578,7.28011,gecode
?,?,?,mistral_nj
0,39.989335,11.74734,mistral_nj
0,39.978648,9.110434,gecode
0,39.944954,6.480741,gecode
?,?,?,lingeling_direct
0,39.984887,10.34408,mistral_nj
-1,-1,-1,gecode
0,50,20,gecode
0,50,22.36068,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.1,10,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.2,7.071068,claspcnf_directorder
?,?,?,mistral_nj
0,10.238095,6.480741,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
0,10.384615,5.09902,claspcnf_support
?,?,?,mistral_nj
0,10.277778,6,claspcnf_directorder
0,10.166667,7.745967,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.357143,5.291503,claspcnf_direct
?,?,?,gecode
0,10.294118,5.830952,riss3g_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
-1,-1,3,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
-1,-1,3.162278,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
0,10.344828,8.246211,claspcnf_directorder
?,?,?,gecode
?,?,?,choco
0,10.512821,6.708204,gecode
0,10.416667,7.483315,mistral_nj
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
60,110,1.414214,abscon
60,110,1.414214,abscon
?,?,?,minisat22_direct
60,110,1.732051,claspcnf_support
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,glucose_direct
60,110,1.732051,gecode
?,?,?,claspcnf_direct
?,?,?,minisat22_direct
?,?,?,minisat22_directorder
?,?,?,minisat22_direct
?,?,?,minisat22_direct
?,?,?,minisat22_directorder
60,110,1.732051,glucose_directorder
?,?,?,glucose_direct
60,110,1.732051,riss3g_direct
60,110,1.414214,abscon
60,110,1.732051,minisat22_directorder
?,?,?,abscon
0,10.247934,7.745967,riss3g_directorder
?,?,?,gecode
0,10.206897,8.485281,claspcnf_directorder
0,10.232558,8,riss3g_directorder
0,10.093458,12.649111,glucose_support
?,?,?,gecode
0,10.186335,8.944272,claspcnf_directorder
0,10.265487,7.483315,mistral_nj
0,10.074813,14.142136,glucose_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.196078,8.717798,claspcnf_directorder
0,10.124481,10.954451,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
0,10.218978,8.246211,claspcnf_directorder
0,10.149254,10,riss3g_directorder
?,?,?,gecode
0,10.177515,9.165151,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
0,39.988743,11.532563,mistral_nj
?,?,?,claspcnf_directorder
0,39.970385,8.124038,glucose_direct
?,?,?,glucose_directorder
?,?,?,mistral_nj
0,39.978648,9.165151,mistral_nj
0,39.981538,9.643651,mistral_nj
?,?,?,claspcnf_directorder
?,?,?,glucose_directorder
?,?,?,gecode
0,39.986637,10.86278,lingeling_directorder
?,?,?,gecode
?,?,?,gecode
0,39.972851,8.42615,claspcnf_directorder
0,39.9874,11.090537,lingeling_direct
0,39.960578,7.348469,lingeling_direct
0,39.989335,11.789826,lingeling_direct
0,39.976941,8.944272,lingeling_support
?,?,?,gecode
0,39.964328,7.615773,lingeling_directorder
0,39.975021,8.660254,lingeling_support
0,39.967568,7.874008,lingeling_directorder
0,39.9881,11.313708,claspcnf_support
?,?,?,glucose_directorder
?,?,?,glucose_support
?,?,?,glucose_directorder
0,39.944954,6.557439,glucose_direct
?,?,?,glucose_directorder
?,?,?,glucose_direct
0,39.985802,10.630146,lingeling_direct
0,39.956204,7.071068,lingeling_support
0,39.982769,9.899495,lingeling_directorder
0,39.98388,10.148892,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
0,39.984887,10.392305,lingeling_support
0,39.980172,9.433981,lingeling_directorder
60,50,2,claspcnf_direct
60,50,2,claspcnf_directorder
60,50,2,riss3g_directorder
60,50,2,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,claspcnf_direct
60,50,2,abscon
?,?,?,gecode
60,20,1.414214,abscon
60,20,1.414214,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,glucose_direct
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,mistral_nj
?,?,?,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,mistral_nj
6.458658,25.101404,6,mistral_nj
2.243216,15.282412,10,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
1.851852,14.36214,11,mistral_nj
1.54211,13.637948,12,mistral_nj
4.760705,21.133501,7,mistral_nj
3.584071,18.40708,8,mistral_nj
2.814224,16.609442,9,mistral_nj
60,20,1.414214,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
?,?,?,abscon
60,20,1.414214,abscon
60,20,1.414214,gecode
?,?,?,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,gecode
60,20,1.414214,abscon
?,?,?,gecode
60,20,1.414214,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
60,20,1.414214,abscon
?,?,?,minisat22_direct
60,20,1.414214,abscon
?,?,?,abscon
22.5,65,20,mistral_nj
?,?,?,mistral_nj
0,0,80,mistral_nj
?,?,?,mistral_nj
22.5,65,15,mistral_nj
22.5,65,12,mistral_nj
22.5,65,50,mistral_nj
0,0,80,mistral_nj
0,0,100,mistral_nj
45,120,15,mistral_nj
22.5,65,25,mistral_nj
45,120,50,mistral_nj
0,0,80,mistral_nj
0,0,100,mistral_nj
45,120,25,mistral_nj
45,120,20,mistral_nj
7.5,28.333333,50,mistral_nj
?,?,?,mistral_nj
0,0,100,mistral_nj
0,10.294118,6.708204,claspcnf_directorder
0,10.314961,6.480741,riss3g_directorder
?,?,?,mistral_nj
0,10.232558,7.549834,gecode
?,?,?,gecode
0,10.088692,12.247449,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,gecode
0,10.220994,7.745967,claspcnf_direct
0,10.275862,6.928203,claspcnf_directorder
?,?,?,gecode
0,10.338983,6.244998,mistral_nj
?,?,?,gecode
0,10.245399,7.348469,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10.110803,10.954451,riss3g_directorder
0,10.147601,9.486833,claspcnf_directorder
?,?,?,gecode
?,?,?,mistral_nj
-1,-1,-1,gecode
0,10.210526,7.937254,riss3g_directorder
0,10.176991,8.660254,claspcnf_directorder
?,?,?,abscon
?,?,?,minisat22_directorder
?,?,?,glucose_support
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
56.25,55.147059,12,mistral_nj
2.25,53.5,20,mistral_nj
49.736842,53.684211,15,mistral_nj
0.364372,50.566802,50,mistral_nj
1.451613,52.258065,25,mistral_nj
61.428571,56.666667,10,mistral_nj
13.445378,49.859944,80,mistral_nj
41.5,52.333333,20,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
20.505051,50.47138,50,mistral_nj
0,49.899194,100,mistral_nj
3.913043,56.086957,15,mistral_nj
5.921053,59.210526,12,mistral_nj
10.989011,49.908425,100,mistral_nj
8.181818,62.727273,10,mistral_nj
0,49.842271,80,mistral_nj
35.517241,51.609195,25,mistral_nj
15,41.875,7.549834,mistral_nj
15,41.428571,6.557439,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,lingeling_directorder
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,riss3g_directorder
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,lingeling_direct
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,choco
?,?,?,claspcnf_direct
0,50,10,mistral_nj
?,?,?,mistral_nj
0,50,12.247449,mistral_nj
0,50,13.416408,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,50,14.142136,abscon
0,50,8.944272,mistral_nj
0,50,10.954451,mistral_nj
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
?,?,?,abscon
60,20,1.414214,abscon
?,?,?,abscon
60,20,1.414214,abscon
60,20,1.414214,abscon
