@relation 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute d_ratio_int_cons numeric
@attribute d_ratio_array_cons numeric
@attribute d_ratio_int_vars numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,minisatid,mistral,ortools,allfair}

@data
1,0,1,g12cpx
1,0,1,allfair
1,0,1,allfair
1,0,1,gecode
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,gecode
0.402299,0,1,izplus
1,0,1,allfair
1,0,1,allfair
0.017804,0.981995,0.041667,allfair
1,0,1,allfair
0.402299,0,1,izplus
0.669291,0.330709,0.023256,minisatid
0.402299,0,1,izplus
1,0,1,allfair
0.402299,0,1,fzn2smt
1,0,1,gecode
0.669291,0.330709,0.023256,minisatid
0.402299,0,1,fzn2smt
0.669291,0.330709,0.023256,minisatid
0.402299,0,1,izplus
0.402299,0,1,fzn2smt
0.402299,0,1,fzn2smt
0.654076,0.331345,1,allfair
0.402299,0,1,allfair
0.654076,0.331345,1,allfair
0.655378,0.332005,1,allfair
0.669291,0.330709,0.023256,minisatid
0.402299,0,1,fzn2smt
0.659476,0.331895,1,allfair
0.669291,0.330709,0.023256,minisatid
0.669291,0.330709,0.023256,minisatid
0.653642,0.331126,1,allfair
0.68103,0.31897,0.033898,allfair
0.660133,0.332226,1,fzn2smt
0.659914,0.332116,1,fzn2smt
0.659695,0.332005,1,allfair
0.659914,0.332116,1,fzn2smt
0.659257,0.331785,1,fzn2smt
0.660133,0.332226,1,fzn2smt
0.669291,0.330709,0.023256,minisatid
0.661231,0.332779,1,allfair
0.68103,0.31897,0.033898,allfair
0.659914,0.332116,1,allfair
0.653642,0.331126,1,allfair
0.659476,0.331895,1,allfair
0.659476,0.331895,1,allfair
0.659695,0.332005,1,allfair
0.659257,0.331785,1,allfair
0.654076,0.331345,1,allfair
0.68103,0.31897,0.033898,minisatid
0.68103,0.31897,0.033898,allfair
0.659695,0.332005,1,fzn2smt
0.660352,0.332336,1,fzn2smt
0.659914,0.332116,1,minisatid
0.659038,0.331675,1,ortools
0.659476,0.331895,1,allfair
0.660352,0.332336,1,minisatid
0.659476,0.331895,1,fzn2smt
0.658601,0.331455,1,fzn2smt
0.659914,0.332116,1,g12lazyfd
0.017374,0.982474,0.041667,allfair
0.661451,0.332889,1,allfair
0.659038,0.331675,1,allfair
0.660133,0.332226,1,fzn2smt
0.659257,0.331785,1,allfair
0.659914,0.332116,1,allfair
0.652346,0.330469,1,allfair
0.660133,0.332226,1,allfair
0.659695,0.332005,1,fzn2smt
0.660133,0.332226,1,fzn2smt
0.659476,0.331895,1,allfair
0.652778,0.330688,1,allfair
0.659914,0.332116,1,allfair
1,0,1,allfair
0.660352,0.332336,1,fzn2smt
0.659914,0.332116,1,allfair
0.659695,0.332005,1,fzn2smt
0.659695,0.332005,1,allfair
0.659914,0.332116,1,allfair
0.659695,0.332005,1,fzn2smt
0.659914,0.332116,1,allfair
0.669291,0.330709,0.023256,minisatid
0.659257,0.331785,1,allfair
0.659257,0.331785,1,allfair
0.660572,0.332447,1,minisatid
0.659476,0.331895,1,fzn2smt
0.659695,0.332005,1,fzn2smt
0.659914,0.332116,1,fzn2smt
0.659695,0.332005,1,allfair
0.659038,0.331675,1,fzn2smt
0.68103,0.31897,0.033898,allfair
0.659695,0.332005,1,allfair
0.659476,0.331895,1,fzn2smt
0.659476,0.331895,1,allfair
0.669291,0.330709,0.023256,minisatid
0.659914,0.332116,1,fzn2smt
0.660572,0.332447,1,g12lazyfd
0.659257,0.331785,1,allfair
0.659695,0.332005,1,allfair
0.659476,0.331895,1,allfair
0.660572,0.332447,1,allfair
0.658601,0.331455,1,allfair
0.660572,0.332447,1,fzn2smt
0.659695,0.332005,1,allfair
0.659914,0.332116,1,allfair
0.659257,0.331785,1,fzn2smt
0.661011,0.332668,1,allfair
0.659914,0.332116,1,fzn2smt
0.660791,0.332557,1,g12lazyfd
0.659257,0.331785,1,allfair
0.660352,0.332336,1,allfair
0.659914,0.332116,1,g12lazyfd
0.659476,0.331895,1,allfair
0.669291,0.330709,0.023256,minisatid
0.68103,0.31897,0.033898,allfair
0.865139,0,0.33159,bprolog
0.659476,0.331895,1,allfair
0.669291,0.330709,0.023256,allfair
0.68103,0.31897,0.033898,allfair
0.68103,0.31897,0.033898,allfair
0.879936,0,0.291319,bprolog
0.669291,0.330709,0.023256,minisatid
0.68103,0.31897,0.033898,allfair
0.013242,0.986758,0.037037,fzn2smt
0.879936,0,0.291319,bprolog
1,0,1,allfair
0.68103,0.31897,0.033898,allfair
0.013242,0.986758,0.037037,fzn2smt
0.013242,0.986758,0.037037,ortools
0.877263,0,0.298519,bprolog
0.013242,0.986758,0.037037,fzn2smt
0.659476,0.331895,1,fzn2smt
0.86327,0,0.33725,bprolog
0.669291,0.330709,0.023256,allfair
0.013242,0.986758,0.037037,ortools
0.68103,0.31897,0.033898,allfair
0.68103,0.31897,0.033898,allfair
0.68103,0.31897,0.033898,allfair
0.013242,0.986758,0.037037,fzn2smt
0.669291,0.330709,0.023256,minisatid
0.879096,0,0.294025,bprolog
0.879096,0,0.294025,bprolog
0.877263,0,0.298519,bprolog
0.881816,0,0.286715,bprolog
0.669291,0.330709,0.023256,allfair
0.669291,0.330709,0.023256,allfair
0.884919,0,0.277978,bprolog
0.876242,0,0.301732,bprolog
0.884411,0,0.279772,bprolog
0.881816,0,0.286715,bprolog
0.669291,0.330709,0.023256,minisatid
0.882485,0,0.284481,bprolog
0.013242,0.986758,0.037037,ortools
0.669291,0.330709,0.023256,allfair
0.884411,0,0.279772,bprolog
0.669291,0.330709,0.023256,allfair
0.669291,0.330709,0.023256,minisatid
0.669291,0.330709,0.023256,allfair
0.669291,0.330709,0.023256,allfair
0.669291,0.330709,0.023256,minisatid
0.669291,0.330709,0.023256,minisatid
0.669291,0.330709,0.023256,minisatid
0.889261,0,0.26688,bprolog
0.669291,0.330709,0.023256,minisatid
0.884411,0,0.279772,bprolog
0.68103,0.31897,0.033898,allfair
0.013242,0.986758,0.037037,ortools
0.889261,0,0.26688,bprolog
0.68103,0.31897,0.033898,allfair
0.876242,0,0.301732,bprolog
0.669291,0.330709,0.023256,minisatid
0.669291,0.330709,0.023256,allfair
0.868408,0,0.322608,bprolog
0.889261,0,0.26688,bprolog
0.870092,0,0.318472,bprolog
0.968978,0,1,izplus
0.88689,0,0.273168,bprolog
0.669291,0.330709,0.023256,allfair
0.866771,0,0.327584,bprolog
0.964623,0,1,izplus
0.884411,0,0.279772,bprolog
0.970779,0,1,gecode
0.889261,0,0.26688,bprolog
0.013242,0.986758,0.037037,ortools
0.884411,0,0.279772,bprolog
0.884411,0,0.279772,bprolog
0.881816,0,0.286715,bprolog
0.56499,0.107442,0.395095,fzn2smt
0.966942,0,1,izplus
0.889261,0,0.26688,bprolog
0.887245,0,0.271788,bprolog
0.013242,0.986758,0.037037,ortools
0.88689,0,0.273168,bprolog
0.565217,0.107386,0.395095,g12cpx
0.876242,0,0.301732,bprolog
0.88689,0,0.273168,bprolog
0.877263,0,0.298519,bprolog
0.564076,0.107668,0.395095,g12cpx
0.577093,0.140969,0.366972,fzn2smt
0.609756,0.365854,1,minisatid
0.564761,0.107499,0.395095,g12cpx
0.563617,0.107781,0.395095,g12cpx
0.68103,0.31897,0.033898,allfair
0.88689,0,0.273168,bprolog
0.88689,0,0.273168,bprolog
0.017595,0.982252,0.041667,allfair
0.011952,0,0.494505,g12lazyfd
0.564304,0.107612,0.395095,g12cpx
0.998537,0,0.071429,gecode
0.889261,0,0.26688,bprolog
0.873245,0,0.309869,bprolog
0.999234,0,0.052632,allfair
0.876242,0,0.301732,bprolog
0.884411,0,0.279772,bprolog
0.998737,0,0.066667,allfair
0.017395,0.982453,0.041667,allfair
1,0,1,fzn2smt
0.88689,0,0.273168,bprolog
0.897787,0,0.244468,bprolog
0.884411,0,0.279772,bprolog
0.879096,0,0.294025,bprolog
0.56499,0.107442,0.395095,g12cpx
1,0,1,allfair
0.999142,0,0.055556,allfair
0.999659,0,0.035714,fzn2smt
1,0,1,fzn2smt
0.024145,0,0.497925,g12lazyfd
1,0,1,fzn2smt
1,0,1,allfair
0.884411,0,0.279772,bprolog
1,0,1,allfair
0.884411,0,0.279772,bprolog
1,0,1,g12cpx
1,0,1,allfair
1,0,1,fzn2smt
1,0,1,allfair
1,0,1,allfair
0.889261,0,0.26688,bprolog
1,0,1,allfair
1,0,1,fzn2smt
0.891529,0,0.260885,bprolog
0.884411,0,0.279772,bprolog
0.893703,0,0.255163,bprolog
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,allfair
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
0.891529,0,0.260885,bprolog
1,0,1,allfair
1,0,1,fzn2smt
0.999618,0,0.037736,izplus
0.016166,0,0.49763,g12lazyfd
1,0,1,allfair
0.578512,0.413223,1,g12cpx
1,0,1,fzn2smt
1,0,1,g12lazyfd
0.884411,0,0.279772,bprolog
1,0,1,fzn2smt
0.891529,0,0.260885,bprolog
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,fzn2smt
1,0,1,fzn2smt
0.889261,0,0.26688,bprolog
1,0,1,ortools
0.881816,0,0.286715,bprolog
1,0,1,g12cpx
0,0,1,g12lazyfd
0,0,1,fzn2smt
0.669291,0.330709,0.023256,minisatid
0,0,1,fzn2smt
1,0,1,ortools
0,0,1,gecode
0.891529,0,0.260885,bprolog
0,0,1,fzn2smt
0.879096,0,0.294025,bprolog
0,0,1,fzn2smt
0,0,1,fzn2smt
0,0,1,gecode
0.88689,0,0.273168,bprolog
0,0,1,fzn2smt
1,0,1,ortools
1,0,1,fzn2smt
0,0,1,fzn2smt
0.889261,0,0.26688,bprolog
1,0,1,ortools
0,0,1,fzn2smt
0,0,1,gecode
0,0,1,gecode
1,0,1,allfair
0.983539,0,0.388201,g12cpx
0.68103,0.31897,0.033898,allfair
0.981559,0,0.389812,g12cpx
0.983539,0,0.388201,izplus
0,0,1,gecode
0.88689,0,0.273168,bprolog
0.88689,0,0.273168,bprolog
0.988902,0,0.383863,allfair
0,0,1,gecode
0.988902,0,0.383863,izplus
0.988036,0,0.384561,allfair
0.891529,0,0.260885,bprolog
0.98755,0,0.384953,g12cpx
0.988902,0,0.383863,fzn2smt
0.891529,0,0.260885,bprolog
0.889261,0,0.26688,bprolog
0,0,1,fzn2smt
0.884411,0,0.279772,bprolog
0.989989,0,0.382988,mistral
1,0,1,g12lazyfd
0.980378,0,0.390775,g12cpx
0.884411,0,0.279772,bprolog
0.984378,0,0.38752,mistral
0.989989,0,0.382988,allfair
0.881816,0,0.286715,bprolog
0.989989,0,0.382988,fzn2smt
0.893703,0,0.255163,bprolog
0.989989,0,0.382988,fzn2smt
0.989989,0,0.382988,allfair
0.988036,0,0.384561,allfair
0.988036,0,0.384561,fzn2smt
0.884411,0,0.279772,bprolog
0.988036,0,0.384561,allfair
0.989989,0,0.382988,fzn2smt
0.88689,0,0.273168,bprolog
0.988036,0,0.384561,allfair
0.88689,0,0.273168,bprolog
0.98755,0,0.384953,fzn2smt
0.989989,0,0.382988,fzn2smt
0.984378,0,0.38752,g12cpx
0.989989,0,0.382988,allfair
0.988902,0,0.383863,mistral
0.983539,0,0.388201,g12cpx
0.893703,0,0.255163,bprolog
0.989989,0,0.382988,fzn2smt
0.889261,0,0.26688,bprolog
0.983539,0,0.388201,mistral
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.983539,0,0.388201,mistral
0.983539,0,0.388201,mistral
0.989989,0,0.382988,fzn2smt
0.98755,0,0.384953,allfair
0.889261,0,0.26688,bprolog
0.983539,0,0.388201,fzn2smt
0.989989,0,0.382988,allfair
0.983539,0,0.388201,mistral
0.98929,0,0.383551,mistral
0.989989,0,0.382988,allfair
0.988902,0,0.383863,fzn2smt
0.988036,0,0.384561,g12cpx
0.989989,0,0.382988,fzn2smt
0.989989,0,0.382988,allfair
0.98755,0,0.384953,fzn2smt
0.983539,0,0.388201,mistral
0.986449,0,0.385842,fzn2smt
0.98755,0,0.384953,g12cpx
0.989989,0,0.382988,allfair
0.980378,0,0.390775,mistral
0.988902,0,0.383863,izplus
0.989989,0,0.382988,allfair
0.981559,0,0.389812,mistral
0.983539,0,0.388201,mistral
0.989989,0,0.382988,allfair
0.988036,0,0.384561,g12cpx
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.986449,0,0.385842,g12cpx
0.891529,0,0.260885,bprolog
0.989989,0,0.382988,allfair
0.988036,0,0.384561,mistral
0.983539,0,0.388201,mistral
0.981559,0,0.389812,g12cpx
0.988036,0,0.384561,fzn2smt
0.989989,0,0.382988,fzn2smt
0.988036,0,0.384561,allfair
0.989989,0,0.382988,allfair
0.988902,0,0.383863,izplus
0.988036,0,0.384561,g12cpx
0.98929,0,0.383551,allfair
0.897787,0,0.244468,bprolog
0.88689,0,0.273168,bprolog
0.988036,0,0.384561,g12cpx
0.983539,0,0.388201,mistral
0.983539,0,0.388201,mistral
0.988902,0,0.383863,allfair
0.981174,0,0.39031,mistral
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.989989,0,0.382988,allfair
0.988902,0,0.383863,fzn2smt
0.988664,0,0.384164,izplus
0.989989,0,0.382988,fzn2smt
0.984049,0,0.387943,mistral
0.988902,0,0.383863,mistral
0.984049,0,0.387943,mistral
0.989774,0,0.38326,mistral
0.999892,0,0.020408,allfair
0.979971,0,0.391304,izplus
0.989989,0,0.382988,allfair
0.98755,0,0.384953,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,mistral
0.989989,0,0.382988,allfair
0.987284,0,0.385291,g12cpx
0.989774,0,0.38326,mistral
0.986161,0,0.38621,mistral
0.988036,0,0.384561,allfair
0.891529,0,0.260885,bprolog
0.979971,0,0.391304,mistral
0.986161,0,0.38621,allfair
0.989774,0,0.38326,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,mistral
0.98778,0,0.384886,mistral
0.989989,0,0.382988,allfair
0.98778,0,0.384886,mistral
0.988664,0,0.384164,g12cpx
0.98778,0,0.384886,mistral
0.989774,0,0.38326,mistral
0.989989,0,0.382988,allfair
0.979971,0,0.391304,mistral
0.986161,0,0.38621,mistral
0.987284,0,0.385291,mistral
0.981174,0,0.39031,izplus
0.979971,0,0.391304,mistral
0.989774,0,0.38326,mistral
0.989774,0,0.38326,mistral
0.989989,0,0.382988,allfair
0.986161,0,0.38621,mistral
0.988036,0,0.384561,g12cpx
0.989774,0,0.38326,allfair
0.989774,0,0.38326,mistral
0.98906,0,0.383842,mistral
0.981174,0,0.39031,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,allfair
0.017954,0.981827,0.041667,allfair
0.988902,0,0.383863,mistral
0.989774,0,0.38326,mistral
0.983193,0,0.388646,mistral
0.983193,0,0.388646,izplus
0.989774,0,0.38326,mistral
0.988664,0,0.384164,izplus
0.98778,0,0.384886,mistral
0.979971,0,0.391304,mistral
0.98778,0,0.384886,mistral
0.983193,0,0.388646,mistral
0.98778,0,0.384886,izplus
0.989774,0,0.38326,allfair
0.98778,0,0.384886,izplus
0.987284,0,0.385291,mistral
0.986161,0,0.38621,izplus
0.977037,0,0.393738,mistral
0.989774,0,0.38326,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,allfair
0.989774,0,0.38326,allfair
0.989774,0,0.38326,allfair
0.988664,0,0.384164,izplus
0.989774,0,0.38326,allfair
0.983193,0,0.388646,mistral
0.98778,0,0.384886,mistral
0.988664,0,0.384164,mistral
0.98778,0,0.384886,izplus
0.989774,0,0.38326,allfair
0.98906,0,0.383842,mistral
0.981174,0,0.39031,mistral
0.98778,0,0.384886,mistral
0.989774,0,0.38326,mistral
0.989774,0,0.38326,allfair
0.983193,0,0.388646,mistral
0.986161,0,0.38621,izplus
0.986161,0,0.38621,g12cpx
0.988664,0,0.384164,izplus
0.989774,0,0.38326,fzn2smt
0.989774,0,0.38326,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,mistral
0.989774,0,0.38326,allfair
0.989774,0,0.38326,mistral
0.987284,0,0.385291,mistral
0.979971,0,0.391304,mistral
0.989774,0,0.38326,mistral
0.986161,0,0.38621,g12cpx
0.989774,0,0.38326,mistral
0.989774,0,0.38326,mistral
0.98778,0,0.384886,mistral
0.989774,0,0.38326,allfair
0.983193,0,0.388646,mistral
0.987284,0,0.385291,allfair
0.98778,0,0.384886,mistral
0.98778,0,0.384886,mistral
0.986161,0,0.38621,g12cpx
0.985522,0,0.386733,mistral
0.983193,0,0.388646,mistral
0.98906,0,0.383842,izplus
0.989774,0,0.38326,allfair
0.989774,0,0.38326,allfair
0.979971,0,0.391304,izplus
0.988664,0,0.384164,izplus
0.989774,0,0.38326,allfair
0.987284,0,0.385291,izplus
0.989989,0,0.382988,allfair
0.989774,0,0.38326,mistral
1,0,1,allfair
0.018538,0.981123,0.041667,allfair
0.018301,0.981396,0.041667,allfair
0.018245,0.981454,0.041667,allfair
0.018017,0.981732,0.041667,allfair
0.580311,0.414508,1,allfair
0.07146,0.464123,0.470414,izplus
0.458231,0.537469,0.095284,g12cpx
0.013935,0.517213,0.377658,fzn2smt
0.502488,0,0.502488,ortools
0.458203,0.537763,0.095021,g12cpx
0.018225,0.981521,0.041667,allfair
0.458157,0.538255,0.094582,minisatid
0.458157,0.538255,0.094582,minisatid
0.458157,0.538255,0.094582,g12cpx
0.458138,0.538462,0.094397,g12cpx
0.012582,0.987418,0.035714,fzn2smt
0.012582,0.987418,0.035714,ortools
0.012582,0.987418,0.035714,ortools
0.012582,0.987418,0.035714,fzn2smt
0.008221,0.525729,0.351555,ortools
0.458065,0.539239,0.093703,minisatid
0.458065,0.539239,0.093703,minisatid
0.017509,0.982324,0.041667,allfair
0.012582,0.987418,0.035714,fzn2smt
0.017863,0.98192,0.041667,allfair
0.458053,0.539358,0.093597,minisatid
0.458053,0.539358,0.093597,minisatid
1,0,1,allfair
0.012582,0.987418,0.035714,ortools
0.012582,0.987418,0.035714,ortools
0.458053,0.539358,0.093597,g12cpx
0.458053,0.539358,0.093597,g12cpx
0.017348,0.982516,0.041667,allfair
0.012582,0.987418,0.035714,ortools
0.458053,0.539358,0.093597,minisatid
0.012582,0.987418,0.035714,ortools
0.405792,0.459305,0.371807,g12cpx
0.458203,0.537763,0.095021,minisatid
1,0,1,allfair
0.458157,0.538255,0.094582,g12cpx
0.458157,0.538255,0.094582,minisatid
0.458034,0.539568,0.09341,minisatid
0.45809,0.53897,0.093943,g12cpx
0.466842,0.525279,0.101003,g12cpx
0.01736,0.982534,0.041667,allfair
0.017786,0.981998,0.041667,allfair
0.458034,0.539568,0.09341,minisatid
0.018381,0.981331,0.041667,allfair
0.018114,0.981618,0.041667,allfair
0.458231,0.537469,0.095284,g12cpx
0.458138,0.538462,0.094397,g12cpx
0.017937,0.981829,0.041667,allfair
0.459527,0.53645,0.095271,minisatid
0.458157,0.538255,0.094582,g12cpx
0.017767,0.982017,0.041667,fzn2smt
0.458157,0.538255,0.094582,g12cpx
0.459559,0.536152,0.095541,g12cpx
0.668605,0.331395,0.017241,minisatid
0.458157,0.538255,0.094582,minisatid
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,allfair
0.459451,0.537157,0.094631,g12cpx
0.458203,0.537763,0.095021,g12cpx
0.459559,0.536152,0.095541,g12cpx
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,minisatid
0.458157,0.538255,0.094582,g12cpx
1,0,1,allfair
0.458157,0.538255,0.094582,minisatid
0.459451,0.537157,0.094631,minisatid
0.458034,0.539568,0.09341,g12cpx
0.458157,0.538255,0.094582,minisatid
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,allfair
0.459366,0.537944,0.093918,minisatid
0.458034,0.539568,0.09341,minisatid
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,allfair
0.458157,0.538255,0.094582,g12cpx
0.459559,0.536152,0.095541,g12cpx
0.668605,0.331395,0.017241,minisatid
0.668605,0.331395,0.017241,minisatid
0.458053,0.539358,0.093597,minisatid
0.668605,0.331395,0.017241,minisatid
0.458034,0.539568,0.09341,minisatid
0.668605,0.331395,0.017241,allfair
0.45933,0.538278,0.093617,g12cpx
0.45933,0.538278,0.093617,minisatid
0.668605,0.331395,0.017241,minisatid
0.45933,0.538278,0.093617,g12cpx
0.459527,0.53645,0.095271,g12cpx
0.668605,0.331395,0.017241,minisatid
0.458053,0.539358,0.093597,minisatid
0.459559,0.536152,0.095541,g12cpx
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,allfair
0.459395,0.537672,0.094165,g12cpx
0.459395,0.537672,0.094165,minisatid
0.668605,0.331395,0.017241,allfair
0.668605,0.331395,0.017241,minisatid
0.459366,0.537944,0.093918,minisatid
0.668605,0.331395,0.017241,allfair
0.459395,0.537672,0.094165,minisatid
0.459559,0.536152,0.095541,minisatid
0.668605,0.331395,0.017241,minisatid
0.458065,0.539239,0.093703,mistral
0.459353,0.538064,0.09381,g12cpx
0.459527,0.53645,0.095271,minisatid
0.459353,0.538064,0.09381,g12cpx
0.458065,0.539239,0.093703,minisatid
0.459353,0.538064,0.09381,g12cpx
0.45809,0.53897,0.093943,minisatid
0.459395,0.537672,0.094165,g12cpx
0.668605,0.331395,0.017241,allfair
0.459301,0.538544,0.093376,g12cpx
0.459301,0.538544,0.093376,g12cpx
0.459473,0.536947,0.094821,minisatid
0.459301,0.538544,0.093376,mistral
0.459473,0.536947,0.094821,g12cpx
0.459473,0.536947,0.094821,g12cpx
0.459301,0.538544,0.093376,minisatid
0.458065,0.539239,0.093703,g12cpx
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,g12cpx
0.459395,0.537672,0.094165,g12cpx
0.45933,0.538278,0.093617,minisatid
0.459353,0.538064,0.09381,minisatid
0.459638,0.53542,0.096206,g12cpx
0.459301,0.538544,0.093376,g12cpx
0.459353,0.538064,0.09381,g12cpx
0.458157,0.538255,0.094582,g12cpx
0.459559,0.536152,0.095541,g12cpx
0.459366,0.537944,0.093918,minisatid
0.668605,0.331395,0.017241,allfair
0.459353,0.538064,0.09381,g12cpx
0.458034,0.539568,0.09341,minisatid
0.459473,0.536947,0.094821,minisatid
0.459559,0.536152,0.095541,minisatid
1,0,1,g12mip
0.459301,0.538544,0.093376,minisatid
0.459353,0.538064,0.09381,g12cpx
0.459527,0.53645,0.095271,g12cpx
0.459473,0.536947,0.094821,g12cpx
0.459366,0.537944,0.093918,minisatid
0.497143,0.460952,1,allfair
0.498208,0.468339,1,allfair
0.459473,0.536947,0.094821,g12cpx
0.459301,0.538544,0.093376,allfair
0.459301,0.538544,0.093376,minisatid
1,0,1,g12mip
0.459301,0.538544,0.093376,minisatid
0.459395,0.537672,0.094165,minisatid
0.459395,0.537672,0.094165,g12cpx
0.666667,0.158694,0.039845,izplus
0.687373,0.164969,0.034393,fzn2smt
0.65121,0.153226,0.047865,g12cpx
0.458009,0.539832,0.093175,minisatid
0.680071,0.162626,0.036981,fzn2smt
0.45932,0.538373,0.093531,minisatid
0.671766,0.159944,0.04,fzn2smt
0.496568,0.457666,1,gecode
0.497931,0.466207,1,allfair
0.683836,0.163836,0.035639,fzn2smt
0.693841,0.167036,0.032149,fzn2smt
0.459301,0.538544,0.093376,minisatid
0.458034,0.539568,0.09341,g12cpx
0.459353,0.538064,0.09381,g12cpx
0.458009,0.539832,0.093175,g12cpx
0.699611,0.168872,0.030183,fzn2smt
0.458009,0.539832,0.093175,minisatid
0.671309,0.160167,0.03829,fzn2smt
0.458009,0.539832,0.093175,minisatid
1,0,1,g12mip
0.679692,0.162818,0.035525,izplus
0.458009,0.539832,0.093175,g12cpx
0.690408,0.166192,0.032063,fzn2smt
0.458009,0.539832,0.093175,g12cpx
0.687054,0.165138,0.033138,fzn2smt
0.458009,0.539832,0.093175,g12cpx
0.497585,0.463768,1,allfair
0.458009,0.539832,0.093175,mistral
0.945946,0.040541,0.72,g12lazyfd
0.667172,0.158453,0.041707,izplus
0.690702,0.166034,0.033233,fzn2smt
1,0,1,mistral
0.458009,0.539832,0.093175,minisatid
0.702268,0.169715,0.029289,fzn2smt
0.70205,0.169839,0.028385,fzn2smt
0.696806,0.16798,0.031135,fzn2smt
0.656934,0.155109,0.045614,izplus
0.699377,0.169003,0.029222,allfair
1,0,1,g12mip
0.675641,0.161538,0.036855,izplus
0.656307,0.155393,0.043376,g12cpx
0.662241,0.156846,0.043571,izplus
0.956044,0.032967,0.736842,g12lazyfd
0.696555,0.16812,0.030111,fzn2smt
0.704585,0.170631,0.027595,izplus
0.69357,0.167184,0.031056,fzn2smt
0.661679,0.157107,0.041534,izplus
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.45932,0.538373,0.093531,minisatid
0,0,0.480769,mistral
0.458009,0.539832,0.093175,allfair
0.683489,0.164015,0.03429,fzn2smt
0.459473,0.536947,0.094821,g12cpx
0.676056,0.161332,0.03843,fzn2smt
0.458053,0.539358,0.093597,g12cpx
0.459301,0.538544,0.093376,minisatid
0,0,0.491228,bprolog
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.458025,0.539662,0.093326,minisatid
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.459353,0.538064,0.09381,minisatid
0.777411,0.222589,0.260695,g12cpx
1,0,1,g12mip
0.459395,0.537672,0.094165,g12cpx
1,0,1,g12mip
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.458009,0.539832,0.093175,minisatid
0.459301,0.538544,0.093376,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.459353,0.538064,0.09381,minisatid
0.459301,0.538544,0.093376,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
1,0,1,minisatid
0.45933,0.538278,0.093617,minisatid
0.560831,0.436202,1,allfair
1,0,1,g12mip
0.240812,0.293755,0.309558,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.240812,0.293755,0.309558,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.458053,0.539358,0.093597,minisatid
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,mistral
0.459395,0.537672,0.094165,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.459301,0.538544,0.093376,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.458009,0.539832,0.093175,mistral
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,minisatid
