@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,11,15,8,5.9432,5,3,1,2,0.0006,0.685,51.75,64.25,0.0002,0.0891,0.5383,83.1979,79,0.2939,98.5,5.5636,0.164,0.0002,0,0.0002,0.0003,121,0.0001,0.0001,0.0001,126000,125227,0.0001,6,0,3.3606,0.2125,29999,29267,6412,6388,0.3303,6388.4,5,38.1429,0.708,6405.5,6405.5,6347,168,2.7118,1,0.6536,6336,0.4951,0.7049,0.495,0,0.5692,0.3923,0.8126,1.0017,1,0,0.3858
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,3826,3826,3734,3689.7143,3699,3629,3577,3577,0.0266,0.0634,33.2303,34.5611,0.0087,0.0267,0.0206,36.0361,34.9964,0.4964,38.9151,4.0116,0.2785,0.0051,0.0034,0.0073,0.0135,40.5037,0.0044,0.0044,0.0044,2982,2970,0.0022,5,0.0017,3.2962,0.3005,700,688,163,151,0.0675,151.259,4,33.2303,0.665,151,151.459,163,40.5037,2.6785,0.9183,0.68,139,0.4958,0.6936,0.4956,0,0.5589,0.3777,0.33,0.8813,0.7333,0.0003,0.3502
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,4003,4003,3980,3891.4286,3893,3805,3774,3774,0.0288,0,24.795,25.1837,0.0136,0,0.0202,26.2126,25.3925,0.5864,27.3746,4,0.3609,0.0073,0.0031,0.0114,0.0152,29.0817,0.0069,0.0069,0.0068,1917,1908,0.0034,4,0.0016,3.3777,0.3257,450,439,107,97.5,0.0545,97.5881,4,24.795,0.7325,98,97.6287,107,29.0817,2.731,1,0.6884,88,0.5093,0.7293,0.4948,0,0.5812,0.4051,0.418,0.9521,1,0.0005,0.3948
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,4050,4050,4036,3908.7143,3875,3845,3743,3743,0.0336,0,24.3399,24.8321,0.0136,0,0.0259,26.7516,25.5448,0.5683,29.6933,4,0.367,0.01,0.0058,0.0114,0.0168,30.9341,0.0069,0.0069,0.0068,1917,1907,0.0033,4,0.0031,3.336,0.3271,450,439,107,98,0.0886,97.8403,4,24.3399,0.7157,98,97.7286,107,30.9341,2.6943,1,0.642,88,0.4873,0.6957,0.4777,0,0.5831,0.4014,0.3099,0.9558,1,0,0.3999
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,11,22,9,6.7813,6,4,2,3,0.0008,0.6616,49.9091,63.5,0.0003,0.0901,0.5175,81.0534,79.8333,0.2656,92,5.375,0.1271,0.0002,0,0.0002,0.0004,111.7143,0.0001,0.0001,0.0001,105000,104349,0.0001,6,0,3.3681,0.2386,25000,24381,5354,5339,0.2973,5328.33,5,33.8,0.7152,5319,5315.33,5319,161.25,2.7217,1,0.6617,5260,0.4959,0.7075,0.492,0,0.5674,0.3935,0.8468,0.8153,1,0,0.3859
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,34,43,29,25.181,24,21,15,18,0.0148,0,55.7391,60.0417,0.0117,0,0.24,65.762,66.2632,0.5764,71.12,3,0.2863,0.0011,0.0085,0.0033,0.0045,76.0588,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.0023,3.0321,0.4711,1500,1500,304,286.5,0.1222,284.396,3,51.4643,0.8335,289,287.095,307,93.2,3.6854,0.5809,0.6547,268,0.3755,0.3358,0.1885,0.2,0.2441,0.1696,0.0139,0.9644,0.3535,0.0002,0.1554
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,4362,4362,4336,4224.1429,4192,4163,4132,4132,0.0466,0.1425,26.915,27.3432,0.0452,0.0595,0.0194,28.0695,28.1858,0.7065,28.6993,2.9677,1.0878,0.0124,0.0421,0.04,0.0496,29.7435,0.04,0.04,0.04,2662,2662,0.0072,3,0.0316,2.9309,0.5522,125,125,30,25,0.0319,24.8983,2,26.915,0.8193,25,24.8409,30,29.7435,3.5032,0.5336,0.5559,20,0.3722,0.3252,0.1803,0.2,0.2409,0.1697,0.0054,1.548,0.3028,0.003,0.148
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,4504,4504,4483,4394.5714,4358,4335,4321,4321,0.0463,0.3425,18.5133,18.5709,0.0463,0.1473,0.0155,19.0161,19.1001,0.7174,19.2159,2.1081,1.3218,0.0182,0.0451,0.0667,0.0808,19.7982,0.0667,0.0667,0.0667,1597,1597,0.0119,3,0.0551,2.7542,0.5869,75,75,19,15,0.0215,15.1587,2,18.5133,0.8352,15,15.197,19,19.7982,3.3805,0.4462,0.5662,12,0.3788,0.3267,0.1791,0.2,0.239,0.1701,0.0048,1.7352,0.25,0.0063,0.1548
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,240,921,214,223.9286,199,178,142,158,0.0117,0,46.4354,47.0904,0.0117,0,0.6263,48.6555,48.0049,0.7144,49.8137,2,1.2054,0.0025,0.0117,0.028,0.0317,51.1828,0.028,0.028,0.028,21250,21250,0.0017,2,0.0248,2.1427,0.6217,250,250,48,41,0.0582,41,2,44.3925,0.9985,41,41.5316,48,60.0109,4.3206,0.2801,0.3915,35,0.3118,0.144,0.0607,0.1429,0.0954,0.0676,0.0003,1.5412,0.1524,0.0008,0.0564
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,10,16,8,6.3725,6,4,1,3,0.0008,0.6698,47.7143,55.3333,0.0003,0.0906,0.4508,74.6257,72.875,0.2793,89.2,5.3924,0.1453,0.0002,0,0.0003,0.0004,103.4,0.0001,0.0001,0.0001,105000,104285,0.0001,6,0,3.3555,0.2235,24999,24383,5336,5300.5,0.2866,5314.5,5,39.6667,0.7157,5247,5268,5247,132.3333,2.7213,1,0.6622,5280,0.4966,0.7019,0.4945,0,0.5676,0.3908,0.7596,0.661,1,0,0.3835
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,86,124,68,64.4494,60,54,45,49,0.0251,0,45.5441,47.25,0.0207,0,0.2475,50.5573,50.9516,0.5935,52.7209,3,0.3979,0.0021,0.0159,0.0067,0.0086,55.8182,0.0067,0.0067,0.0067,15000,15000,0.0012,3,0.0048,2.9831,0.485,750,750,155,143,0.0799,142.95,3,41.1167,0.8326,143,143.194,156,59.7333,3.6514,0.5777,0.6421,130,0.3755,0.3314,0.1873,0.2,0.2369,0.1664,0.0127,1.0949,0.3333,0.0003,0.148
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,4475,4475,4472,4413.6,4406,4377,4338,4338,0.0111,0,28.0547,28.4063,0.0111,0,0.0121,28.4903,28.4205,0.7556,28.69,2,1.7599,0.0069,0.0111,0.0875,0.0931,28.88,0.0875,0.0875,0.0875,7120,7120,0.0054,2,0.0808,2.1127,0.6706,80,80,17,14,0.0098,13.835,2,28.0547,1.0001,14,13.7451,17,28.88,3.7775,0.1959,0.3548,10,0.3114,0.1406,0.0617,0.1429,0.1077,0.0672,0.0001,1.9544,0.1018,0.0031,0.0541
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,4577,4577,4480,4454.4,4445,4410,4360,4360,0.0111,0,25.0936,25.5571,0.0111,0,0.0164,25.6623,25.8168,0.7675,25.8362,2,1.8019,0.0091,0.0111,0.1,0.1071,26.0076,0.1,0.1,0.1,6230,6230,0.0063,2,0.0912,2.0075,0.6786,70,70,15,12,0.0124,12.0252,2,25.0936,0.9933,12,12.1619,15,26.0076,3.8251,0.2403,0.3653,9,0.3092,0.1183,0.0628,0.1429,0.0897,0.0625,0.0002,2.0613,0.1276,0.003,0.0511
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,84,127,69,65.2614,62,55,44,49,0.0258,0,46.3077,48.28,0.0207,0,0.2504,51.0479,51.0213,0.5894,54.1982,3,0.4171,0.0021,0.0155,0.0067,0.0087,55.8542,0.0067,0.0067,0.0067,15000,15000,0.0012,3,0.0045,3.0219,0.4836,750,750,156,144,0.0719,143.345,3,43.8261,0.8289,144,143.701,156,60.1032,3.6546,0.5766,0.6464,130,0.3744,0.3278,0.1857,0.2,0.2428,0.1734,0.0149,1.0988,0.3333,0.0005,0.1586
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,66,103,54,47.7909,44,38,26,33,0.0034,0,36.4615,38.925,0.0013,0,0.3251,42.0619,41.7018,0.3548,44.9429,5,0.098,0.0009,0.0002,0.0012,0.0016,48.0588,0.0006,0.0006,0.0006,21000,20886,0.0003,5,0.0001,3.363,0.2484,5000,4874,1102,1064,0.1036,1064,5,33.5333,0.711,1061,1062.74,1085,52.7363,2.7088,1,0.65,1023,0.4946,0.7071,0.4916,0,0.5723,0.396,0.5417,0.6072,1,0,0.3852
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,41,71,35,32.011,31,27,18,24,0.0178,0,53.8095,57.3824,0.0137,0,0.256,62.5204,61.2308,0.5794,67.8571,3,0.3021,0.0015,0.0092,0.004,0.0054,72.5574,0.004,0.004,0.004,25000,25000,0.0007,3,0.0024,3.0354,0.47,1250,1250,253,239,0.1105,239.385,3,50.3939,0.8259,240,238.557,256,76.9545,3.6995,0.6495,0.6817,225,0.3731,0.3356,0.1856,0.2,0.2498,0.1711,0.0232,1.034,0.3895,0.0003,0.1542
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,313,794,245,239.3929,198,187,151,173,0.0117,0,46.3158,48.1209,0.0117,0,0.5141,49.6914,49.4682,0.7165,50.7773,2,1.197,0.0027,0.0117,0.028,0.031,53.3141,0.028,0.028,0.028,21250,21250,0.0017,2,0.0244,2.1271,0.6215,250,250,49,41,0.0571,41.3307,2,45.7053,1.0027,41,41.4695,49,58.9761,4.4204,0.2744,0.4402,34,0.3119,0.1347,0.0618,0.1429,0.0954,0.0677,0.0003,1.5386,0.1444,0.001,0.0577
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,4052,4052,4021,3925.5714,3920,3842,3827,3827,0.0279,0,23.7679,25.0392,0.0139,0,0.021,26.4906,25.4252,0.5746,29.5908,4,0.3625,0.0089,0.0053,0.0115,0.0153,30.0567,0.007,0.007,0.0069,1917,1901,0.0034,4,0.0026,3.3103,0.327,450,434,106,96,0.0837,96.2443,4,23.7679,0.7768,96,96.0299,105,30.0567,2.7174,1,0.65,87,0.5029,0.7136,0.4803,0,0.5676,0.4006,0.3206,0.9572,1,0,0.3984
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,4391,4391,4239,4103.1429,4037,3994,3988,3988,0.0456,0,33.5832,34.5153,0.0425,0,0.0346,35.9378,35.031,0.6748,37.7006,3,0.9292,0.008,0.0392,0.0286,0.0365,39.0749,0.0286,0.0286,0.0286,3727,3727,0.0051,3,0.0217,2.9649,0.5324,175,175,41,35,0.0508,34.8097,3,33.5832,0.8349,35,34.7645,41,39.0749,3.6706,0.4579,0.7168,29,0.3761,0.3393,0.1792,0.2,0.248,0.1774,0.0091,1.4357,0.25,0.0024,0.169
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,4430,4430,4316,4283.1429,4258,4239,4222,4222,0.0465,0.6433,22.7919,22.8011,0.0459,0.1787,0.0153,23.5531,23.3401,0.7245,23.8163,2.6566,1.1989,0.015,0.0437,0.05,0.0596,25.2968,0.05,0.05,0.05,2130,2130,0.0093,3,0.039,2.7837,0.568,100,100,25,20,0.0342,20.0454,2,22.7919,0.8068,20,20.0789,24,25.2968,3.4117,0.5416,0.6178,16,0.366,0.2978,0.1864,0.2,0.2037,0.147,0.006,1.6039,0.2955,0.0023,0.1341
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,4619,4619,4502,4503.4,4493,4485,4418,4418,0.011,0,22.2968,22.5398,0.011,0,0.0144,22.6427,22.5671,0.7728,22.7132,2,1.9006,0.0101,0.011,0.1167,0.1262,23.0966,0.1167,0.1167,0.1167,5340,5340,0.0074,2,0.1058,1.9044,0.6903,60,60,13,10,0.0116,10.4551,2,22.2968,1.0098,10,10.4062,13,23.0966,3.7534,0.1599,0.4387,8,0.3168,0.1096,0.0633,0.1429,0.079,0.0567,0.0001,2.0809,0.0801,0.0052,0.0511
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,3906,3906,3887,3809.5714,3838,3773,3634,3634,0.0232,0.0245,28.1707,28.8798,0.0111,0.0152,0.0225,30.1399,29.4887,0.537,32.4091,4.0037,0.3204,0.0069,0.0022,0.0074,0.0116,32.6095,0.0056,0.0056,0.0056,2343,2323,0.0027,5,0.0013,3.3012,0.3148,550,538,129,119,0.0533,119.005,4,28.1707,0.6797,119,119.094,129,32.6095,2.7047,1,0.6881,109,0.487,0.7126,0.4804,0,0.5836,0.3911,0.5045,0.9176,1,0,0.3689
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,4258,4258,4237,4099.5714,4045,4038,4032,4032,0.0453,0,33.9285,34.2444,0.0426,0,0.0229,35.4899,35.5456,0.6859,36.8459,3,0.9443,0.008,0.0373,0.0286,0.0346,36.9425,0.0286,0.0286,0.0286,3727,3727,0.0053,3,0.0196,2.9166,0.5333,175,175,41,34,0.0301,34.5415,3,33.9285,0.825,34,34.508,41,36.9425,3.5662,0.5399,0.8392,29,0.3731,0.3289,0.1843,0.2,0.234,0.1701,0.0134,1.4399,0.299,0.0019,0.1679
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,3915,3915,3907,3815.4286,3810,3770,3686,3686,0.0216,0,29.7649,30.5134,0.0102,0,0.0191,32.1957,31.568,0.5186,34.998,4,0.3001,0.0055,0.0039,0.0085,0.0106,36.1614,0.0051,0.0051,0.0051,2556,2544,0.0025,4,0.002,3.2971,0.311,600,588,141,131,0.0699,130.429,4,29.7649,0.6871,130,130.664,142,36.1614,2.6459,1,0.6596,120,0.4988,0.7047,0.491,0,0.5586,0.3939,0.321,0.8982,1,0,0.3925
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,4545,4545,4456,4416.4,4385,4358,4338,4338,0.0111,0,28.2105,28.3487,0.0111,0,0.0171,28.5736,28.372,0.7484,28.6203,2,1.7922,0.0074,0.0111,0.0875,0.0958,29.3166,0.0875,0.0875,0.0875,7120,7120,0.0055,2,0.0781,2.0649,0.6703,80,80,17,14,0.0138,13.6838,2,28.2105,1.004,14,13.7232,17,29.3166,3.8445,0.2041,0.4497,10,0.3129,0.1384,0.0629,0.1429,0.1017,0.0611,0.0002,1.9939,0.1059,0.0032,0.043
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,4522,4522,4512,4433.2,4393,4384,4355,4355,0.0111,0,25.5792,25.6296,0.0111,0,0.0157,25.7436,25.6631,0.7608,25.6641,2,1.7996,0.008,0.0111,0.1,0.1103,26.182,0.1,0.1,0.1,6230,6230,0.0061,2,0.0888,2.096,0.6795,70,70,15,12,0.0086,12.0567,2,25.5792,1.0054,12,12.1403,15,26.182,3.8423,0.2077,0.4172,9,0.3126,0.1337,0.0613,0.1429,0.0911,0.0667,0.0002,2.0518,0.1094,0.0027,0.0591
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,3959,3959,3902,3779.4286,3723,3710,3670,3670,0.0224,0,28.9764,29.9869,0.0101,0,0.0268,32.3752,30.3663,0.5365,36.8109,4,0.2983,0.0055,0.0039,0.0085,0.0122,37.217,0.0051,0.0051,0.0051,2556,2546,0.0025,4,0.002,3.3286,0.3068,600,589,140,130,0.0972,129.622,4,28.9764,0.6753,129,129.178,140,37.217,2.636,1,0.6632,119,0.5012,0.677,0.4933,0,0.5605,0.3874,0.3463,0.8944,1,0,0.3955
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,3765,3765,3714,3648.7143,3695,3563,3435,3435,0.0199,0.1162,33.9806,34.025,0.0088,0.0387,0.0287,36.1473,34.4658,0.5178,38.2725,4.0248,0.2793,0.0064,0.002,0.0073,0.0101,42.4387,0.0044,0.0044,0.0044,2982,2969,0.0022,5,0.001,3.3124,0.3053,700,686,163,151,0.0812,151.452,4,33.9806,0.709,152,151.66,163,42.4387,2.7453,1,0.7012,140,0.4961,0.7181,0.4998,0,0.5851,0.4028,0.5595,0.8796,1,0.0003,0.3945
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,19,33,15,12.217,11,8,4,7,0.0012,0.1217,43.125,50.5714,0.0004,0.0318,0.4284,59.6007,57.625,0.2891,67.6875,5.0263,0.0794,0.0003,0.0001,0.0003,0.0006,78.1429,0.0002,0.0002,0.0002,63000,62563,0.0001,6,0,3.3728,0.2336,15000,14604,3243,3193,0.2276,3200.64,5,34.3846,0.7117,3173,2794.88,3226,105.0909,2.7181,1,0.6594,3162,0.4934,0.7055,0.4934,0,0.5676,0.3915,0.8181,0.7861,1,0,0.3838
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,3964,3964,3960,3916.5714,3918,3870,3862,3862,0.0319,0,21.327,23.1007,0.0153,0,0.0101,23.8191,24.1292,0.6311,25.0661,4,0.3744,0.0094,0.0059,0.0128,0.0159,25.4919,0.0078,0.0078,0.0077,1704,1694,0.0039,4,0.0035,3.3417,0.3315,400,390,95,86,0.0538,86.0802,4,21.327,0.7038,86,86.1355,95,25.4919,2.6658,0.9092,0.6447,77,0.49,0.7095,0.5077,0,0.5619,0.3866,0.3092,0.9562,0.7143,0.0006,0.374
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,24,36,20,18.2727,18,15,9,13,0.0122,0,60.4545,66.4706,0.0091,0,0.2464,73.3461,71.5625,0.5527,78.875,3,0.2254,0.0008,0.0063,0.0025,0.0034,87.8462,0.0025,0.0025,0.0025,40000,40000,0.0005,3,0.0017,3.0618,0.4634,2000,2000,401,381,0.1518,382.2,3,49.2857,0.8348,381,379.756,403,109.1875,3.6921,0.6027,0.6572,362,0.3759,0.3475,0.1861,0.2,0.2555,0.1737,0.0164,0.9712,0.3556,0.0001,0.155
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,4499,4499,4499,4381.25,4451,4295,4280,4280,0.0111,0,30.6324,31.2588,0.0111,0,0.0218,31.3211,31.3308,0.7588,32.0622,2,1.692,0.0066,0.0111,0.0778,0.0871,32.0622,0.0778,0.0778,0.0778,8010,8010,0.005,2,0.072,2.0938,0.6623,90,90,19,15,0.0162,15.3914,2,30.6324,1.0019,15,15.3228,19,32.0622,3.8298,0.1895,0.3243,12,0.3133,0.1454,0.0637,0.1429,0.096,0.0668,0.0001,1.9196,0.0994,0.0032,0.0606
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,4037,4037,4016,3850.5714,3852,3723,3715,3715,0.0232,0,26.8871,27.3653,0.0112,0,0.0318,29.303,27.8994,0.5169,32.593,4,0.3174,0.0069,0.0043,0.0093,0.012,33.0964,0.0057,0.0057,0.0056,2343,2330,0.0028,4,0.0021,3.3499,0.3062,550,536,128,118,0.0817,117.815,4,26.8871,0.7158,118,118.109,129,33.0964,2.7964,1,0.7159,108,0.4886,0.7021,0.4961,0,0.5724,0.4028,0.444,0.9132,1,0.0004,0.4025
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,4582,4582,4476,4441.8,4401,4390,4360,4360,0.0111,0,25.5096,25.6508,0.0111,0,0.018,25.759,25.7323,0.7563,25.872,2,1.8176,0.0091,0.0111,0.1,0.1133,26.0301,0.1,0.1,0.1,6230,6230,0.0065,2,0.091,2.126,0.6802,70,70,15,12,0.007,12.1497,2,25.5096,1.0092,12,12.0776,15,26.0301,3.8423,0.2449,0.413,9,0.3145,0.1473,0.065,0.1429,0.0948,0.0661,0.0002,2.0343,0.1326,0.0043,0.0559
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,3943,3943,3835,3738.5714,3684,3682,3603,3603,0.0196,0.0212,30.6554,32.5426,0.0094,0.014,0.0284,34.1957,33.0278,0.5166,37.7324,4.0031,0.2888,0.0058,0.0036,0.0078,0.0105,38.9903,0.0047,0.0047,0.0047,2769,2758,0.0023,5,0.0018,3.2986,0.3019,650,639,152,141,0.0814,140.519,4,30.6554,0.681,141,140.704,152,38.9903,2.6737,1,0.6902,129,0.4972,0.7053,0.4815,0,0.5612,0.3844,0.3644,0.8879,1,0.0004,0.3726
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,4605,4605,4544,4521.4,4510,4484,4464,4464,0.011,0,22.3918,22.6794,0.011,0,0.011,22.7553,22.6887,0.7737,22.796,2,1.8627,0.0105,0.011,0.1167,0.126,23.2204,0.1167,0.1167,0.1167,5340,5340,0.0077,2,0.1062,2.0866,0.6925,60,60,14,10,0.0118,10.5034,2,22.3918,1.0074,10,10.4927,13,23.2204,3.8546,0.2712,0.3916,8,0.3146,0.1397,0.0657,0.1429,0.0945,0.068,0.0001,2.1107,0.1474,0.0051,0.0654
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3186,3582,2962,1845.9286,1716,922,786,822,0.0165,0.0946,28.4388,29.0426,0.0077,0.0341,0.5536,33.708,33.7156,0.5045,38.1813,4.0191,0.2657,0.0047,0.0029,0.0051,0.0085,40.4099,0.0039,0.0039,0.0038,3408,3393,0.0019,5,0.0015,3.3717,0.2994,800,785,185,174,0.1437,173.654,4,27.5865,0.685,174,174.318,187,40.5682,2.7142,1,0.6576,162,0.4998,0.7176,0.5004,0,0.5721,0.3962,0.3464,0.8646,1,0.0003,0.3851
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,184,313,148,146.3438,137,126,99,113,0.0117,0,48.9403,50.4254,0.0117,0,0.2882,52.079,52.3613,0.7164,53.3431,2,1.0752,0.0023,0.0117,0.0233,0.026,54.2644,0.0233,0.0233,0.0233,25500,25500,0.0015,2,0.0209,2.1202,0.614,300,300,57,49,0.0465,49.3486,2,48.6767,1.006,50,49.5494,57,60.0224,4.4112,0.2733,0.3901,42,0.3137,0.1316,0.0639,0.1429,0.097,0.0658,0.0002,1.5108,0.1464,0.0008,0.058
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,32,58,27,24.7168,24,21,15,19,0.0157,0,54.08,61,0.0117,0,0.2419,66.3107,65.913,0.5897,71.8125,3,0.2808,0.0012,0.0085,0.0033,0.0046,75.3793,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.0023,3.0361,0.4682,1500,1500,304,286,0.1246,285.092,3,47.8125,0.8376,289,288.781,306,89.1111,3.6935,0.6405,0.6419,271,0.3781,0.3355,0.1931,0.2,0.2458,0.1688,0.0122,0.9681,0.381,0.0002,0.1525
