@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC

@DATA
Umbrella_tbm_21.tex.module.000139,1,0.475618,0.52839,2.028369,2.028369,0.669789
Umbrella_tbm_21.tex.module.000149,1,0.474634,0.529452,1.985816,1.985816,0.665083
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.243558,0.758883,2.071161,2.071161,0.67439
Umbrella_tbm_24.tex.module.000066,1,0.471005,0.534794,1.543103,1.543103,0.60678
Umbrella_tbm_24.tex.module.000103,1,0.466482,0.539737,1.522523,1.522523,0.603571
Umbrella_tbm_24.tex.module.000131,1,0.462828,0.543732,1.432432,1.432432,0.588889
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.269215,0.73344,1.855019,1.855019,0.64974
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.269215,0.73344,1.855019,1.855019,0.64974
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.269215,0.73344,1.855019,1.855019,0.64974
Umbrella_tbm_25.tex.module.000003,1,0.501244,0.500622,3.172414,3.172414,0.760331
Umbrella_tbm_25.tex.module.000031,1,0.501244,0.500622,3.131707,3.131707,0.757969
Umbrella_tbm_25.tex.module.000041,1,0.500559,0.501358,3.073892,3.073892,0.754534
Umbrella_tbm_25.tex.module.000084,1,0.490881,0.511756,2.43956,2.43956,0.709265
Umbrella_tbm_25.tex.module.000087,1,0.490881,0.511756,2.43956,2.43956,0.709265
Umbrella_tbm_25.tex.module.000099,1,0.48976,0.512883,2.505618,2.505618,0.714744
Umbrella_tbm_25.tex.module.000106,1,0.493109,0.509517,2.480663,2.480663,0.712698
Umbrella_tbm_25.tex.module.000121,1,0.491967,0.510749,2.497143,2.497143,0.714052
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.275721,0.726052,2.282421,2.282421,0.695347
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.274732,0.727043,2.280347,2.280347,0.695154
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.275721,0.726052,2.282421,2.282421,0.695347
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.275474,0.726299,2.260745,2.260745,0.693322
Umbrella_tbm_26.tex.module.000004,1,0.482412,0.520762,2.153846,2.153846,0.682927
Umbrella_tbm_26.tex.module.000021,1,0.483777,0.519388,2.147059,2.147059,0.682243
Umbrella_tbm_26.tex.module.000041,1,0.475348,0.528445,1.86875,1.86875,0.651416
Umbrella_tbm_26.tex.module.000061,1,0.475938,0.528045,1.78125,1.78125,0.640449
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.293142,0.709621,1.721014,1.721014,0.63249
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.294029,0.708731,1.708633,1.708633,0.63081
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.293142,0.709621,1.721014,1.721014,0.63249
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.293142,0.709621,1.721014,1.721014,0.63249
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.294029,0.708731,1.718412,1.718412,0.632138
Umbrella_tbm_29.tex.module.000009,1,0.49921,0.503636,1.946078,1.946078,0.660566
Umbrella_tbm_29.tex.module.000010,1,0.498717,0.504169,1.935644,1.935644,0.659359
Umbrella_tbm_29.tex.module.000078,1,0.482949,0.521565,1.52795,1.52795,0.604423
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.288925,0.713737,1.668919,1.668919,0.625316
vis.arbiter.E-f4-shuffled,1,0.524408,0.333303,1,1,0.5
vis.coherence^1.E-d4-shuffled,1,0.523227,0.333303,1,1,0.5
vis.elevator^1.E-f2-shuffled,1,0.528612,0.333294,1,1,0.5
vis.emodel.E-f4-shuffled,1,0.530837,0.333295,1,1,0.5
vis.prodcell^01.E-d4-shuffled,1,0.52681,0.333315,1,1,0.5
vis.prodcell^04.E-f4-shuffled,1,0.525342,0.333325,1,1,0.5
vis.prodcell^05.E-f4-shuffled,1,0.524914,0.333325,1,1,0.5
vis.prodcell^08.E-f4-shuffled,1,0.525663,0.333327,1,1,0.5
vis.prodcell^09.E-f2-shuffled,1,0.528683,0.333313,1,1,0.5
vis.prodcell^23.E-f4-shuffled,1,0.525255,0.333327,1,1,0.5
vis.prodcell^24.E-f3-shuffled,1,0.525837,0.333323,1,1,0.5
vonNeumann-ripple-carry-13-c-shuffled,1,0.728408,0.33492,1,1,0.5
vonNeumann-ripple-carry-15-c-shuffled,1,0.728984,0.334724,1,1,0.5
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.488166,0.514338,2.496815,2.496815,0.714026
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.467636,0.5342,2.591743,2.591743,0.721584
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.456435,0.546084,2.407186,2.407186,0.706503
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.475003,0.526622,3.150485,3.150485,0.759064
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.458091,0.544599,2.130682,2.130682,0.680581
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.441227,0.560628,2.52193,2.52193,0.716065
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.448481,0.553165,3.050926,3.050926,0.753143
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.430798,0.571904,2.069892,2.069892,0.674256
x120.0,1,0.627274,0.150196,1.820438,1.820438,0.645445
x120.1,1,0.627075,0.150277,1.818248,1.818248,0.64517
x120.2,1,0.626928,0.150156,1.816393,1.816393,0.644936
x120.3,1,0.627027,0.150009,1.817322,1.817322,0.645053
x120.4,1,0.627285,0.150156,1.820503,1.820503,0.645453
x120.5,1,0.626774,0.15029,1.814801,1.814801,0.644735
x120.6,1,0.626493,0.150116,1.811341,1.811341,0.644298
x120.7,1,0.626786,0.150357,1.815031,1.815031,0.644764
x120.8,1,0.626439,0.150317,1.810998,1.810998,0.644254
x120.9,1,0.627308,0.150183,1.820803,1.820803,0.645491
x240.0,1,0.627068,0.149618,1.818743,1.818743,0.645232
x240.1,1,0.626919,0.149677,1.817109,1.817109,0.645026
x240.2,1,0.627473,0.149544,1.823305,1.823305,0.645805
x240.3,1,0.626885,0.149637,1.816664,1.816664,0.64497
x240.4,1,0.627272,0.149518,1.820955,1.820955,0.64551
x240.5,1,0.627034,0.149578,1.818297,1.818297,0.645176
x240.6,1,0.627118,0.149598,1.819288,1.819288,0.645301
x240.7,1,0.627405,0.149465,1.822408,1.822408,0.645693
x240.8,1,0.627352,0.149611,1.822,1.822,0.645641
x240.9,1,0.627101,0.149604,1.819106,1.819106,0.645278
x30.0,1,0.623457,0.153958,1.772861,1.772861,0.639362
x30.1,1,0.622772,0.154238,1.765487,1.765487,0.6384
x30.2,1,0.625954,0.154126,1.801493,1.801493,0.643047
x30.3,1,0.624319,0.153902,1.782544,1.782544,0.640617
x30.4,1,0.62673,0.154406,1.810811,1.810811,0.644231
x30.5,1,0.62409,0.154294,1.780415,1.780415,0.640342
x30.6,1,0.626277,0.154745,1.806015,1.806015,0.643623
x30.7,1,0.625912,0.15438,1.8006,1.8006,0.642934
x30.8,1,0.62331,0.154914,1.772321,1.772321,0.639291
x30.9,1,0.623593,0.153902,1.774336,1.774336,0.639553
x60.0,1,0.626279,0.151499,1.807777,1.807777,0.643846
x60.1,1,0.625987,0.151472,1.804396,1.804396,0.643417
x60.2,1,0.626774,0.151662,1.813697,1.813697,0.644596
x60.3,1,0.62583,0.15139,1.802487,1.802487,0.643174
x60.4,1,0.625135,0.151744,1.795022,1.795022,0.642221
x60.5,1,0.625337,0.151881,1.797506,1.797506,0.642539
x60.6,1,0.626387,0.151092,1.80848,1.80848,0.643935
x60.7,1,0.626638,0.151499,1.811903,1.811903,0.644369
x60.8,1,0.626101,0.151717,1.806025,1.806025,0.643624
x60.9,1,0.625202,0.151282,1.79519,1.79519,0.642243
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.71134,0.350515,1,1,0.5
