@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC

@DATA
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,0.22582,0.714162,0.212349,0.787651,4.169925,1.233996,2.060571,3.243719
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,0.235704,0.701069,0.217593,0.782407,4.169925,1.241531,2.124067,3.040913
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,0.231371,0.706072,0.218944,0.781056,4.169925,1.253957,2.088741,3.302948
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.275424,4.781178,0.958987
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,0.225586,0.715565,0.210448,0.789552,4.169925,1.240457,2.030129,3.200851
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.362513,0.764205
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,0.053478,0.940308,0.117216,0.882784,4,0.33285,0.346747,2.173706
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,0.225834,0.714713,0.210762,0.789238,4.169925,1.158777,2.024889,3.27484
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.200882,4.705489,0.980293
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.273425,0.650022
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.111481,4.72675,0.971585
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,0.22079,0.723493,0.209821,0.790179,4.169925,1.165243,1.968609,3.309967
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,0.053478,0.940308,0.117216,0.882784,4,0.33285,0.346747,2.173706
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.201331,0.7493,0.196927,0.803073,4.087463,1.165413,1.73067,3.420557
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.162375,4.714295,0.941675
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.312816,4.73858,0.91783
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.22036,0.722404,0.207353,0.792647,4.169925,1.194318,1.992188,3.329838
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.191729,4.711486,0.985564
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.229391,0.707885,0.215926,0.784074,4.169925,1.210338,2.1021,3.253101
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.205078,0.745117,0.201521,0.798479,3.906891,1.020866,1.788471,3.43894
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.230666,0.708091,0.214612,0.785388,4.169925,1.206729,2.064354,3.170169
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.242805,4.834921,0.980293
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.215294,0.729412,0.204348,0.795652,4.169925,1.218134,1.94547,3.256599
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.234317,0.701568,0.217257,0.782743,4.169925,1.254043,2.110224,3.186068
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.29204,0.426229
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.227095,0.713417,0.212349,0.787651,4.087463,1.201606,2.040804,3.254862
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0.758621,0.172414,0.138047,0.861953,2.356927,0.833266,1.327808,1.151512
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0.76087,0.173913,0.130827,0.869173,2.356927,0.828056,1.306171,1.106552
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.087463,1.202783,4.67841,0.941675
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.232664,0.70438,0.21659,0.78341,4.169925,1.271032,2.12846,3.064445
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.25823,4.776143,0.958987
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.222269,0.719328,0.210448,0.789552,4.169925,1.173782,2.019108,3.301227
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.224343,0.717557,0.210448,0.789552,4.169925,1.193144,2.022334,3.258559
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,1,0,1,0,2.584963,0,0,4.74906
normalized-block.xml.mzn_AND_NODATA,1,0.515344,0.237834,0.17933,0.82067,3,1.295684,2.05916,2.29859
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.310689,0.764205
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.229048,0.709961,0.21267,0.78733,4.169925,1.258453,2.082643,3.141605
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.238163,0.69697,0.218944,0.781056,4.169925,1.199474,2.120451,3.075667
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.201433,4.729986,0.941675
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.209251,0.738987,0.198312,0.801688,4.087463,1.119406,1.888201,3.382162
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.218893,0.724927,0.211394,0.788606,4.087463,1.13665,1.927977,3.339878
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.21816,0.727201,0.202586,0.797414,4.169925,1.196203,1.9882,3.30382
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.228384,0.712227,0.212349,0.787651,4.169925,1.170699,2.028453,3.176726
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.21355,0.730586,0.207353,0.792647,4.169925,1.231329,1.873076,3.479283
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.21991,0.723378,0.207353,0.792647,4.169925,1.191145,1.978334,3.365833
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.368087,0.811278
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.284399,4.800817,0.958987
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.230096,0.708661,0.211394,0.788606,4.169925,1.19152,2.074592,3.08432
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.046149,4.667079,0.958987
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.223725,4.658395,0.958987
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.102986,4.630625,0.971585
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.125419,4.645927,0.980293
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.212156,0.735856,0.202586,0.797414,4.169925,1.084248,1.880688,3.337128
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355,0,0,5.720469
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.213221,0.734047,0.201717,0.798283,4.169925,1.214817,1.887566,3.431549
normalized-C2-2-15.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.288936,4.878547,0.941675
normalized-C3-1-30.xml.mzn_AND_NODATA,1,0.77551,0.183673,0.083041,0.916959,2.972295,0.961218,1.907769,0.78285
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.284638,0.721928
normalized-C1-2-21.xml.mzn_AND_NODATA,1,0.76087,0.173913,0.130827,0.869173,2.383773,0.828056,2.045301,1.106552
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.237735,4.7723,0.971585
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,0.942644,4.591303,0.971585
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,0.053478,0.940308,0.117216,0.882784,4,0.33285,0.346747,2.173706
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.998364,0
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.970951,0
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.210884,0.619382
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.221719,0.722748,0.207353,0.792647,4.169925,1.206628,2.000188,3.185463
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.216886,0.72928,0.201141,0.798859,4.169925,1.176223,1.971183,3.238063
normalized-C2-2-16.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.200158,4.746431,0.958987
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999249,0
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.954434,0
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.274024,0.721928
normalized-C2-1-15.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-C2-1-16.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.551676,3.185932
normalized-C4-2-60.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.972295,0.875992,1.007474,0.515071
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,0.925218,4.572137,0.980293
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,5.720469
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999249,0
normalized-C4-1-60.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.972295,0.875992,1.007474,0.515071
normalized-C3-3-30.xml.mzn_AND_NODATA,1,0.77551,0.183673,0.083041,0.916959,2.972295,0.961218,1.907769,0.78285
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0.727273,0.272727,0.04,0.96,1,0,0.845351,1.021119
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.229699,0.708389,0.215926,0.784074,4.169925,1.200423,2.06912,3.233585
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.918296,0
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,0.218599,0.725845,0.20614,0.79386,4.169925,1.166671,2.011076,3.247793
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.991076,0
normalized-C4-1-61.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.981679,0.875992,1.785252,0.515071
normalized-C4-3-61.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.981679,0.875992,1.785252,0.515071
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,0.727273,0.272727,0.04,0.96,1.389975,0,0.845351,1.021119
normalized-C3-3-31.xml.mzn_AND_NODATA,1,0.77551,0.183673,0.083041,0.916959,2.972295,0.961218,1.907769,0.78285
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.954434,0
normalized-C2-3-15.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.918296,0
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,0.72,0.28,0.030769,0.969231,1.389975,0,0.855451,0.938925
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,0.709677,0.290323,0.019802,0.980198,1.389975,0,0.869138,0.81082
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,0.236007,0.698694,0.217929,0.782071,4.169925,1.245853,2.144376,3.05219
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.212613,0.650022
normalized-C3-2-30.xml.mzn_AND_NODATA,1,0.776316,0.184211,0.080372,0.919628,2.972295,0.954894,1.899048,0.763206
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.985228,0
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.374693,0.811278
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.970951,0
normalized-C4-2-61.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.981679,0.875992,1.785252,0.515071
normalized-chnl-10-11.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.998364,0
normalized-chnl35-36-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999857,0
normalized-bqwh-18-141-87_ext.xml.mzn_AND_NODATA,1,0.21409,0.731507,0.204942,0.795058,4.169925,1.2027,1.936138,3.229473
normalized-chnl20-21-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999571,0
normalized-chnl-20-21.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999571,0
normalized-cc-9-9-2.xml.mzn_AND_NODATA,1,0.714286,0.285714,0.02439,0.97561,1,0,0.863121,0.869747
normalized-bqwh-18-141-84_ext.xml.mzn_AND_NODATA,1,0.224714,0.716039,0.209821,0.790179,4.169925,1.254317,2.016064,3.199443
normalized-cc-9-9-3.xml.mzn_AND_NODATA,1,0.714286,0.285714,0.02439,0.97561,1.389975,0,0.863121,0.869747
normalized-chnl-30-31.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999806,0
normalized-chnl-35-40.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.996792,0
normalized-chnl35-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.996792,0
normalized-C3-2-31.xml.mzn_AND_NODATA,1,0.776316,0.184211,0.080372,0.919628,2.972295,0.954894,1.899048,0.763206
normalized-chnl30-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.985228,0
normalized-chnl35-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.988699,0
normalized-bibd-21-28-8-6-2_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.273091,0.439497
normalized-chnl40-41-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.99989,0
normalized-bqwh-18-141-92_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.169925,1.128762,4.741873,0.971585
normalized-C1-3-21.xml.mzn_AND_NODATA,1,0.758621,0.172414,0.138047,0.861953,2.383773,0.833266,2.06344,1.151512
normalized-bqwh-18-141-9_ext.xml.mzn_AND_NODATA,1,0.220551,0.722222,0.210762,0.789238,4.169925,1.194426,2.016282,3.369336
normalized-circ-6-3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.754292,2.272361
normalized-bf-1355-638.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.095769,3.478064
normalized-chnl40-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.997503,0
normalized-chnl15-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.985228,0
normalized-bqwh-18-141-92_ext.xml.mzn_AND_NODATA,1,0.216839,0.727562,0.20524,0.79476,4.169925,1.196098,1.975505,3.333386
normalized-costasArray-18.xml.mzn_AND_NODATA,1,0.476341,0,1,0,5.129283,0.998787,1.467186,3.956903
normalized-costasArray-19.xml.mzn_AND_NODATA,1,0.477401,0,1,0,5.209453,0.050318,1.451169,4.030806
normalized-costasArray-20.xml.mzn_AND_NODATA,1,0.478372,0,1,0,5.285402,0.046094,1.436354,4.10114
normalized-chnl-35-36.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999857,0
normalized-chnl-35-45.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.988699,0
normalized-composed-25-10-20-8_ext.xml.mzn_AND_NODATA,1,0.157012,0.799041,0.117845,0.882155,3.321928,0.876121,0.876121,3.993435
normalized-chnl20-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.991076,0
normalized-chnl-10-15.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.970951,0
normalized-chnl-15-20.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.985228,0
normalized-bibd-10-120-36-3-8_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.229506,0.684038
normalized-chnl-50-51.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999929,0
normalized-composed-25-10-20-1_ext.xml.mzn_AND_NODATA,1,0.1538,0.802085,0.120413,0.879587,3.321928,0.869226,0.869226,4.084894
normalized-david-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.147392
normalized-4-fullins-5-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355,0,0,4.74906
normalized-bibd-25-25-9-9-3_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.262937,0.391244
normalized-chnl50-55-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.998364,0
normalized-composed-25-10-20-9_ext.xml.mzn_AND_NODATA,1,0.154478,0.801443,0.119863,0.880137,3.321928,0.870691,0.870691,4.022996
normalized-BlackHole-4-4-e-1_ext.xml.mzn_AND_NODATA,1,0.053478,0.940308,0.117216,0.882784,4,0.33285,0.346747,2.173706
normalized-dubois-22_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.329846
normalized-chnl30-31-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999806,0
normalized-chnl20-30-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.970951,0
normalized-dubois-21_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.341154
normalized-color.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,4.734002
normalized-dubois-28_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.276195
normalized-costasArray-16.xml.mzn_AND_NODATA,1,0.473896,0,1,0,4.954196,0.998592,1.503515,3.796792
normalized-chnl-50-60.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.99403,0
normalized-dubois-29_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.269055
normalized-dubois-50_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.177389
normalized-chnl50-51-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.999929,0
normalized-e0ddr1-10-by-5-3.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.83289,1.178052,4.148091,0.566091
normalized-composed-25-10-20-6_ext.xml.mzn_AND_NODATA,1,0.161367,0.794913,0.114504,0.885496,3.321928,0.885293,0.885293,3.891057
normalized-e0ddr1-10-by-5-4.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.857981,1.178052,4.395761,0.566091
normalized-dubois-20_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.353359
normalized-chnl-40-41.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.99989,0
normalized-dubois-26_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.291818
normalized-costasArray-17.xml.mzn_AND_NODATA,1,0.475177,0,1,0,5.044394,0.998693,1.484569,3.879049
normalized-circ-8-3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,3.118566,2.034949
normalized-dubois-24_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.309543
normalized-C2-3-16.xml.mzn_AND_NODATA,1,0.772727,0.181818,0.092229,0.907771,2.743021,1.55575,1.936852,0.849058
normalized-chnl30-35-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.995727,0
normalized-bqwh-18-141-58_ext.xml.mzn_AND_NODATA,1,0.218546,0.72549,0.20858,0.79142,4.169925,1.229483,1.959064,3.376491
normalized-e0ddr1-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.882643,1.178052,3.976958,0.566091
normalized-data-6-3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.754292,2.272361
normalized-e0ddr2-10-by-5-4.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.087463,1.178052,4.375027,0.566091
normalized-dubois-27_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.283769
normalized-dubois-30_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.262311
normalized-e0ddr2-10-by-5-5.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.108524,1.178052,4.649295,0.566091
normalized-e0ddr2-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.988685,1.178052,4.172604,0.566091
normalized-chnl-40-45.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.997503,0
normalized-e0ddr1-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.918863,1.178052,4.377535,0.566091
normalized-e0ddr1-10-by-5-10.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.894818,1.178052,4.094162,0.566091
normalized-david-9.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925,0,0,4.147392
normalized-e0ddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7,1.178052,4.386288,0.566091
normalized-dsjc-125-1-5-ext.xml.mzn_AND_NODATA,1,0.14518,0.85482,0.166667,0.833333,1.660964,0.597646,0.597646,3.675094
normalized-dubois-23_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.319337
normalized-e0ddr1-10-by-5-5.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.906891,1.178052,4.113881,0.566091
normalized-bibd-9-60-20-3-5_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.316391,0.721928
normalized-e0ddr2-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.044394,1.178052,4.623409,0.566091
normalized-dubois-25_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.300391
normalized-cc-10-10-2.xml.mzn_AND_NODATA,1,0.709677,0.290323,0.019802,0.980198,1,0,0.869138,0.81082
normalized-chnl-40-50.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.991076,0
normalized-bqwh-18-141-36_ext.xml.mzn_AND_NODATA,1,0.219651,0.725132,0.206745,0.793255,4.169925,1.222772,1.925255,3.336702
normalized-bqwh-18-141-2_glb.xml.mzn_AND_NODATA,1,0,0,1,0,4.087463,1.239916,4.677465,0.971585
normalized-C3-1-31.xml.mzn_AND_NODATA,1,0.77551,0.183673,0.083041,0.916959,2.972295,0.961218,1.907769,0.78285
normalized-enddr2-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.118941,1.178052,4.640472,0.566091
normalized-ewddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.228819,1.178052,4.623409,0.566091
normalized-ewddr2-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.303781,1.178052,4.636989,0.566091
normalized-chnl-50-55.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.998364,0
normalized-enddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.118941,1.178052,4.436772,0.566091
normalized-enddr1-10-by-5-10.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.965784,1.178052,4.350375,0.566091
normalized-costasArray-15.xml.mzn_AND_NODATA,1,0.472477,0,1,0,4.857981,0.998482,1.524263,3.709594
normalized-ewddr2-10-by-5-9.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.219169,1.178052,4.820305,0.566091
normalized-david-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,4.147392
normalized-elf-rf7.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.197615,2.745589
normalized-C4-3-60.xml.mzn_AND_NODATA,1,0.785714,0.190476,0.048921,0.951079,2.972295,0.875992,1.007474,0.515071
normalized-e0ddr2-10-by-5-9.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.055282,1.178052,4.609017,0.566091
normalized-bibd-13-78-18-3-3_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.206168,0.591673
normalized-chnl-30-35.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.995727,0
normalized-f1000.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.702467,3.536069
normalized-elf-rf7-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.199746,2.676544
normalized-e0ddr1-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,6.84549,1.178052,4.613312,0.566091
normalized-e0ddr2-10-by-5-3.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.055282,1.178052,3.81641,0.566091
normalized-C5-1-90.xml.mzn_AND_NODATA,1,0.790323,0.193548,0.033288,0.966712,3.203118,0.832996,1.718801,0.376819
normalized-e0ddr2-10-by-5-7.xml.mzn_AND_NODATA,1,0.685315,0.314685,0.1,0.9,7.055282,1.178052,3.988171,0.566091
normalized-dubois-100_ext.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0.102158
normalized-data-8-3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,3.118566,2.034949
normalized-bibd-19-19-9-9-4_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.329187,0.468996
normalized-C5-2-90.xml.mzn_AND_NODATA,1,0.790323,0.193548,0.033288,0.966712,3.203118,0.832996,1.718801,0.376819
normalized-f600.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.702467,3.670368
