@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC

@DATA
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.6918,0.6918,0.6918,0.6919,0.6918,0.3938,0.0012,0.0058,0.9997,?,0.9997,?,0.2847,?,0.6983,0.0016,0.5905,0.6732,0.6744,0,0.535,0,0.5277,?,0.5905,0.9287,0.5956,0.5472,0,0.6918,0,0.077
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9837,0.9946,0.992,0.9616,0.9619,0.9614,0.3269,0.0563,0.9979,?,0.9614,?,1.6665,?,0.9998,0.0997,1.7974,0.1767,0.6433,0.0731,0.9941,0.5,0.4269,?,1.7236,0.3172,0.7923,0.4991,0,0.9484,0.0575,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0096,0.152,0.0564,0.0495,0.0005,0.0925,0.0554,0.1779,0.3915,0.004,0.2896,0.021,1.3606,0.036,0.4255,1.5776,2.5435,1.2058,1.7006,0.1366,0.25,0.1441,0.0291,0.1812,2.1308,0.7712,0.4078,0.7612,0.6472,0,0.1107,0.3491
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8308,0.9557,0.9521,0.6301,0.2507,0.8949,0.2933,0.1503,0.9609,0,0.901,0.0001,3.0324,0.0033,1,0.5744,2.7026,0.4712,1.0792,0.3055,1,0.5,0.3876,0.009,2.7226,0.6174,0.4914,0.9713,0.8943,0.0472,0.0696,0.3775
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9329,0.9824,0.9568,0.8884,0.8855,0.9587,0.2542,0.0718,0.9645,?,0.9587,?,1.7881,?,0.999,0.1715,1.795,0.2598,0.8591,0.0013,0.9091,0.1855,0.3249,?,1.7626,0.8009,0.6731,0.6835,0.6816,0.7939,0,0.5982
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.8713,0.9548,0.9109,0.8527,0.8235,0.07,0.225,0.0273,0.1357,?,0.9462,?,1.2164,?,0.9995,0.1374,1.5965,2.2997,0.456,0.0398,0.996,0.2779,0.3671,?,1.4857,0.6072,0.9051,0.3021,0.6592,0.7719,0.0032,0
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.9426,0.9916,0.9766,0.8881,0.844,0.0489,0.2174,0.0187,0.0947,?,0.9517,?,1.2897,?,1,0.1607,1.6859,2.3583,0.3488,0.2738,0.9977,0.5,0.375,?,1.682,0.5773,0.934,0.2473,0.5489,0.7502,0.1747,0
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.9987,1,1,0.913,0.9748,0.6355,0.2698,0.0364,0.9588,?,0.9568,?,4.1237,?,1,0.2158,4.3557,0.9333,1.2843,0.2409,1,0.5,0.4832,?,4.2319,0.6132,0.5833,0.6954,0,0.5,0.0232,0
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.9237,0.9776,0.9676,0.8294,0.7438,0.8604,0.217,0.0764,0.9472,0.0002,0.8678,0.0028,2.5679,0.0412,0.9941,0.2588,2.4504,0.5405,0.5852,0.1944,0.8857,0.2848,0.5945,0.0058,2.2116,0.851,0.9124,0.2487,2.1573,0.5067,0.0611,0.2807
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.4774,0.6196,0.5864,0.442,0.3146,0.2076,0.1257,0.1523,0.5821,?,0.4732,?,2.9173,?,1,0.4023,3.1164,1.5573,1.7515,0.112,1,1,0.1345,?,2.6354,0.1338,0.5069,0.7219,1.091,0.1911,0.0786,1.0004
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.9967,1,1,0.8623,0.8727,0.8385,0.2722,0.0302,0.9559,?,0.955,?,4.2533,?,1,0.2871,4.8616,0.7001,1.0469,0.3483,0.9716,0.5,0.4721,?,4.7172,0.6713,0.7597,0.5083,0,0.4553,0.0811,0
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.1435,0.4741,0.3326,0.2064,0.0489,0.1594,0.0757,0.1979,0.6767,?,0.5668,?,1.9089,?,0.9425,0.9054,2.7394,1.0487,1.2407,0.1125,0.6842,0.275,0.0605,?,2.2667,0.3273,0.3613,0.6408,1.1547,0.0051,0.0573,1.5494
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8792,0.9482,0.9363,0.6305,0.1619,0.9544,0.3145,0.1248,0.9642,0,0.9546,0,2.5393,0.0017,0.9927,0.6027,2.5695,0.2774,0.9367,0.2914,0.9684,0.4454,0.4272,0.0051,2.3447,0.4856,0.4368,1.1142,1.5661,0.036,0.0683,0.6021
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.337,0.7264,0.5433,0.3631,0.1583,0.2993,0.1211,0.2009,0.6497,0,0.5144,0.0003,2.9811,0.0022,1,0.6907,3.1383,1.414,1.5753,0.1526,0.6667,0.3296,0.1334,0.0241,2.4561,0.1908,0.4925,0.827,1.0091,0.0365,0.0849,1.3233
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.8382,0.9897,0.964,0.6814,0.3999,0.7799,0.3374,0.0171,0.8155,?,0.8591,?,4.2176,?,1,0.4807,5.7083,1.2367,1.1718,0.422,0.985,0.5,0.3921,?,4.5246,0.7074,0.1581,1.9768,1.0595,0.1466,0.2866,0.9208
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.2003,0.696,0.4472,0.28,0.0613,0.1886,0.1627,0.1841,0.8371,?,0.5027,?,2.545,?,1,0.9138,2.9395,1.1128,1.3731,0.3033,0.8864,0.4274,0.1634,?,2.788,0.2378,0.477,0.7216,0.9557,0.0128,0.2038,0.9157
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0022,0.0906,0.0362,0.0233,0.0001,0.0219,0.018,0.0819,0.1617,?,0.1288,?,0.9854,?,0.1877,1.6361,2.8721,1.6398,2.1853,0.1393,0.1,0.1504,0.0096,?,2.4354,0.3962,0.3534,0.7268,0.6583,0,0.1306,0.3831
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.915,0.9428,0.9362,0.6662,0.2846,0.9701,0.1617,0.157,0.9791,0,0.9666,0.0003,2.4951,0.0043,1,0.5398,2.5028,0.2193,0.8474,0.249,1,0.5198,0.185,0.0054,2.3388,0.6979,0.3827,1.2592,0.7789,0.0679,0.218,0.131
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0.8109,0.9733,0.8885,0.6752,0.4076,0.5233,0.1483,0.1457,0.871,0,0.6964,0,2.9439,0.0002,1,0.4357,3.0074,1.0951,1.4197,0.0372,0.8333,0.0946,0.2152,0.0131,2.7334,0.5352,0.4062,0.9063,0,0.2015,0.0209,0
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2633,0.5103,0.4871,0.2888,0.1335,0.2608,0.1798,0.2143,0.8199,?,0.5142,?,2.3703,?,0.8689,0.6909,2.2062,1.2467,1.4165,0.134,0.7333,0.447,0.1649,?,1.8689,0.7499,0.4424,0.7707,0.7632,0.0137,0.0965,0.8154
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.962,0.9988,0.9838,0.9132,0.8777,0.0236,0.2282,0.0091,0.0449,?,0.9749,?,1.1107,?,1,0.1332,1.6086,2.2041,0.2057,0.2302,0.9989,0.5,0.3733,?,1.6171,0.4259,0.9664,0.1733,0,0.7827,0.1381,0
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.8535,0.9256,0.9016,0.7551,0.7552,0.6614,0.1523,0.2408,0.9401,0.0001,0.894,0.0004,2.3542,0.0037,0.9727,0.3368,2.4609,0.9809,1.132,0.0557,0.7778,0.1729,0.182,0.0184,1.876,0.6118,0.1899,1.5489,0.7124,0.256,0.0424,0.557
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.6643,0.8644,0.7606,0.6102,0.5468,0.1291,0.1566,0.1264,0.4442,?,0.4753,?,2.7419,?,1,0.3885,2.9248,1.6713,1.8279,0.1514,0.9385,0.4531,0.1818,?,2.4862,0.0861,0.3733,0.7139,0.9114,0.1822,0.1188,1.2695
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1137,0.5788,0.2715,0.1929,0.0367,0.1305,0.0986,0.1746,0.5653,0.0007,0.5369,0.0062,1.9873,0.0676,0.886,1.0953,2.8519,1.1176,1.3002,0.1322,0.4,0.2659,0.0696,0.006,2.4489,0.5953,0.3854,0.5859,0.7815,0.0077,0.0963,0.2709
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.9695,0.9956,0.9854,0.9219,0.8936,0.0168,0.2308,0.0064,0.0336,?,0.9583,?,0.9299,?,1,0.1248,1.4772,2.2298,0.1628,0.2083,0.9991,0.5,0.3625,?,1.4187,0.3213,0.975,0.1487,0,0.8059,0.1213,0
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.4867,0.7014,0.5854,0.4882,0.3692,0.2298,0.0831,0.1552,0.6932,0.0001,0.4618,0.0009,2.6157,0.0069,0.9545,0.3228,2.5005,1.0591,1.5058,0.0472,0.6667,0.3037,0.1149,0.0961,2.4584,0.0681,0.4632,0.7425,1.019,0.2694,0.0343,0.5621
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9765,0.9998,0.9982,0.7613,0.4989,0.9842,0.3198,0.0404,0.9853,?,0.9842,?,3.1007,?,1,0.4669,3.7374,0.1231,0.8012,0.4921,1,0.5,0.5517,?,3.5187,0.6594,0.5178,0.9598,1.6094,0.0662,0.256,0
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.6556,0.8747,0.77,0.6065,0.5301,0.1277,0.1536,0.1255,0.4591,?,0.4827,?,2.8031,?,1,0.4071,2.9467,1.6816,1.8339,0.1515,0.9416,0.4512,0.1888,?,2.5478,0.1168,0.3682,0.7214,0.9312,0.1502,0.1189,0.2117
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.8227,0.8945,0.8689,0.8426,0.8195,0.1682,0.2267,0.0667,0.2892,?,0.9342,?,1.267,?,0.9783,0.0527,1.7534,1.9286,0.8265,0.0382,0.9723,0.1197,0.3727,?,1.524,0.6691,0.7744,0.4974,0.8611,0.8183,0.0056,0.4883
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0027,0.0909,0.0373,0.0247,0.0001,0.0148,0.0186,0.0799,0.1652,?,0.1217,?,1.0256,?,0.2012,1.5796,2.8258,1.6193,2.1749,0.1394,0.1017,0.1508,0.0102,?,2.4165,0.268,0.3535,0.7225,0.8821,0,0.1309,0.3206
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.7644,0.8866,0.8447,0.5835,0.2751,0.585,0.1638,0.1733,0.8731,0,0.732,0,2.8426,0.0001,0.9626,0.5482,2.569,1.0373,1.3791,0.0292,0.8182,0.1345,0.2625,0.0265,2.3141,0.7234,0.3881,0.9831,0.2868,0.0713,0.022,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.3059,0.6351,0.5232,0.3403,0.1195,0.2605,0.1515,0.2003,0.7861,?,0.579,?,2.1336,?,0.9997,0.6729,2.5911,1.3418,1.4861,0.1218,0.9365,0.4996,0.1091,?,2.2405,0.3357,0.487,0.7358,0.8193,0.0444,0.0652,1.0316
