@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC

@DATA
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0,0.0646,0.4881,0.4074,0.3487,0.4123,0.5548,0.6785,0.2068,0.0258,3.8317,14.0146,4.0379,17.0213,0.2524,1.5292,0.0286,0.6752,22.5018,22.1514,23.0673,0.0016,22.9459,1.9582,10373,22.9149,12647,0.8077,23.0673,21.5996,21.5996,0.0371
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.9495,0.709,0.9339,2.1263,0.9484,0.0015,0.9603,0.9495,0.9337,0.0026,0,29.8486,9.2063,12.5333,0.0263,14.6545,0.05,0.9351,234.6801,234.6801,234.6801,0.9309,234.6801,9.5495,30420,234.6801,30460,0.9351,234.6801,234.6801,234.6801,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.9399,0.8098,1.5532,0.7653,0.0181,0.9017,0.9399,0.8013,0.0043,2.7829,169.014,30.4136,17.5804,0.0455,0.1849,0.0391,0.8199,55.1455,43.6212,81.4596,0.7749,67.2605,36.1765,82815,47.9911,84314,0.8195,94.8983,43.1132,42.2826,0.9061
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.9856,0.8857,2.3114,0.932,0.0803,0.9722,0.9856,0.8228,0.002,3.3315,39.7419,73.4583,112.958,0.0232,3.7035,0.0475,0.9044,88.155,85.9891,98.1429,0.4801,91.5556,76.508,331857,87.3899,333838,0.9263,98.3659,78.5444,76.4914,0.7004
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,0.4889,0,0,0.591,0,0.8498,1,0,0.0111,0,14.1429,1.1498,21.0262,0,0.2439,0.0111,0,31.0709,30.1271,32.8765,0,31.3787,0.4358,1080,31.2189,1080,0,32.8765,29.7531,29.7531,0.0311
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.9765,0.8908,2.0942,0.9091,0.0194,0.9555,0.9765,0.8773,0.0031,3.2677,23.61,55.2371,595.746,0.0289,8.1348,0.0596,0.9012,77.9059,66.0111,120.0189,0.8246,69.098,60.385,149360,69.0366,150604,0.9032,120.0189,65.3649,65.3649,1.4376
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0,0.4759,0.0031,0,0.7928,1.7165,0.9609,1,0.0014,0.0271,0.2327,1.1181,0.7042,2.7557,0,0.5571,0.0186,0.0298,22.3639,21.2003,25.1844,0.0001,23.0523,0.4197,332,22.9613,332,0.011,25.1844,20.7867,19.7898,0.0533
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.1089,0.6159,0.5789,0.9943,0.0796,0.3092,0.2582,0.7836,0.4309,0.0037,2.7128,1189.03,3.3189,271.312,0.0005,1.8947,0.0093,0.7502,34.9495,23.6774,69.3333,0.1024,33.5772,2.3361,99699,26.9231,99699,0.8973,138.9615,19.8644,16.612,0.4189
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0,0.0959,0.6353,1.039,0.704,0.1131,0.8152,0.9041,0.6303,0.0176,2.9848,28.4274,18.8954,26.4802,0,6.4725,0.0544,0.6807,53.417,50.5139,57.5974,0.6226,55.5938,21.0358,33487,53.3096,33487,0.6473,62.944,50.2843,48.8416,0.5447
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.9808,0.8857,2.3907,0.8525,0.1045,0.9513,0.9808,0.7563,0.0021,3.237,316.25,89.2754,1452.43,0.022,3.6638,0.045,0.8953,110.426,103.3333,120.2338,0.4731,119.1,97.2264,403660,109.2,405748,0.928,131.75,92.5366,89,2.3917
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.0361,0.759,0.5238,0.5946,0.9768,0,0.9983,0.0361,0.5238,0.0197,0,0.0029,6.0923,0.176,0.3333,54.5069,0.0404,0.5238,35.4444,35.4444,35.4444,0.5238,35.4444,6.0804,8217,35.4444,8613,0.5238,35.4444,35.4444,35.4444,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.9349,0.7975,1.4622,0.7492,0.0243,0.8756,0.9349,0.7865,0.0055,2.9591,27.5841,26.8798,90.8413,0.05,11.4825,0.0433,0.8101,71.4661,54.7143,83.5157,0.7675,83.5157,31.5227,60191,76.1682,61409,0.8081,83.5157,54.7143,54.7143,0.6454
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0035,0.0913,0.6319,1.033,0.6897,0.1147,0.8062,0.9087,0.6164,0.0339,3.3596,15.2177,19.7836,11.0587,0,0.5163,0.1092,0.6849,37.4247,34.2231,41.0814,0.601,41.0814,21.7488,16458,36.9698,16458,0.662,41.0814,34.2231,34.2231,0.0081
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.9335,0.7964,1.4759,0.8207,0.018,0.9492,0.9335,0.788,0.005,2.8428,26.634,27.2324,26.3855,0.05,6.0045,0.0433,0.8069,65.7804,51.703,101.6755,0.7689,78.3811,31.8114,60464,56.4813,61409,0.8066,101.6755,51.4969,51.4969,1.1313
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.277,0.3203,0.7126,0.4761,0.4274,0.2201,0.6883,0.416,0.5199,0.0278,3.1886,16.6934,4.8892,11.9521,0.0824,0.2827,0.017,0.7773,39.3932,35.8046,48.0683,0,48.0683,2.0005,12087,38.1231,17262,0.8036,48.0683,35.5768,35.5768,0.1501
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.6948,0.8734,0.9343,0.599,0.3611,0.2756,0.8369,0.9169,0.4601,0.0031,2.011,36.9167,8.0759,125.654,0.0017,9.2854,0.0149,0.8496,28.8721,27.4327,30.1838,0.0153,29.1374,6.7771,62900,27.9851,62900,0.9747,41.3442,26.7436,25.8527,0.3102
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.15,0.4719,0.1766,0.2891,0.479,0.6068,0.8471,0.75,0.1504,0.025,0.6317,31.2137,1.2034,28.9713,0.0204,0.3209,0.0128,0.345,20.6655,19.5602,22.0932,0,21.5567,0.5926,2560,20.8413,2576,0.2846,22.0932,18.923,18.923,0.0401
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.6077,0.0884,1.1012,0.101,0.8697,0.4645,0.5653,0.0362,0.2023,2.1433,18.6697,1.3886,15.8854,1.4746,0.4807,0.025,0.2901,16.1729,13.9581,19.3394,0.0001,17.4375,0.3403,7504,16.8886,11382,0.2199,20.4812,12.772,12.3498,0.1838
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.0038,0.751,0.5804,0.5792,0.4936,0.3413,0.5592,0.0038,0.3387,0.0024,0,1211.3,27.0221,4843.88,0.3333,2.1366,0.0048,0.6443,29.4734,29.4734,29.4734,0.0026,29.4734,36.6697,657720,29.4734,661080,0.6979,29.4734,29.4734,29.4734,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.0168,0.2734,0.0014,0.0859,0.1245,2.1823,0.2957,0.0702,0.0002,0.0056,0.6672,31.424,0.2033,18.125,1.0539,2.7702,0.001,0.0454,13.2212,10.2296,17.7745,0,14.9983,0.0444,13484,12.8148,14950,0.0042,23.7308,9.35,5.3132,0.5281
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0,0.2632,0.0013,0.1346,0.2071,1.76,0.4684,0,0.0003,0.0364,0.6221,27.8031,1.5881,27.6702,0,0.134,0.0172,0.0311,25.1291,26.1901,33.2195,0,31.0554,1.0335,2416,30.4301,2416,0.0114,33.2195,4.2951,4.2951,0.466
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.1352,0.5437,0.7857,0.6754,0.1774,0.8018,0.8648,0.531,0.0368,2.8566,10.9104,9.8199,9.0547,0,0.4779,0.0813,0.6068,32.64,30.9697,35.5095,0.5173,35.5095,9.4588,7308,33.2675,7308,0.5565,35.5095,30.8131,30.8131,0.0093
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.8333,0.6592,0.5831,0.4472,0.6446,0.0001,0.8242,0.8333,0.5831,0.0089,0,5.3078,1.0231,9.3642,0,0.1978,0.0179,0.5832,44.5324,41.9447,50.3828,0.583,47.878,0.5007,672,43.2627,672,0.5832,50.3828,41.6127,41.6127,0.0226
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.9439,0.8114,1.6673,0.8286,0.0294,0.9294,0.9439,0.7972,0.0031,2.7606,40,36.1085,32.4,0.04,2.7006,0.0327,0.828,60.9794,56.9929,72.1957,0.7616,64.292,42.1967,132235,59.7603,133795,0.8272,78.25,55.4955,54.2034,0.3695
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.9444,0.6868,0.903,1.3603,0.9984,0.0007,0.9992,0.9444,0.9027,0.0082,0,1.6938,9.5531,1.5771,0.0556,18.1704,0.1,0.9034,56.347,55.8724,57.7211,0.9021,57.0402,9.5683,6670,56.2379,7050,0.9034,57.7211,55.1648,55.1648,0.3023
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.9256,0.7789,1.3923,0.8133,0.0218,0.9178,0.9256,0.7684,0.0064,2.8604,23.8801,24.0726,13.2179,0.0556,0.2165,0.0486,0.7908,52.1045,46.1742,60.4937,0.7447,59.8234,28.6289,42889,48.2577,43649,0.7908,69.0611,45.3485,45.0544,0.9748
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.8333,0.6389,0.5831,0.4472,0.7127,0.0001,0.8495,0.8333,0.5831,0.0208,0,2.6744,1.2365,4.6461,0,0.2849,0.0417,0.5832,24.8988,24.614,25.9081,0.5831,25.1276,0.7297,288,24.7736,288,0.5832,25.9081,24.0707,24.0707,0.0062
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.9558,0.8568,1.9071,0.7922,0.1873,0.8919,0.9558,0.6729,0.0019,2.7072,62.9355,47.4667,523.5,0.0313,4.2163,0.0246,0.8528,70.5554,64.16,87.7385,0.17,73.3396,56.5636,301912,70.1628,305320,0.9039,88.1458,63.0368,62.3626,0.3519
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0,0.4879,0.0016,0,0.7796,1.9227,0.9637,1,0.0006,0.0218,0.1978,1.127,0.6401,2.7731,0,0.5719,0.0149,0.0246,25.6007,23.0262,30.6715,0,26.0711,0.3764,412,25.5111,412,0.0063,30.6715,22.7554,22.4514,0.0651
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0.9395,0.8774,1.907,0.9257,0,0.9402,0.9395,0.8774,0.0069,0,5.0373,3.6752,5.1343,0,0.2337,0.0588,0.8775,140.109,140.109,140.109,0.8774,140.109,3.1604,4777,140.109,4777,0.8775,140.109,140.109,140.109,0
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0,0.1801,0,0.1674,0.9963,0,0.999,0.0588,0,0.2353,0,1,1.5827,1.1502,0,0.4609,0.1463,0,16.6986,16.221,17.9686,0,17.7851,1.5966,272,16.5078,272,0,17.9686,15.7973,15.7973,0.142
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.013,0.082,0.6524,1.0618,0.6505,0.1089,0.7833,0.918,0.6311,0.0305,3.5634,16.9921,21.73,12.9001,0,0.5695,0.1047,0.6985,34.9737,34.2399,35.4222,0.5972,35.4222,23.0998,19482,35.2591,19482,0.6761,35.4222,34.2399,34.2399,0.0054
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.9642,0.7307,0.8635,1.7708,0.9377,0.0216,0.9693,0.9642,0.8559,0.0083,3.0958,18.9142,35.5231,4.1787,0.0345,0.2254,0.1111,0.881,67.774,58.3737,97.7533,0.8408,76.3469,32.5914,39970,60.1845,40510,0.8839,97.7533,57.4828,57.4765,1.3763
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.9547,0.8028,1.8728,0.8025,0.0848,0.9054,0.9547,0.7269,0.0025,2.7519,60.4583,46.7519,29.7778,0.0323,0.12,0.0258,0.8373,68.1512,63.2153,79.8312,0.5104,75.8,55.7324,263357,65.6183,266431,0.8603,93.4828,57.4913,57.4684,0.2821
