@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.201331,0.196927,3.988827,0.2507,0.803073,0.743815
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0,1,1.22695,0.815029,0,4.109929
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0,1,1.248227,0.801136,0,3.660757
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.22036,0.207353,3.597059,0.278005,0.792647,0.751288
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0,1,1.241135,0.805714,0,3.534279
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.229391,0.215926,3.41807,0.292563,0.784074,0.769133
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.205078,0.201521,3.893536,0.256836,0.798479,0.586752
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.230666,0.214612,3.404871,0.293697,0.785388,0.738771
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0,1,1.22695,0.815029,0,3.750591
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.215294,0.204348,3.695652,0.270588,0.795652,0.780414
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.234317,0.217257,3.340524,0.299354,0.782743,0.784515
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,1,1,0.962451,1.039014,0,0.920605
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.227095,0.212349,3.468373,0.28832,0.787651,0.741663
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0.758621,0.138047,1.171717,0.853448,0.861953,0.946816
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0.76087,0.130827,1.17594,0.850384,0.869173,0.947414
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0,1,1.255319,0.79661,0,3.851064
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.232664,0.21659,3.367127,0.296989,0.78341,0.797974
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0,1,1.241135,0.805714,0,3.786052
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.222269,0.210448,3.552239,0.281513,0.789552,0.709976
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.224343,0.210448,3.519403,0.284139,0.789552,0.754458
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,1,1,18.645683,0.053632,0,0.222401
normalized-block.xml.mzn_AND_NODATA,1,0.515344,0.17933,1.328093,0.752959,0.82067,0.96
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,1,1,0.81576,1.225851,0,0.82716
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.229048,0.21267,3.437406,0.290917,0.78733,0.787757
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.238163,0.218944,3.279503,0.304924,0.781056,0.764268
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0,1,1.22695,0.815029,0,3.777778
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.209251,0.198312,3.831224,0.261013,0.801688,0.67941
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.218893,0.211394,3.602699,0.27757,0.788606,0.738988
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.21816,0.202586,3.655172,0.273585,0.797414,0.700266
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.228384,0.212349,3.448795,0.289956,0.787651,0.753375
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.21355,0.207353,3.711765,0.269414,0.792647,0.828608
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.21991,0.207353,3.604412,0.277438,0.792647,0.741508
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,1,1,0.796703,1.255172,0,0.8125
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0,1,1.241135,0.805714,0,3.8487
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.230096,0.211394,3.427286,0.291776,0.788606,0.728632
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0,1,1.248227,0.801136,0,4.205674
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0,1,1.198582,0.83432,0,3.914894
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0,1,1.219858,0.819767,0,3.353428
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0,1,1.234043,0.810345,0,3.989362
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.212156,0.202586,3.758621,0.266055,0.797414,0.645642
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,1,1,34.268465,0.029181,0,0.112805
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.213221,0.201717,3.74392,0.2671,0.798283,0.765284
normalized-C2-2-15.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.960631
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,0,1,1.241135,0.805714,0,3.812057
normalized-C3-1-30.xml.mzn_AND_NODATA,1,0.77551,0.083041,1.203509,0.830904,0.916959,0.97283
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,1,1,0.834127,1.198858,0,0.84
normalized-C1-2-21.xml.mzn_AND_NODATA,1,0.76087,0.130827,1.17594,0.850384,0.869173,0.948189
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0,1,1.241135,0.805714,0,3.518913
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0,1,1.212766,0.824561,0,4.310875
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,0.053478,0.117216,16.507326,0.060579,0.882784,0.284872
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.190909,5.238095,0,1
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.166667,6,0,1
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,1,1,0.870338,1.148979,0,0.869822
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.221719,0.207353,3.575,0.27972,0.792647,0.735458
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.216886,0.201141,3.68331,0.271495,0.798859,0.695481
normalized-C2-2-16.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.961002
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0,1,1.248227,0.801136,0,4.015366
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,1,1,0.129167,7.741935,0,1
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.106667,9.375,0,1
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,1,1,0.832639,1.201001,0,0.84
normalized-C2-1-15.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.960631
normalized-C2-1-16.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.961002
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,1,1,1.086235,0.920611,0,0.374011
normalized-C4-2-60.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979861
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0,1,1.234043,0.810345,0,4.387707
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,1,1,34.268465,0.029181,0,0.080575
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.129167,7.741935,0,1
normalized-C4-1-60.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979861
normalized-C3-3-30.xml.mzn_AND_NODATA,1,0.77551,0.083041,1.203509,0.830904,0.916959,0.97283
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0.727273,0.04,1.32,0.757576,0.96,0.790238
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.229699,0.215926,3.413476,0.292956,0.784074,0.773137
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.15,6.666667,0,1
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,0.218599,0.20614,3.631579,0.275362,0.79386,0.690192
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,1,1,0.09,11.111111,0,1
normalized-C4-1-61.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979961
normalized-C4-3-61.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979961
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,0.727273,0.04,1.32,0.757576,0.96,0.791071
normalized-C3-3-31.xml.mzn_AND_NODATA,1,0.77551,0.083041,1.203509,0.830904,0.916959,0.973128
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,1,1,0.106667,9.375,0,1
normalized-C2-3-15.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.960631
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,1,1,0.15,6.666667,0,1
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,0.72,0.030769,1.346154,0.742857,0.969231,0.809158
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,0.709677,0.019802,1.381188,0.724014,0.980198,0.838224
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,0.236007,0.217929,3.313756,0.301772,0.782071,0.782208
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,1,1,0.857576,1.166078,0,0.861111
normalized-C3-2-30.xml.mzn_AND_NODATA,1,0.776316,0.080372,1.20503,0.829855,0.919628,0.972759
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,1,1,0.058333,17.142857,0,1
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,1,1,0.797619,1.253731,0,0.8125
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,1,1,0.083333,12,0,1
normalized-C4-2-61.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979961
normalized-chnl-10-11.xml.mzn_AND_NODATA,1,1,1,0.190909,5.238095,0,1
normalized-chnl35-36-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.056349,17.746479,0,1
normalized-bqwh-18-141-87_ext.xml.mzn_AND_NODATA,1,0.21409,0.204942,3.713663,0.269276,0.795058,0.759482
normalized-chnl20-21-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.097619,10.243902,0,1
normalized-chnl-20-21.xml.mzn_AND_NODATA,1,1,1,0.097619,10.243902,0,1
normalized-cc-9-9-2.xml.mzn_AND_NODATA,1,0.714286,0.02439,1.365854,0.732143,0.97561,0.824458
normalized-bqwh-18-141-84_ext.xml.mzn_AND_NODATA,1,0.224714,0.209821,3.516369,0.284384,0.790179,0.795115
normalized-cc-9-9-3.xml.mzn_AND_NODATA,1,0.714286,0.02439,1.365854,0.732143,0.97561,0.824763
normalized-chnl-30-31.xml.mzn_AND_NODATA,1,1,1,0.065591,15.245902,0,1
normalized-chnl-35-40.xml.mzn_AND_NODATA,1,1,1,0.053571,18.666667,0,1
normalized-chnl35-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.053571,18.666667,0,1
normalized-C3-2-31.xml.mzn_AND_NODATA,1,0.776316,0.080372,1.20503,0.829855,0.919628,0.973037
normalized-chnl30-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.058333,17.142857,0,1
normalized-chnl35-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.050794,19.6875,0,1
normalized-bibd-21-28-8-6-2_glb.xml.mzn_AND_NODATA,1,1,1,0.949134,1.053592,0,0.917355
normalized-chnl40-41-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.04939,20.246914,0,1
normalized-bqwh-18-141-92_glb.xml.mzn_AND_NODATA,1,0,1,1.248227,0.801136,0,4.105201
normalized-C1-3-21.xml.mzn_AND_NODATA,1,0.758621,0.138047,1.171717,0.853448,0.861953,0.947685
normalized-bqwh-18-141-9_ext.xml.mzn_AND_NODATA,1,0.220551,0.210762,3.578475,0.279449,0.789238,0.739612
normalized-circ-6-3.xml.mzn_AND_NODATA,1,1,1,8.566667,0.116732,0,0.068836
normalized-bf-1355-638.xml.mzn_AND_NODATA,1,1,1,1.667432,0.599725,0,0.48848
normalized-chnl40-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.047222,21.176471,0,1
normalized-chnl15-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.116667,8.571429,0,1
normalized-bqwh-18-141-92_ext.xml.mzn_AND_NODATA,1,0.216839,0.20524,3.665211,0.272836,0.79476,0.751281
normalized-costasArray-18.xml.mzn_AND_NODATA,1,0.476341,1,1.886905,0.529968,0,10.52451
normalized-costasArray-19.xml.mzn_AND_NODATA,1,0.477401,1,1.893048,0.528249,0,11.182412
normalized-costasArray-20.xml.mzn_AND_NODATA,1,0.478372,1,1.898551,0.526718,0,11.841088
normalized-chnl-35-36.xml.mzn_AND_NODATA,1,1,1,0.056349,17.746479,0,1
normalized-chnl-35-45.xml.mzn_AND_NODATA,1,1,1,0.050794,19.6875,0,1
normalized-composed-25-10-20-8_ext.xml.mzn_AND_NODATA,1,0.157012,0.117845,5.618406,0.177986,0.882155,0.599672
normalized-chnl20-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.09,11.111111,0,1
normalized-chnl-10-15.xml.mzn_AND_NODATA,1,1,1,0.166667,6,0,1
normalized-chnl-15-20.xml.mzn_AND_NODATA,1,1,1,0.116667,8.571429,0,1
normalized-bibd-10-120-36-3-8_glb.xml.mzn_AND_NODATA,1,1,1,0.844697,1.183857,0,0.85124
normalized-chnl-50-51.xml.mzn_AND_NODATA,1,1,1,0.039608,25.247525,0,1
normalized-composed-25-10-20-1_ext.xml.mzn_AND_NODATA,1,0.1538,0.120413,5.719037,0.174855,0.879587,0.588265
normalized-david-10.xml.mzn_AND_NODATA,1,1,1,4.666667,0.214286,0,2.619526
normalized-4-fullins-5-7.xml.mzn_AND_NODATA,1,1,1,18.645683,0.053632,0,0.259468
normalized-bibd-25-25-9-9-3_glb.xml.mzn_AND_NODATA,1,1,1,0.966154,1.035032,0,0.928994
normalized-chnl50-55-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.038182,26.190476,0,1
normalized-composed-25-10-20-9_ext.xml.mzn_AND_NODATA,1,0.154478,0.119863,5.697489,0.175516,0.880137,0.585529
normalized-BlackHole-4-4-e-1_ext.xml.mzn_AND_NODATA,1,0.053478,0.117216,16.507326,0.060579,0.882784,0.284872
normalized-dubois-22_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-chnl30-31-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.065591,15.245902,0,1
normalized-chnl20-30-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.083333,12,0,1
normalized-dubois-21_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-color.xml.mzn_AND_NODATA,1,1,1,24.916,0.040135,0,0.102177
normalized-dubois-28_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-costasArray-16.xml.mzn_AND_NODATA,1,0.473896,1,1.87218,0.534137,0,9.211529
normalized-chnl-50-60.xml.mzn_AND_NODATA,1,1,1,0.036667,27.272727,0,1
normalized-dubois-29_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-dubois-50_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-chnl50-51-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.039608,25.247525,0,1
normalized-e0ddr1-10-by-5-3.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.453411
normalized-composed-25-10-20-6_ext.xml.mzn_AND_NODATA,1,0.161367,0.114504,5.487459,0.182234,0.885496,0.612877
normalized-e0ddr1-10-by-5-4.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.448816
normalized-dubois-20_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-chnl-40-41.xml.mzn_AND_NODATA,1,1,1,0.04939,20.246914,0,1
normalized-dubois-26_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-costasArray-17.xml.mzn_AND_NODATA,1,0.475177,1,1.88,0.531915,0,9.8675
normalized-circ-8-3.xml.mzn_AND_NODATA,1,1,1,12.184524,0.082071,0,0.044295
normalized-dubois-24_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-C2-3-16.xml.mzn_AND_NODATA,1,0.772727,0.092229,1.198257,0.834545,0.907771,0.961002
normalized-chnl30-35-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.061905,16.153846,0,1
normalized-bqwh-18-141-58_ext.xml.mzn_AND_NODATA,1,0.218546,0.20858,3.621302,0.276144,0.79142,0.772839
normalized-e0ddr1-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.454942
normalized-data-6-3.xml.mzn_AND_NODATA,1,1,1,8.566667,0.116732,0,0.068836
normalized-e0ddr2-10-by-5-4.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.5499
normalized-dubois-27_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-dubois-30_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-e0ddr2-10-by-5-5.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.551942
normalized-e0ddr2-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.516205
normalized-chnl-40-45.xml.mzn_AND_NODATA,1,1,1,0.047222,21.176471,0,1
normalized-e0ddr1-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.451368
normalized-e0ddr1-10-by-5-10.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.465153
normalized-david-9.xml.mzn_AND_NODATA,1,1,1,4.666667,0.214286,0,2.357573
normalized-e0ddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.519268
normalized-dsjc-125-1-5-ext.xml.mzn_AND_NODATA,1,0.14518,0.166667,5.74,0.174216,0.833333,0.306189
normalized-dubois-23_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-e0ddr1-10-by-5-5.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.467195
normalized-bibd-9-60-20-3-5_glb.xml.mzn_AND_NODATA,1,1,1,0.838889,1.192053,0,0.84
normalized-e0ddr2-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.531011
normalized-dubois-25_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-cc-10-10-2.xml.mzn_AND_NODATA,1,0.709677,0.019802,1.381188,0.724014,0.980198,0.838024
normalized-chnl-40-50.xml.mzn_AND_NODATA,1,1,1,0.045,22.222222,0,1
normalized-bqwh-18-141-36_ext.xml.mzn_AND_NODATA,1,0.219651,0.206745,3.611437,0.276898,0.793255,0.78393
normalized-bqwh-18-141-2_glb.xml.mzn_AND_NODATA,1,0,1,1.234043,0.810345,0,3.87234
normalized-C3-1-31.xml.mzn_AND_NODATA,1,0.77551,0.083041,1.203509,0.830904,0.916959,0.973128
normalized-enddr2-10-by-5-2.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.544795
normalized-ewddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.586147
normalized-ewddr2-10-by-5-8.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.609121
normalized-chnl-50-55.xml.mzn_AND_NODATA,1,1,1,0.038182,26.190476,0,1
normalized-enddr2-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.555005
normalized-enddr1-10-by-5-10.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.488126
normalized-costasArray-15.xml.mzn_AND_NODATA,1,0.472477,1,1.863248,0.536697,0,8.556777
normalized-ewddr2-10-by-5-9.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.585126
normalized-david-8.xml.mzn_AND_NODATA,1,1,1,4.666667,0.214286,0,2.095621
normalized-elf-rf7.xml.mzn_AND_NODATA,1,1,1,2.489458,0.401694,0,0.369673
normalized-C4-3-60.xml.mzn_AND_NODATA,1,0.785714,0.048921,1.222816,0.817784,0.951079,0.979861
normalized-e0ddr2-10-by-5-9.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.529989
normalized-bibd-13-78-18-3-3_glb.xml.mzn_AND_NODATA,1,1,1,0.880952,1.135135,0,0.877551
normalized-chnl-30-35.xml.mzn_AND_NODATA,1,1,1,0.061905,16.153846,0,1
normalized-f1000.xml.mzn_AND_NODATA,1,1,1,2.625,0.380952,0,0.309915
normalized-elf-rf7-ucl.xml.mzn_AND_NODATA,1,1,1,2.515813,0.397486,0,0.367766
normalized-e0ddr1-10-by-5-1.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.449326
normalized-e0ddr2-10-by-5-3.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.533053
normalized-C5-1-90.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984871
normalized-e0ddr2-10-by-5-7.xml.mzn_AND_NODATA,1,0.685315,0.1,1.43,0.699301,0.9,1.534584
normalized-dubois-100_ext.xml.mzn_AND_NODATA,1,0,1,0.666667,1.5,0,1
normalized-data-8-3.xml.mzn_AND_NODATA,1,1,1,12.184524,0.082071,0,0.044295
normalized-bibd-19-19-9-9-4_glb.xml.mzn_AND_NODATA,1,1,1,0.957895,1.043956,0,0.91
normalized-C5-2-90.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984871
normalized-f600.xml.mzn_AND_NODATA,1,1,1,2.625,0.380952,0,0.314389
normalized-C1-1-21.xml.mzn_AND_NODATA,1,0.758621,0.138047,1.171717,0.853448,0.861953,0.947685
normalized-f2000.xml.mzn_AND_NODATA,1,1,1,2.625,0.380952,0,0.314725
normalized-chnl50-60-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.036667,27.272727,0,1
normalized-bqwh-18-141-56_ext.xml.mzn_AND_NODATA,1,0.229748,0.213636,3.422727,0.292165,0.786364,0.788432
normalized-fapp01-0200-2.xml.mzn_AND_NODATA,1,0.811661,0.583655,1.222271,0.818149,0.416345,500703.826943
normalized-fapp01-0200-0.xml.mzn_AND_NODATA,1,0.811661,0.583655,1.222271,0.818149,0.416345,500703.826943
normalized-bibd-15-75-40-8-20_glb.xml.mzn_AND_NODATA,1,1,1,0.896667,1.115242,0,0.890625
normalized-fapp01-0200-4.xml.mzn_AND_NODATA,1,0.811773,0.583783,1.2221,0.818264,0.416217,500814.589602
normalized-dlx1c-ucl.xml.mzn_AND_NODATA,1,1,1,2.823529,0.354167,0,0.359247
normalized-composed-25-10-20-3_ext.xml.mzn_AND_NODATA,1,0.156506,0.118243,5.634009,0.177494,0.881757,0.592653
normalized-fapp01-0200-1.xml.mzn_AND_NODATA,1,0.811661,0.583655,1.222271,0.818149,0.416345,500703.826943
normalized-fapp01-0200-6.xml.mzn_AND_NODATA,1,0.812167,0.584234,1.221499,0.818666,0.415766,501202.530244
normalized-cc-12-12-2.xml.mzn_AND_NODATA,1,0.702703,0.013793,1.403448,0.712531,0.986207,0.859963
normalized-C5-3-91.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984917
normalized-C5-2-91.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984917
normalized-fapp01-0200-9.xml.mzn_AND_NODATA,1,0.814781,0.587212,1.217531,0.821334,0.412788,503767.344893
normalized-elf-rf8-ucl.xml.mzn_AND_NODATA,1,1,1,2.748968,0.363773,0,0.361466
normalized-C5-1-91.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984917
normalized-fapp01-0200-8.xml.mzn_AND_NODATA,1,0.813298,0.585525,1.219779,0.819821,0.414475,502314.44788
normalized-fapp01-0200-10.xml.mzn_AND_NODATA,1,0.817789,0.590615,1.212996,0.824405,0.409385,506698.409086
normalized-circ-10-3.xml.mzn_AND_NODATA,1,1,1,15.951852,0.062689,0,0.031552
normalized-cc-12-12-3.xml.mzn_AND_NODATA,1,0.702703,0.013793,1.403448,0.712531,0.986207,0.860059
normalized-dlx1c-rwmem1-ucl.xml.mzn_AND_NODATA,1,1,1,2.822776,0.354261,0,0.360577
normalized-fapp01-0200-5.xml.mzn_AND_NODATA,1,0.812054,0.584105,1.221671,0.818551,0.415895,501091.614894
normalized-bibd-15-70-14-3-2_glb.xml.mzn_AND_NODATA,1,1,1,0.897619,1.114058,0,0.890625
normalized-C5-3-90.xml.mzn_AND_NODATA,1,0.790323,0.033288,1.231565,0.811975,0.966712,0.984871
normalized-cc-8-8-2.xml.mzn_AND_NODATA,1,0.72,0.030769,1.346154,0.742857,0.969231,0.808669
normalized-cache-inv10-ucl.xml.mzn_AND_NODATA,1,1,1,2.931633,0.341107,0,0.376519
normalized-fapp01-0200-7.xml.mzn_AND_NODATA,1,0.812506,0.58462,1.220984,0.819011,0.41538,501535.581015
normalized-fapp01-0200-3.xml.mzn_AND_NODATA,1,0.811773,0.583783,1.2221,0.818264,0.416217,500814.589602
normalized-bibd-25-30-6-5-1_glb.xml.mzn_AND_NODATA,1,1,1,0.959487,1.042223,0,0.928994
normalized-dlx1c-rwmem-ucl.xml.mzn_AND_NODATA,1,1,1,2.853055,0.350501,0,0.36571
normalized-elf-rf8.xml.mzn_AND_NODATA,1,1,1,2.739891,0.364978,0,0.362148
normalized-fapp02-0250-10.xml.mzn_AND_NODATA,1,0.818601,0.586395,1.214755,0.823211,0.413605,505943.36844
normalized-bibd-13-104-24-3-4_glb.xml.mzn_AND_NODATA,1,1,1,0.877747,1.13928,0,0.877551
normalized-fapp02-0250-1.xml.mzn_AND_NODATA,1,0.813324,0.580457,1.222707,0.817858,0.419543,500800.176188
normalized-fapp02-0250-3.xml.mzn_AND_NODATA,1,0.813362,0.5805,1.222649,0.817896,0.4195,500837.288597
