@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC

@DATA
normalized-aim-200-1-6-3.xml.mzn_AND_NODATA,1,1.3,0.769231,3.3975,2.613462,5.595,1,2,0.604917,1,1,3,0,0,800,520,0.962529,706.603038,0,1.166676,400,0.186326,0.296923,241.966667,0,1,1560,0,1.754486,520,0.211173,0,0,0,520,0,697.412653,400,1359,0.149399,2,706.603038,400,0,56.7,2.613462,1359,0.186326,0.666667,400,0.05,0.962529,0.182509,5.961278,2.2,0.324194,104,0.11,0.333333,6,0.259967,11,0,2.656297,0
normalized-4-fullins-3-6.xml.mzn_AND_NODATA,1,4.745614,0.210721,9.491228,5.169925,9.491228,1,6,0.786161,2.584963,1,5.169925,0,0,684,541,0,541,0,2.572158,294.685725,0,1.099409,89.62236,0,2.584963,1082,0,2.572158,541,0.522207,0,0,0,1398.464713,0,350.708953,114,1082,0.410402,6,1282.247553,114,0,13.368421,2,2796.929426,0,1.5,114,0.02,0,0.522207,4.480348,2.1,0.699913,36,0.04,0.26087,23,0.371077,23,0,3.640354,0
normalized-aim-200-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,1.198333,0.834492,2.926667,2.442281,4.39,0.556328,2,0.737722,1,0.333333,3,0.666667,0,1200,400,0.990366,905.018075,0,1.692595,600,0.203358,0.218878,442.633333,0,1,1838,0,2.101026,719,0.443728,400,400,0.443672,719,400,895.997615,600,1756,0.271334,2,905.018075,200,319,5.52,2.442281,1756,0.203358,1,200,0.06,0.990366,0.283405,3.363379,2.19,0.675078,30,0.09,0.333333,6,0.424735,11,0,2.576131,0
normalized-3-insertions-5-3.xml.mzn_AND_NODATA,1,6.895448,0.145023,13.790896,3.169925,13.790896,1,3,0.251734,1.584963,1,3.169925,0,0,4218,9695,0,9695,0,2.317467,2228.457276,-1,0.238234,353.937678,-1,1.584963,19390,0,2.317467,9695,0.735868,0,0,0,15366.211444,0,5153.0049,1406,19390,0.359898,3,16136.830219,1406,0,54.478663,2,30732.422889,0,0.6,1406,4.34,0,0.735868,5.608482,7.84,0.376342,134,1.42,0.010676,281,-1,281,0,-1,0
normalized-2-insertions-5-5.xml.mzn_AND_NODATA,1,6.592965,0.151677,13.18593,4.643856,13.18593,1,5,0.446332,2.321928,1,4.643856,0,0,2985,3936,0,3936,0,2.650763,1386.191073,0,0.982424,266.460072,0,2.321928,7872,0,2.650763,3936,0.644545,0,0,0,9139.108981,0,2142.505766,597,7872,0.378003,5,8719.512492,597,0,17.172529,2,18278.217963,0,1,597,0.9,0,0.644545,3.802394,3.36,0.311121,52,0.42,0.033557,149,0.78234,149,0,3.546667,0
normalized-aim-200-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.93,2.441667,4.43,0.555556,2,0.737056,1,0.333333,3,0.666667,0,1200,400,0.990159,906.018075,0,1.694765,600,0.20338,0.264765,442.233333,0,1,1840,0,2.017101,720,0.44627,400,400,0.444444,720,400,896.894968,600,1758,0.271749,2,906.018075,200,320,7.655,2.441667,1758,0.20338,1,200,0.06,0.990159,0.28318,3.907037,2.19,0.682877,28,0.08,0.333333,6,0.435127,10,0,2.65735,0
normalized-4-fullins-4-7.xml.mzn_AND_NODATA,1,9.637681,0.103759,19.275362,5.61471,19.275362,1,7,0.474668,2.807355,1,5.61471,0,0,4830,6650,0,6650,0,3.730763,1937.074896,0,0.972621,327.520814,0,2.807355,13300,0,3.730763,6650,0.700023,0,0,0,18668.910232,0,2794.838676,690,13300,0.449044,7,16553.25627,690,0,12.511594,2,37337.820463,0,1.166667,690,2.71,0,0.700023,3.840313,5.56,0.494538,35,0.79,0.058824,119,0.582101,119,0,5.296715,0
normalized-aim-100-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,1.33,0.75188,3.323333,2.498747,5.186667,0.501253,2,0.668333,1,0.333333,3,0.666667,0,600,200,0.999995,515.407538,0,0.993203,300,0.2001,0,200.5,0,1,998,0,1.470759,399,0.441561,200,200,0.498747,399,200,498.754888,300,997,0.35178,2,515.407538,100,199,6.066667,2.498747,997,0.2001,1,100,0.02,0.999995,0.283145,3.500223,2.1,0.588707,18,0.05,0.5,4,0.379558,7,0,1.478513,0
normalized-aim-200-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333,2.444444,4.48,0.555556,2,0.736865,1,0.333333,3,0.666667,0,1200,400,0.991076,907.188,0,1.707944,600,0.203279,0.242292,442.119048,0,1,1840,0,1.956294,720,0.456341,400,400,0.444444,720,400,897.355717,600,1760,0.272202,2,907.188,200,320,7.703333,2.444444,1760,0.203279,1,200,0.07,0.991076,0.287704,3.9007,2.2,0.63439,31,0.08,0.285714,7,0.445349,13,0,2.673259,0
normalized-aim-200-1-6-sat-1_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667,2.443056,4.426667,0.555556,2,0.736722,1,0.333333,3,0.666667,0,1200,400,0.990623,906.603038,0,1.689969,600,0.20333,0.272065,442.033333,0,1,1840,0,2.077507,720,0.446579,400,400,0.444444,720,400,897.368899,600,1759,0.272206,2,906.603038,200,320,4.918333,2.443056,1759,0.20333,1,200,0.06,0.990623,0.282724,3.142562,2.19,0.609115,18,0.08,0.4,5,0.429012,9,0,2.625435,0
normalized-aim-200-1-6-unsat-2_ext.xml.mzn_AND_NODATA,1,1.195,0.83682,2.916667,2.440725,4.43,0.55788,2,0.740921,1,0.333333,3,0.666667,0,1200,400,0.989838,901.84815,0,1.696523,600,0.203413,0.226794,444.552381,0,1,1834,0,2.075345,717,0.456617,400,400,0.44212,717,400,892.524014,600,1750,0.271612,2,901.84815,200,317,9.211667,2.440725,1750,0.203413,1,200,0.07,0.989838,0.286798,4.168898,2.21,0.605888,31,0.09,0.285714,7,0.444147,13,0,2.713905,0
normalized-aim-200-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667,2.498123,5.146667,0.500626,2,0.667778,1,0.333333,3,0.666667,0,1200,400,0.99999,1031.815075,0,0.972158,600,0.200149,0,400.666667,0,1,1998,0,1.533759,799,0.439301,400,400,0.499374,799,400,998.33985,600,1996,0.352372,2,1031.815075,200,399,4.425,2.498123,1996,0.200149,1,200,0.08,0.99999,0.283048,2.940062,2.21,0.655278,20,0.1,0.5,4,0.376348,7,0,1.489336,0
normalized-aim-200-1-6-sat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.926667,2.438889,4.393333,0.555556,2,0.737833,1,0.333333,3,0.666667,0,1200,400,0.989197,904.84815,0,1.691436,600,0.203474,0.279274,442.7,0,1,1840,0,2.09155,720,0.443823,400,400,0.444444,720,400,895.878674,600,1756,0.270951,2,904.84815,200,320,5.3,2.438889,1756,0.203474,1,200,0.06,0.989197,0.28409,3.268288,2.19,0.650966,21,0.08,0.333333,6,0.426502,11,0,2.594054,0
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667,2.498123,5.166667,0.500626,2,0.667778,1,0.333333,3,0.666667,0,1200,400,0.99999,1031.815075,0,0.972158,600,0.200149,0,400.666667,0,1,1998,0,1.50643,799,0.440178,400,400,0.499374,799,400,998.33985,600,1996,0.352372,2,1031.815075,200,399,6.466667,2.498123,1996,0.200149,1,200,0.07,0.99999,0.283048,3.578389,2.2,0.599358,21,0.1,0.5,4,0.377733,7,0,1.473556,0
normalized-aim-200-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.325,2.496871,5.196667,0.500626,2,0.668056,1,0.333333,3,0.666667,0,1200,400,0.999972,1031.230113,0,0.982926,600,0.200247,0,400.833333,0,1,1998,0,1.442657,799,0.44167,400,400,0.499374,799,400,997.924813,600,1995,0.352076,2,1031.230113,200,399,6.451667,2.496871,1995,0.200247,1,200,0.08,0.999972,0.283097,3.634239,2.22,0.645826,24,0.1,0.5,4,0.380409,7,0,1.43333,0
normalized-4-insertions-3-3.xml.mzn_AND_NODATA,1,1.974684,0.50641,3.949367,3.169925,3.949367,1,3,0.784567,1.584963,1,3.169925,0,0,237,156,0,156,0,0.739735,125.212038,-1,0.097941,61.980769,-1,1.584963,312,0,0.739735,156,0.275902,0,0,0,247.25415,0,154.304952,79,312,0.142518,3,259.653998,79,0,32.78481,2,494.5083,0,1,79,0,0,0.275902,3.830085,2.04,0.152136,40,0.01,0.230769,13,0.352506,13,0,1.040852,0
normalized-5-fullins-4-8.xml.mzn_AND_NODATA,1,10.502304,0.095217,21.004608,6,21.004608,1,8,0.516058,3,1,6,0,0,8680,11395,0,11395,0,3.541915,3255,0,0.943749,559.923169,0,3,22790,0,3.541915,11395,0.767947,0,0,0,34185,0,4494.946931,1085,22790,0.467907,8,29455.647696,1085,0,8.522581,2,68370,0,1.333333,1085,4.26,0,0.767947,3.512272,7.87,1.005255,100,1.54,0.05,160,-1,160,0,-1,0
normalized-aim-100-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,1.326667,0.753769,3.306667,2.492462,5.14,0.502513,2,0.671111,1,0.333333,3,0.666667,0,600,200,0.999836,512.65265,0,1.079824,300,0.200582,0,201.333333,0,1,996,0,1.57248,398,0.442811,200,200,0.497487,398,200,496.6797,300,992,0.3488,2,512.65265,100,198,5.216667,2.492462,992,0.200582,1,100,0.02,0.999836,0.28358,3.126317,2.11,0.518744,14,0.05,0.5,4,0.381653,7,0,1.623311,0
normalized-aim-100-1-6-2.xml.mzn_AND_NODATA,1,1.3,0.769231,3.395,2.611538,5.59,1,2,0.6045,1,1,3,0,0,400,260,0.9638,353.009038,0,1.141914,200,0.186633,0.307268,120.9,0,1,780,0,1.739078,260,0.196934,0,0,0,260,0,348.756259,200,679,0.14762,2,353.009038,200,0,41.815,2.611538,679,0.186633,0.666667,200,0.02,0.9638,0.174003,5.324877,2.1,0.298305,73,0.04,0.4,5,0.247768,9,0,2.582748,0
normalized-aim-100-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333,2.444444,4.406667,0.555556,2,0.736444,1,0.333333,3,0.666667,0,600,200,0.991076,453.594,0,1.700554,300,0.203279,0.226794,220.933333,0,1,920,0,2.090999,360,0.44399,200,200,0.444444,360,200,448.86729,300,880,0.272346,2,453.594,100,160,4.893333,2.444444,880,0.203279,1,100,0.02,0.991076,0.284318,3.097818,2.1,0.578328,16,0.04,0.333333,6,0.426607,10,0,2.588039,0
normalized-2-fullins-5-5.xml.mzn_AND_NODATA,1,14.320423,0.06983,28.640845,4.643856,28.640845,1,5,0.227436,2.321928,1,4.643856,0,0,4260,12201,0,12201,0,5.055056,1978.282737,0.000001,0.185125,193.775565,0.000001,2.321928,24402,0,5.055056,12201,0.713313,0,0,0,28329.844686,0,3942.949153,852,24402,0.473842,5,27029.159531,852,0,9.669014,2,56659.689371,0,0.625,852,4.2,0,0.713313,3.246226,7.88,0.305677,19,1.61,0.023256,215,-1,215,0,-1,0
normalized-aim-200-3-4-sat-3_ext.xml.mzn_AND_NODATA,1,1.798333,0.55607,4.725,2.627433,7.61,0.370714,2,0.552905,1,0.333333,3,0.666667,0,1200,400,0.952623,1475.019613,0,1.278513,600,0.184015,0.918296,331.742857,0,1,2558,0,2.156002,1079,0.530603,400,400,0.629286,1079,400,1241.606167,600,2835,0.572264,2,1475.019613,200,679,3.418333,2.627433,2835,0.184015,1,200,0.1,0.952623,0.411442,2.261925,2.28,0.448773,10,0.15,0.285714,7,0.369771,13,0,2.288831,0
normalized-aim-50-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,1.173333,0.852273,2.846667,2.426136,4.146667,0.568182,2,0.761111,1,0.333333,3,0.666667,0,300,100,0.9842,219.872188,0,1.675398,150,0.203828,0.272065,114.166667,0,1,452,0,2.364002,176,0.457044,100,100,0.431818,176,100,217.387091,150,427,0.267377,2,219.872188,50,76,6.653333,2.426136,427,0.203828,1,50,0,0.9842,0.302833,3.582909,2.05,0.674622,21,0.02,0.333333,6,0.450146,11,0,2.7651,0
normalized-aim-100-3-4-3.xml.mzn_AND_NODATA,1,2.2,0.454545,6.1,2.772727,10.24,1,2,0.328631,1,1,3,0,0,400,440,0.773227,638.88725,0,0.481202,200,0.15114,0,65.72619,0,1,1320,0,2.062447,440,0.104378,0,0,0,440,0,521.410601,200,1220,0.044793,2,638.88725,200,0,31.58,2.772727,1220,0.15114,0.333333,200,0.03,0.773227,0.051841,4.720999,2.14,0.228418,55,0.06,0.25,8,0.154357,15,0,2.502383,0
normalized-aim-200-2-0-1.xml.mzn_AND_NODATA,1,1.5,0.666667,3.9975,2.665,6.69,1,2,0.500417,1,1,3,0,0,800,600,0.919953,833.400038,0,0.025212,400,0.177107,0,200.166667,0,1,1800,0,0.949456,600,0.073821,0,0,0,600,0,799.584963,400,1599,0.016632,2,833.400038,400,0,68.8875,2.665,1599,0.177107,0.666667,400,0.06,0.919953,0.012492,5.95698,0.22,0.255856,123,0.12,0.5,4,0.172985,7,0,1.585819,0
normalized-43s-smv.xml.mzn_AND_NODATA,1,1.966621,0.508486,6.894938,3.463829,11.444596,1,1.858003,0.386944,0.987359,1,15,0,0.187862,6791,7188,1.264645,10391.602876,0.589446,3.323245,3136,1.066552,1.749091,1414.280432,0.063734,1,21564,0,3.309212,7188,2.750762,0,0,0,7097.133333,0,8156.607898,3655,25201,0.602314,2,10232.805457,3655,0,7.648427,3.505982,24898,1.05542,1,3655,5.82,1.277503,2.247258,4.080703,11.88,0.817046,40,3.93,0.006024,332,-1,648,0,-1,0
normalized-aim-200-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667,2.443056,4.44,0.555556,2,0.737111,1,0.333333,3,0.666667,0,1200,400,0.990623,906.603038,0,1.704794,600,0.20333,0.264765,442.266667,0,1,1840,0,2.052007,720,0.449872,400,400,0.444444,720,400,897.005999,600,1759,0.271996,2,906.603038,200,320,8.371667,2.443056,1759,0.20333,1,200,0.07,0.990623,0.286133,4.041541,2.19,0.629814,32,0.09,0.333333,6,0.434734,11,0,2.635496,0
normalized-aim-100-1-6-3.xml.mzn_AND_NODATA,1,1.3,0.769231,3.4,2.615385,5.61,1,2,0.604667,1,1,3,0,0,400,260,0.961237,353.594,0,1.173387,200,0.186016,0.307268,120.933333,0,1,780,0,1.759055,260,0.210754,0,0,0,260,0,348.86729,200,680,0.150168,2,353.594,200,0,38.245,2.615385,680,0.186016,0.666667,200,0.02,0.961237,0.183676,5.246506,2.1,0.289674,67,0.05,0.333333,6,0.264064,10,0,2.690314,0
normalized-aim-100-1-6-1.xml.mzn_AND_NODATA,1,1.3,0.769231,3.395,2.611538,5.58,1,2,0.605929,1,1,3,0,0,400,260,0.9638,353.009038,0,1.158838,200,0.186633,0.327445,121.185714,0,1,780,0,1.760689,260,0.218285,0,0,0,260,0,348.318502,200,679,0.150434,2,353.009038,200,0,33.855,2.611538,679,0.186633,0.666667,200,0.01,0.9638,0.188369,5.65613,2.08,0.463774,72,0.04,0.285714,7,0.278694,13,0,2.687123,0
normalized-aim-200-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667,2.443056,4.443333,0.555556,2,0.736833,1,0.333333,3,0.666667,0,1200,400,0.990623,906.603038,0,1.700436,600,0.20333,0.257372,442.1,0,1,1840,0,2.024709,720,0.448052,400,400,0.444444,720,400,897.251112,600,1759,0.272074,2,906.603038,200,320,5.26,2.443056,1759,0.20333,1,200,0.06,0.990623,0.284093,3.272931,0.21,0.67624,21,0.1,0.333333,6,0.43542,10,0,2.648181,0
normalized-aim-200-6-0-sat-4_ext.xml.mzn_AND_NODATA,1,2.636667,0.379267,7.231667,2.742731,12.48,0.252845,2,0.468954,1,0.333333,3,0.666667,0,1200,400,0.822598,2269.330938,0,1.344808,600,0.159377,0.918296,281.372222,0,1,3564,0,2.381853,1582,0.600175,400,400,0.747155,1582,400,1519.445284,600,4339,0.800874,2,2269.330938,200,1182,3.488333,2.742731,4339,0.159377,1,200,0.19,0.822598,0.513342,2.102991,2.53,0.372288,8,0.27,0.2,10,0.325685,19,0,2.282858,0
normalized-3-fullins-5-7.xml.mzn_AND_NODATA,1,16.626108,0.060146,33.252217,5.61471,33.252217,1,7,0.282717,2.807355,1,5.61471,0,0,14210,33751,0,33751,0,4.858298,5698.930492,0.000001,0.406676,573.914788,0.000001,2.807355,67502,0,4.858298,33751,0.844944,0,0,0,94751.035974,0,9772.681063,2030,67502,0.493241,7,84013.376298,2030,0,10.560099,2,189502.071949,0,0.875,2030,4.97,0,0.844944,3.257389,13.58,0.748524,37,6.47,0.017115,409,-1,409,0,-1,0
normalized-aim-200-2-0-2.xml.mzn_AND_NODATA,1,1.5,0.666667,3.9975,2.665,6.73,1,2,0.500417,1,1,3,0,0,800,600,0.919953,833.400038,0,0.025212,400,0.177107,0,200.166667,0,1,1800,0,0.882662,600,0.070026,0,0,0,600,0,799.584963,400,1599,0.016632,2,833.400038,400,0,67.755,2.665,1599,0.177107,0.666667,400,0.06,0.919953,0.012492,5.83247,2.22,0.243676,125,0.11,0.5,4,0.17305,7,0,1.526476,0
normalized-3-fullins-4-6.xml.mzn_AND_NODATA,1,8.701235,0.114926,17.402469,5.169925,17.402469,1,6,0.434514,2.584963,1,5.169925,0,0,2430,3524,0,3524,0,3.790965,1046.909813,-1,0.918296,175.978122,-1,2.584963,7048,0,3.790965,3524,0.623264,0,0,0,9109.407853,0,1593.790885,405,7048,0.427097,6,8352.385172,405,0,12.088889,2,18218.815705,0,1,405,0.8,0,0.623264,3.532405,3.17,0.790129,40,0.34,0.071429,84,0.497161,84,0,5.381285,0
normalized-aim-50-2-0-3.xml.mzn_AND_NODATA,1,1.5,0.666667,4,2.666667,6.7,1,2,0.5,1,1,3,0,0,200,150,0.918296,208.49625,0,0,100,0.176777,0,50,0,1,450,0,0.881291,150,0.068397,0,0,0,150,0,200,100,400,0,2,208.49625,100,0,24.49,2.666667,400,0.176777,0.5,100,0,0.918296,0,4.358704,2.07,0.264028,36,0.04,0.5,4,0.170083,7,0,1.505823,0
normalized-aim-200-2-0-4.xml.mzn_AND_NODATA,1,1.5,0.666667,3.995,2.663333,6.715,1,2,0.500833,1,1,3,0,0,800,600,0.921593,832.815075,0,0.045415,400,0.177435,0,200.333333,0,1,1800,0,0.922841,600,0.074278,0,0,0,600,0,799.169925,400,1598,0.023472,2,832.815075,400,0,68.42,2.663333,1598,0.177435,0.666667,400,0.06,0.921593,0.017655,5.790181,2.24,0.230041,115,0.12,0.5,4,0.174063,7,0,1.57099,0
normalized-aim-100-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,1.33,0.75188,3.323333,2.498747,5.126667,0.501253,2,0.668333,1,0.333333,3,0.666667,0,600,200,0.999995,515.407538,0,0.993203,300,0.2001,0,200.5,0,1,998,0,1.580294,399,0.439234,200,200,0.498747,399,200,498.754888,300,997,0.35178,2,515.407538,100,199,4.226667,2.498747,997,0.2001,1,100,0.02,0.999995,0.283145,2.808773,2.11,0.570542,15,0.05,0.5,4,0.375699,7,0,1.555603,0
normalized-aim-200-3-4-sat-1_ext.xml.mzn_AND_NODATA,1,1.798333,0.55607,4.725,2.627433,7.573333,0.370714,2,0.552976,1,0.333333,3,0.666667,0,1200,400,0.952623,1475.019613,0,1.302519,600,0.184015,0.918296,331.785714,0,1,2558,0,2.2784,1079,0.532792,400,400,0.629286,1079,400,1241.50603,600,2835,0.572155,2,1475.019613,200,679,3.605,2.627433,2835,0.184015,1,200,0.11,0.952623,0.411986,2.404782,2.31,0.484364,12,0.15,0.25,8,0.370705,15,0,2.409164,0
normalized-aim-100-2-0-2.xml.mzn_AND_NODATA,1,1.5,0.666667,3.99,2.66,6.75,1,2,0.501667,1,1,3,0,0,400,300,0.924819,415.822575,0,0.080793,200,0.178086,0,100.333333,0,1,900,0,0.837356,300,0.073703,0,0,0,300,0,399.169925,200,798,0.033056,2,415.822575,200,0,37.735,2.66,798,0.178086,0.666667,200,0.02,0.924819,0.024937,5.338131,2.1,0.328495,75,0.06,0.5,4,0.176619,7,0,1.510346,0
normalized-army8-9ls.xml.mzn_AND_NODATA,1,1.509091,0.662651,7.236364,4.795181,49.290909,1,2,0.295613,1,1,64,0,0,440,332,2.097437,655.71776,0,1.899486,220,1.069877,0.37602,65.034921,0,1,996,0,2.099008,332,0.466524,0,0,0,332,0,618.683906,220,1592,0.317364,2,655.71776,220,0,9.840909,4.795181,1592,1.069877,0.666667,220,0.04,2.097437,0.226633,2.860616,2.16,0.284579,18,0.09,0.2,10,0.62125,68,0,3.501104,0
normalized-aim-100-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.333333,2.5,5.16,0.5,2,0.666667,1,0.333333,3,0.666667,0,600,200,1,516.9925,0,0.918296,300,0.2,0,200,0,1,1000,0,1.508074,400,0.439417,200,200,0.5,400,200,500,300,1000,0.353553,2,516.9925,100,200,5.36,2.5,1000,0.2,1,100,0.02,1,0.282843,3.253042,2.1,0.579573,17,0.05,0.5,4,0.375721,7,0,1.442333,0
normalized-aim-200-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667,2.498123,5.193333,0.500626,2,0.667778,1,0.333333,3,0.666667,0,1200,400,0.99999,1031.815075,0,0.972158,600,0.200149,0,400.666667,0,1,1998,0,1.449018,799,0.440748,400,400,0.499374,799,400,998.33985,600,1996,0.352372,2,1031.815075,200,399,6.366667,2.498123,1996,0.200149,1,200,0.08,0.99999,0.283048,3.530669,2.22,0.591716,27,0.1,0.5,4,0.379115,7,0,1.439747,0
normalized-5-fullins-4-7.xml.mzn_AND_NODATA,1,10.502304,0.095217,21.004608,5.61471,21.004608,1,7,0.451551,2.807355,1,5.61471,0,0,7595,11395,0,11395,0,3.541915,3045.98009,0,0.944504,489.932773,0,2.807355,22790,0,3.541915,11395,0.767947,0,0,0,31989.809337,0,4494.946931,1085,22790,0.467907,7,28364.564692,1085,0,8.522581,2,63979.618674,0,1.166667,1085,4.26,0,0.767947,3.512272,7.9,1.005255,100,1.55,0.04375,160,-1,160,0,-1,0
normalized-army13-24bt.xml.mzn_AND_NODATA,1,2.214286,0.451613,12.265306,5.539171,137.967347,1,2,0.201246,1,1,169,0,0,980,1085,2.195563,2378.396551,0,2.844593,490,1.378926,0.120286,98.61032,0,1,3255,0,2.784642,1085,0.458838,0,0,0,1085,0,1686.628544,490,6010,0.37542,2,2378.396551,490,0,12.202041,5.539171,6010,1.378926,0.5,490,0.57,2.195563,0.566774,2.683512,2.93,0.162774,15,0.32,0.068966,29,0.559381,216,0,5.019057,0
normalized-aim-100-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.19,0.840336,2.9,2.436975,4.393333,0.560224,2,0.744111,1,0.333333,3,0.666667,0,600,200,0.988508,448.25415,0,1.668793,300,0.203536,0.226794,223.233333,0,1,914,0,2.081276,357,0.447504,200,200,0.439776,357,200,444.171297,300,870,0.270138,2,448.25415,100,157,6.706667,2.436975,870,0.203536,1,100,0.02,0.988508,0.280846,3.596126,2.09,0.558312,20,0.04,0.4,5,0.427337,9,0,2.623953,0
normalized-aim-200-3-4-3.xml.mzn_AND_NODATA,1,2.2,0.454545,6.095,2.770455,10.425,1,2,0.328857,1,1,3,0,0,800,880,0.777218,1276.604575,0,0.485862,400,0.151795,0,131.542857,0,1,2640,0,1.845122,880,0.087882,0,0,0,880,0,1042.39527,400,2438,0.044292,2,1276.604575,400,0,53.925,2.770455,2438,0.151795,0.4,400,0.08,0.777218,0.049487,5.421176,2.27,0.208571,84,0.14,0.285714,7,0.153236,13,0,2.340076,0
normalized-anna-10.xml.mzn_AND_NODATA,1,3.572464,0.279919,7.144928,6.643856,7.144928,1,10,3.763869,3.321928,1,6.643856,0,0,1380,493,0,493,0,3.71276,458.426077,-1,2.480592,519.413965,-1,3.321928,986,0,3.71276,493,1.459621,0,0,0,1637.710551,0,277.691685,138,986,0.857916,10,1346.886277,138,0,2.318841,2,3275.421102,0,10,138,0.06,0,1.459621,0.9706,2.16,0.213966,4,0.05,0.140845,71,0.556255,71,0,6.12487,0
