@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0184,0.7546,0.4464,0.5862,0.8481,0.0003,0.0184,0.9295,0,0.0096,0.4463,4.7159,7.956,0.3333,1.3685,0.0195,0.4892,30.5522,37.091,0.4464,26.9901,34.2075,0.4462,29.7628,8.3954,0.4464,33415,37.2684,25.6255,1.2559,24.642,34235,2,0.0012,0.0048,0.0048,2,0.0184,820,0,0,0.0184,2,0.9961,16.7891,?,?,?,0,155.432,0.0096,0.0062,0.0062,0,0.0014,0.0048,0,0.0062,0.0096,0.4469,156,0.1656,0.0184,0.0245
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0.1908,0.0105,0.0564,0.5735,0.7665,0.0016,0.7382,0.9627,0.0455,0.0046,6.93,1.4423,0,7.9615,0.0455,0.2981,25.5122,25.9227,0.0258,25.4066,25.594,0.0004,25.4478,1.0085,0.0227,1892,25.9227,25.2953,0.0208,25.2953,1892,2.9908,0.1346,0.0127,0.0037,2,0.0486,110,0.0079,0.0144,0.0551,3,0.8663,0.3028,0.1265,0.1126,0.1062,1.4771,20.965,0.0428,0,0.008,0.2023,0.0787,0.0085,2.5543,0.037,0.0447,0.1145,21,0.4355,0.0581,0
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.7141,0.5507,0.7276,0.7837,0.2911,0.2832,0.7398,0.9448,3.3326,0.056,0.4982,15.9691,2.745,2.0757,9.8856,0.068,0.3952,0,0,0.7976,0,0,0,0,1.3572,0.8568,2448,0,0,0,0,16587,5.0817,0.9923,0.0135,0,4,0.0004,1584,0.2828,0.9856,0.0103,6,0.9683,0.2006,0.9614,0.0997,0.013,3.1456,91.6079,0.0004,0,0.6588,1.1261,0.0134,0.0023,2.4063,1,0.0065,1,92,0.6242,0.2104,5.7757
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2953,0.6256,0.0974,0.3659,0.0929,0.8819,0.5966,0.3999,2.2862,0.2837,0.0369,24.9964,1.8015,1.7619,19.5275,0.005,0.1946,15.9463,19.002,0.282,14.2902,17.3774,0.0002,16.6277,0.5945,0.2174,12009,19.002,13.4095,0.1634,12.7164,19904,6.721,0.3363,0.2122,0,5,0.0005,4408,0.2354,4.5479,0.0021,8,0.9442,1.8489,?,?,?,2.1598,303.241,0.0004,0,0.2858,5.6555,0.0115,0.0011,1.5912,0.9667,0.0021,0.975,304,5.8934,0.1329,0.6574
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.9523,0.7894,1.8075,0.7799,0.0869,0.9523,0.9181,2.694,0.0026,0.7182,53,43.6323,0.0345,628.333,0.0276,5.2527,62.0523,74,0.8299,57.0853,65.3696,0.5578,60.8018,51.4803,0.8547,212478,74.6232,54.2945,0.3398,50.5436,215164,3.232,9.1212,0.0015,0.0005,3,0.0009,2100,0.0363,0.1886,0.002,4,1.0181,0.1135,?,?,?,5.3919,926.091,0.0008,0.0634,0.1681,0.1807,0.1007,0.0009,4.8958,0.3039,0.0016,0.9296,949,0.0431,0.0096,0.0126
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.1883,0.5073,0.0977,0.3926,0.1236,0.8439,0.4677,0.5511,2.5365,0.2814,0.0369,14.5402,1.4727,2.4872,11.9656,0.011,0.1872,17.6982,20.1813,0.2949,15.9856,19.1586,0.0007,17.6757,0.4361,0.2382,5437,20.1813,15.8471,0.1137,15.8471,10578,5.9401,0.3771,0.1722,0.0002,4,0.0011,2856,0.2525,3.4009,0.0046,7,0.9305,0.187,?,?,?,2.3423,153.31,0.0009,0,0.2823,4.1381,0.0173,0.0018,1.5597,0.9467,0.0047,0.9618,153,0.4036,0.1506,0.9456
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.297,0,0.0136,0.2602,8.3598,0.003,0.6245,0.044,0.0299,0,1.4607,0.9011,0.0075,5.3182,0.0299,0.4089,34.9164,37.272,0.0011,32.0521,36.9746,0,36.8598,0.4373,0,670,37.272,31.707,0.0191,31.707,672,5.6015,0.0347,0.0134,0.006,5,0.009,135,0.0096,0.0086,0.009,7,0.8028,0.5135,0.4529,0.0433,0.0432,0.044,18.8214,0.0269,0,0.0008,0.2606,0.0987,0.0089,1.4061,0.1111,0.0298,0.105,19,0.3949,0.2,0.003
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.9802,0.9812,2.4079,0.8884,0.0673,0.9802,0.9433,3.2172,0.0017,0.9539,58.3636,98.7117,0.0215,50.4,0.0438,0.0488,94.6139,115.5,0.977,81.512,106.6333,0.1187,100.765,97.7799,0.9952,564372,115.5,72.0435,1.5739,72.0435,566749,2,1.7582,0.0012,0.0003,2,0.0041,2377,0.0733,0.1595,0.0041,2,0.9998,0.1296,?,?,?,5.8786,1135.55,0.0006,0.1204,0.3192,0.1917,0,0.0008,5.7387,0.4761,0.0013,1,1137,0.2014,0.0041,0.0042
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9999,0,0.0909,1,0,0.0427,0.5993,0,3.2526,0.3333,0,0.0909,0,0,0,0.5993,0,0,0.5992,0,3.2447,0.5993,1452,0,0,0,0,1628,2,0,0.022,0.022,2,0.0902,176,0,0,0.0902,2,1,0,0.0645,0.2045,0.093,0,29.6461,0.0427,0.0323,0.0323,0,0.0003,0.022,0,0.0323,0.0427,0.5993,30,0.18,0.0909,0.1212
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.9818,0.8903,2.4442,0.8848,0.0997,0.9818,0.9461,2.9496,0.0021,0.8088,1120.06,78.0576,0.0217,1537.12,0.0444,4.8186,89.9555,90.3362,0.8972,86.4351,90.2679,0.445,87.5385,84.8551,0.9206,354225,113.814,85.3636,0.6676,84.037,356340,2,4.6063,0.0015,0.0003,2,0.0058,2115,0.075,0.2536,0.0058,2,1.031,5.4057,?,?,?,4.9822,968.323,0.0005,0.0993,0.341,0.2844,0.1482,0.0009,4.4148,0.5203,0.0014,0.9996,1000,0.2459,0.0058,0.006
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0319,0.758,0.5077,0.5926,0.9544,0.0001,0.0319,0.9967,0,0.0175,0.5077,0.0008,6.6224,0.3333,0.0017,0.0357,48.3218,34.9281,39.1168,0.5077,30.7394,39.1168,0.5075,39.1168,6.496,0.5077,10528,39.1168,30.7394,0.0217,30.7394,10976,2,0.0007,0.0088,0.0088,2,0.0318,448,0,0,0.0318,2,0.999,51.449,?,?,?,0,83.1175,0.0175,0.0109,0.0109,0,0.0017,0.0088,0,0.0109,0.0175,0.5081,83,0.1523,0.0319,0.0426
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.0323,0.7581,0.509,0.5928,0.9571,0.0001,0.0323,0.9969,0,0.0178,0.509,0.0007,6.5961,0.3333,0.1894,0.0364,48.3632,39.2021,46.1625,0.509,32.2418,46.1625,0.5088,46.1625,6.4456,0.509,10230,46.1625,32.2418,0.0069,32.2418,10670,2,0.0002,0.009,0.009,2,0.0322,440,0,0,0.0322,2,0.9986,52.2781,?,?,?,0,81.6089,0.0178,0.011,0.011,0,0.0207,0.009,0,0.011,0.0178,0.5091,82,0.1556,0.0323,0.043
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.0191,0.7548,0.4505,0.5865,0.8255,0.0001,0.0191,0.947,0,0.011,0.4505,0.3172,7.3884,0.3333,1.3253,0.0222,23.6629,36.2486,40.4114,0.4506,28.8632,40.4114,0.4503,39.4714,5.4255,0.4506,28260,40.4114,28.8632,0.5561,28.8632,28980,2,0.0006,0.0055,0.0055,2,0.0191,720,0,0,0.0191,2,0.9953,3.3698,?,?,?,0,138.622,0.011,0.0065,0.0065,0,0.064,0.0055,0,0.0065,0.011,0.4508,139,0.3141,0.0191,0.0255
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0209,0.3685,0.0006,0.2773,0.4151,2.6844,0.4071,0.9302,0.6138,0.0731,0.0001,5.7268,1.1995,0.3697,5.955,0.0485,0.4294,26.0871,28.613,0.0448,23.664,28.4563,0,27.5729,0.9146,0.0026,958,28.613,22.5289,0.0117,22.5289,1078,5.4573,1.0878,0.0146,0.001,5,0.0052,226,0.079,0.4794,0.0116,7,0.8616,0.3735,0.7706,0.1075,0.0392,2.0746,30.3481,0.0084,0,0.0186,0.344,0.0581,0.0077,2.1846,0.7073,0.0233,0.763,30,0.3796,0.1722,0.1253
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1475,0.2739,0.995,0.2387,0.725,0.1245,0.1487,0.966,1.361,0.0158,0.8955,20.5616,10.1594,0.1233,14.4749,0.0173,0.3901,0,0,0.9587,0,0,0.002,0,10.1799,0.9951,47838,0,0,0,0,54220,3.2797,8.7827,0.007,0,3,0.0005,583,0.1092,0.5461,0.0032,4,0.9882,0.2678,0.8515,0.1093,0.0007,2.7085,218.97,0.0005,0,0.9379,0.8164,0.0035,0.002,4.7939,0.992,0.0088,0.9976,219,0.1897,0.0108,0.1334
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0,0.5238,0.0045,0,0.8131,1.5509,1,0.9599,0.2852,0.0357,0.0014,1.0951,0.7945,0,2.6165,0.0248,0.5299,19.6559,22.2048,0.0369,19.3295,19.79,0,19.4562,0.4813,0.0125,252,22.2048,17.6681,0.0409,17.6681,252,5.9417,0.0503,0.0317,0,5,0.0238,121,0.0918,0.1322,0.0241,6,0.8466,0.294,0.2,0.0476,0.0371,0.2852,17.5398,0.0238,0,0.0275,0.4427,0.0859,0.013,1.6763,0.3333,0.0248,0.2164,18,0.3615,0.4802,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.9446,0.8242,1.6247,0.7856,0.016,0.9446,0.9224,2.7956,0.0037,0.8157,165.596,34.2672,0.0417,19.1618,0.0356,0.1719,52.3187,60.5,0.8328,47.1605,54.2247,0.7852,50.7128,40.679,0.8333,109939,84.2656,45.5739,0.2901,44.3779,111739,3,12.7488,0.0023,0.0007,3,0.0012,1375,0.0423,0.1587,0.0029,3,0.9991,7.4239,?,?,?,5.0442,601.022,0.0011,0.0855,0.1852,0.1559,0.0002,0.0014,4.5398,0.3518,0.0025,0.8832,607,0.1328,0.012,0.0164
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.0039,0.751,0.5804,0.5792,0.5032,0.3374,0.0039,0.5658,0,0.0024,0.3476,3448.09,31.2083,0.3333,1116.75,0.0049,0.017,28.9153,28.9153,0.6441,28.9153,28.9153,0.0026,28.9153,27.9356,0.6969,624897,28.9153,28.9153,0,28.9153,628173,2,0.4418,0.0012,0.0012,2,0.0039,3276,0,0,0.0039,2,1.0031,2.2373,?,?,?,0,578.091,0.0024,0.0013,0.0013,0,0.0163,0.0012,0,0.0013,0.0024,0.8992,625,0.4233,0.0039,0.0052
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.9261,0.7805,1.3868,0.8286,0.0199,0.9261,0.9425,2.8138,0.0065,0.7717,22.1132,24.2171,0.0556,40.1228,0.0486,12.8502,65.6897,85.0653,0.7914,52.6116,80.3343,0.7442,58.8306,28.2707,0.7914,42889,85.0653,51.6067,0.9248,51.6067,43649,3,6.786,0.0037,0.0016,3,0.0034,760,0.0416,0.1324,0.0058,3,0.9956,0.1675,?,?,?,4.5152,323.116,0.0029,0.0854,0.1767,0.1355,0.0542,0.0026,4.0288,0.3026,0.0045,0.8412,325,0.0954,0.0168,0.0177
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.9532,0.713,0.7851,0.4767,0.4565,0.0803,0.955,0.649,2.6307,0.0005,0.7338,294.556,2.848,0,186.636,0.0019,0.1742,27.0885,36,0.8136,21.1356,28.1515,0.1601,23.5873,3.7458,0.8269,72812,72.4,20.1139,0.4645,15.0746,72812,6.8676,0.1103,0.0004,0.0001,6,0.0001,7534,0.0519,0.1731,0.0003,7,0.9853,0.372,0.3333,0.0042,0.0001,2.7181,2854.41,0.0001,0.4,0.7112,0.3917,0.0019,0.0002,3.0013,0.8378,0.0003,0.9305,2852,0.502,0.1035,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0203,0.3379,0.0174,0.4113,0.2788,0.9369,0.0205,0.6902,2.6207,0.0444,0.0131,9.8629,13.4842,0.2347,5.971,0.054,0.4565,13.9981,16.1796,0.4159,12.9027,15.0387,0.0006,13.9003,9.5469,0.3005,96618,16.8637,12.5008,0.3684,9.8761,146535,3.1858,2.0279,0.0426,0.0002,3,0.0002,526,0.3456,0.5896,0.0017,4,0.9948,0.2753,?,?,?,4.9323,123.089,0.0005,0,0.2395,0.842,0.0025,0.0041,4.1841,0.9465,0.0146,0.9725,123.5,0.3868,0.0044,0.5166
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.9742,0.8796,2.1832,0.8801,0.0253,0.9742,0.9563,2.8969,0.0035,0.8639,364.852,51.6619,0.0278,16.6618,0.0571,1.858,83.3543,93.3214,0.8962,76.4333,93.3214,0.832,89.9881,43.9585,0.8992,147105,93.3214,73.6742,1.3576,73.6742,148400,2,4.4658,0.0024,0.0006,2,0.0086,1295,0.0714,0.2428,0.0086,2,0.9999,7.5452,?,?,?,4.7775,591.869,0.001,0.102,0.294,0.2718,0.0009,0.0015,4.0895,0.4354,0.0024,0.9421,601,0.4008,0.0086,0.0088
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.9725,0.879,1.7007,0.8987,0.0238,0.9725,0.9596,2.7913,0.0086,0.8652,6.7953,25.0503,0.0455,10.2306,0.0952,14.0629,54.5767,64.3721,0.891,48.266,57.5667,0.8389,53.0811,24.0516,0.8913,24913,70.3538,48.1419,0.9593,46.429,25396,2,1.5649,0.0067,0.0026,2,0.0185,483,0.0766,0.1432,0.0185,2,1.0025,2.8397,?,?,?,3.71,212.005,0.0041,0.2672,0.4265,0.1841,0.0865,0.0042,3.1503,0.7606,0.0059,0.9849,212,0.2089,0.0185,0.0194
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2051,0.698,0.6406,0.5989,0.1271,0.4244,0.8122,0.634,2.6643,0.0099,0.1091,19.3266,1.5776,0.0055,19.7369,0.0171,0.216,20.3294,28.4135,0.71,16.7072,23.3481,0.0045,18.8098,0.9042,0.8354,11563,34.4604,14.0307,0.1555,12.5036,11563,5.7022,1.1273,0.0054,0,5,0.0005,1473,0.241,1.0956,0.0043,7,0.9315,0.1638,0.5,0.0432,0.0065,2.7799,527.261,0.0004,0,0.4796,1.0811,0.0094,0.0013,2.7189,0.8571,0.0022,0.9806,527,0.2683,0.1267,0
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0,0.5072,0.0033,0,0.8016,1.7615,1,0.9599,0.2274,0.0435,0.001,1.1078,0.7671,0,2.7011,0.0226,0.5343,21.2634,23.7133,0.0353,20.0839,21.6007,0,21.2852,0.4579,0.0146,276,23.7133,19.0545,0.0304,19.0545,276,6.0152,0.0561,0.029,0,5,0.0217,133,0.0793,0.1401,0.022,7,0.8428,0.3247,0.2,0.0435,0.034,0.2712,19.1935,0.0217,0,0.0201,0.4509,0.0826,0.0114,1.7094,0.3333,0.0226,0.262,19,0.3615,0.4819,0
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.104,0.3576,0.1712,0.2366,0.1505,0.6159,0.2202,0.4805,1.119,0.045,0.1563,72.9698,0.8,0.1365,66.1741,0.0047,0.2388,34.9264,37.5572,0.5539,35.4696,37.5572,0.0034,37.1414,0.4368,0.7183,10087,37.5572,29.5374,0.1491,29.5374,11158,3.9564,0.634,0.0162,0.0003,3,0.0006,1199,0.091,1.8329,0.0012,4,0.8293,0.2589,0.5556,0.0718,0.0315,1.3931,190.315,0.001,0,0.053,1.9106,0.0652,0.0014,1.268,0.5894,0.0042,0.909,190.5,0.8274,0.1046,0.1062
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2415,0.5526,0.0756,0.9928,0.1206,0.9193,0.5521,0.499,2.1954,0.2471,0.0283,16.3016,1.3709,1.8421,14.0239,0.0289,0.2026,16.9642,21.9515,0.2752,15.7147,18.7361,0.0003,16.0341,0.3977,0.2055,5950,21.9515,14.9793,0.0787,14.9793,10377,3.8874,0.3527,0.1696,0.0002,3,0.001,2754,0.2429,3.5252,0.0046,4,0.9208,0.3787,?,?,?,2.0945,180.864,0.0008,0,0.2476,4.0951,0.0181,0.0016,1.6444,0.9487,0.0044,0.9609,181,0.9364,0.1629,0.744
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.8333,0.6713,0.5832,0.4472,0.6788,0.0001,0.8333,0.8349,0,0.0139,0.5831,3.708,1.1278,0,6.4189,0.0278,0.2429,33.3541,37.3144,0.5832,32.0081,35.2104,0.5831,33.3253,0.6079,0.5832,432,37.3144,29.6164,0.0066,29.6164,432,4.1899,0.0001,0.0116,0,4,0.0255,180,0,0,0.0276,5,0.9326,0.2557,0.4,0.0463,0.0154,0,46.8335,0.0139,0.3333,0.3333,0.3222,0.0313,0.0077,1.2514,0.3333,0.0139,0.5833,47,0.3453,0.4167,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.962,0.8591,1.9397,0.8803,0.0268,0.962,0.9519,3.1807,0.0046,0.843,29.3121,41.4118,0.0347,18.1284,0.0718,0.0955,68.7286,83.6955,0.8708,60.607,83.6955,0.7394,72.6622,45.5226,0.8754,81400,83.6955,57.9496,1.2444,57.9496,82294,2.8412,3.6319,0.0031,0.0014,2,0.003,894,0.0659,0.1419,0.0102,3,0.9996,3.0479,?,?,?,4.971,401.554,0.0024,0.0608,0.2317,0.1752,0.0002,0.0022,4.6972,0.372,0.0037,0.9096,405,0.1265,0.0106,0.011
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.9797,0.7483,0.8884,1.9141,0.9308,0.0242,0.9797,0.978,2.8978,0.0055,0.8732,9.0903,40.1438,0.0345,9.6503,0.0714,0.0955,87.0601,112.3763,0.907,86.7222,112.3763,0.8589,87.2537,31.5407,0.9135,71848,112.3763,61.888,1.3776,61.888,72688,2,2.1544,0.0044,0.0006,2,0.0113,840,0.1013,0.1862,0.0113,2,0.9998,0.1247,?,?,?,4.3094,380.708,0.0022,0.2574,0.4433,0.415,0.0001,0.0018,4.6747,0.6211,0.0033,0.9556,380,0.2714,0.0113,0.0117
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9998,0,0.0909,1,0,0.0447,0.5993,0,3.2192,0.3333,0,0.0952,0,0,0,0.5993,0,0,0.5992,0,3.2254,0.5993,1386,0,0,0,0,1554,2,0,0.0231,0.0231,2,0.0902,168,0,0,0.0902,2,1,0,0.0645,0.2229,0.1013,0,28.5513,0.0447,0.0323,0.0323,0,0.0007,0.0231,0,0.0323,0.0447,0.5993,28,0.1778,0.0909,0.1212
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.9855,0.9743,2.4659,0.8806,0.0601,0.9855,0.9306,3.2003,0.0016,0.9493,6885.9,94.8668,0.02,41.0714,0.0408,0.1247,111.8842,149.3404,0.9762,99.6667,119.125,0.0942,106.0179,106.152,0.9935,580131,149.3404,86.5327,1.5597,86.5327,582679,2,1.6263,0.0012,0.0002,2,0.0043,2548,0.0652,0.253,0.0043,2,0.9998,4.5449,?,?,?,6.2244,1140.62,0.0003,0.2469,0.4056,0.2818,0,0.0008,6.0237,0.5558,0.0011,1,1197,0.245,0.0043,0.0044
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.9798,0.7508,0.8942,1.9099,0.8884,0.018,0.9798,0.9462,3.1132,0.0057,0.8817,11.8442,39.9959,0.0345,44.2013,0.0741,9.9717,74.6724,78.8059,0.9039,72.2411,76.037,0.848,75.3163,41.3569,0.9059,67460,80.8254,70.5017,0.3368,68.7101,68270,2,2.9491,0.0042,0.0006,2,0.0116,810,0.0719,0.1887,0.0116,2,1.0029,0.1997,?,?,?,4.3862,367.055,0.0021,0.2845,0.4523,0.4136,0.0407,0.0019,4.7054,0.5939,0.0034,0.9405,367,0.1331,0.0116,0.012
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.9723,0.7269,0.8895,1.8311,0.9643,0.0203,0.9723,0.9826,2.8225,0.009,0.8816,2.4321,36.1181,0.0345,7.0886,0.1333,13.0641,100.629,139.8061,0.9037,82.1311,139.8061,0.8698,119.633,30.3554,0.9039,31512,139.8061,60.9457,0.8272,60.9457,31962,2,1.7597,0.0067,0.0013,2,0.0138,450,0.0848,0.1313,0.0138,2,1.0008,0.2631,?,?,?,3.6208,204.262,0.0046,0.2308,0.3715,0.3882,0.02,0.0033,4.0122,0.5865,0.0066,0.9518,204,0.2388,0.0138,0.0143
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.9772,0.8835,2.3039,0.8917,0.0374,0.9772,0.9564,3.3837,0.0029,0.8561,21.8039,61.7148,0.0251,1091.88,0.0514,6.452,98.0937,120.516,0.9003,86.0426,108.375,0.766,102.6667,60.9642,0.9053,211251,120.516,80.6255,1.7532,79.7544,212885,2,7.7608,0.0022,0.0005,2,0.0075,1634,0.0818,0.2476,0.0075,2,1.1917,0.2171,?,?,?,5.7095,762.745,0.0008,0.0909,0.3036,0.2773,1.0562,0.0012,5.4059,0.5306,0.0019,0.9702,762,0.1292,0.0075,0.0077
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0236,0.4588,0.0003,0.3084,0.2863,1.2961,0.0236,0.8424,1.5106,0.0807,0.0001,12.7195,15.0293,0.5856,8.2423,0.0552,0.3831,20.3644,24.263,0.3005,18.5427,22.834,0,20.9361,14.9912,0.0764,53231,24.263,15.9327,0.1756,15.9327,118394,3.3989,0.8862,0.0767,0,3,0.0003,574,0.3534,0.8653,0.0023,4,0.9958,0.1434,?,?,?,3.5717,73.9715,0,0,0.1999,1.0511,0.0031,0.006,3.4291,1,0.0152,1,75,0.5684,0.0068,1.2242
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.0069,0.7517,0.3263,0.5807,0.6057,0.1553,0.0069,0.6509,0,0.0042,0.314,253.591,20.2505,0.3333,285.211,0.0084,0.6413,30.681,32.3426,0.3498,29.0075,31.7579,0.0046,31.03,15.2414,0.3542,205632,35.8509,28.5201,0.9679,27.1445,207536,2,12.2899,0.0021,0.0021,2,0.0069,1904,0,0,0.0069,2,1.0022,0.0115,?,?,?,0,371.636,0.0042,0.0023,0.0023,0,0.03,0.0021,0,0.0023,0.0042,0.4683,370,0.2472,0.0069,0.0093
