@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC

@DATA
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.79115,136,0.07,0.09,5.85,9.22,195,127.6,0.12,2,100,121,100,100,0.266799,2,195,0.0922,0.12,2,0.03,0.03,114,0.012048,12.833333,11.666667,0.654359,121,2,0.06,1.204824,14.166667
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.791037,136,0.07,0.105,5.88,10.34,196,128.943878,0.12,2,100,121,100,100,0.203524,2,196,0.1034,0.12,2,0.03,0.03,114,0.012347,12.833333,11.666667,0.657877,121,2,0.07,1.234666,14.166667
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.791492,136,0.07,0.1,5.76,10.14,192,128.71875,0.11,2,100,114,100,100,0.210251,2,192,0.1014,0.12,2,0.03,0.03,114,0.012571,13,11.833333,0.67041,121,2,0.07,1.25714,14.166667
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.791431,136,0.08,0.1,5.77,9.88,193,128.911917,0.12,2,100,114,100,100,0.213915,2,193,0.0988,0.12,2,0.029896,0.029896,114,0.01227,12.833333,11.666667,0.667937,121,2,0.07,1.227029,14.166667
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.791607,136,0.07,0.1,5.73,9.98,191,130.308901,0.11,2,100,114,100,100,0.208253,2,191,0.0998,0.12,2,0.03,0.03,114,0.01183,13,11.833333,0.682246,121,2,0.06,1.183047,14.2
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.780003,136,0.11,0.15,9.59,14.94,320,132.43125,0.17,2,100,121,100,100,0.223638,2,320,0.1494,0.19,2,0.029969,0.029969,114,0.015989,13.3,12.1,0.413848,121,2,0.11,1.598875,14.4
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.780308,136,0.12,0.15,9.45,15,316,136.14557,0.18,2,100,121,100,100,0.22448,2,316,0.15,0.19,2,0.029905,0.029905,114,0.017263,13.3,12.3,0.43084,121,2,0.11,1.726268,14.4
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.780538,136,0.11,0.15,9.36,14.76,312,135.653846,0.18,2,100,114,100,100,0.229624,2,312,0.1476,0.19,2,0.03,0.03,114,0.019551,13.555556,12.2,0.434788,121,2,0.08,1.955096,14.875
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.780208,136,0.12,0.15,9.5,14.9,317,133.725552,0.17,2,100,114,100,100,0.224893,2,317,0.149,0.19,2,0.029968,0.029968,114,0.014177,13.555556,12.2,0.421847,121,2,0.1,1.417745,14.4
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.769331,136,0.2,0.24,16.74,24.14,559,135.445438,0.26,2,100,121,100,100,0.276498,2,559,0.2414,0.29,2,0.029946,0.029946,114,0.023496,13.375,12.647059,0.2423,121,2,0.18,2.349553,14.375
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.769318,136,0.19,0.24,16.76,23.98,559,134.50805,0.25,2,100,121,100,100,0.275169,2,559,0.2398,0.28,2,0.029982,0.029982,114,0.023874,13.375,12.588235,0.240623,121,2,0.17,2.387384,14.294118
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.769267,136,0.2,0.25,16.81,24.66,561,133.966132,0.28,2,100,121,100,100,0.270754,2,561,0.2466,0.3,2,0.029964,0.029964,114,0.020602,13.4375,12.705882,0.238799,121,2,0.2,2.060194,14.133333
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.769022,136,0.2,0.24,17.06,24.1,570,132.085965,0.26,2,100,121,100,100,0.271467,2,570,0.241,0.3,2,0.02993,0.02993,114,0.023043,13.058824,12.235294,0.23173,121,2,0.19,2.304344,13.882353
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.795331,128,0.025,0.035,4.72,7.4,315,126.387302,0.055,2,200,121,200,200,0.265766,2,315,0.037,0.065,2,0.014984,0.014984,114,0.008139,13,10.5,0.40123,121,2,0.02,1.627882,14.75
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.795271,136,0.025,0.035,4.735,7.39,316,126.990506,0.065,2,200,114,200,200,0.274864,2,316,0.03695,0.07,2,0.014984,0.014984,114,0.008672,13,11,0.401869,121,2,0.02,1.73433,14.75
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.79557,136,0.025,0.035,4.66,7.36,311,128.553055,0.055,2,200,121,200,200,0.264593,2,311,0.0368,0.065,2,0.014984,0.014984,114,0.007906,13,11,0.413354,121,2,0.02,1.581265,14.75
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.795191,136,0.025,0.035,4.75,7.39,318,127.578616,0.06,2,200,121,200,200,0.270617,2,318,0.03695,0.075,2,0.014937,0.014937,114,0.008074,13,10.5,0.401191,121,2,0.02,1.614899,14.75
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.795749,136,0.03,0.04,4.615,8.36,308,129.62987,0.055,2,200,114,200,200,0.203094,2,308,0.0418,0.075,2,0.014984,0.014984,114,0.008747,13,10.4,0.420876,121,2,0.02,1.7494,15.333333
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.796105,136,0.03,0.04,4.525,8.38,302,131.463576,0.085,2,200,121,200,200,0.207924,2,302,0.0419,0.09,2,0.014983,0.014983,114,0.010423,13,11,0.43531,121,2,0.02,2.08461,15.6
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.795703,136,0.025,0.04,4.625,8.07,309,130.414239,0.06,2,200,121,200,200,0.224664,2,309,0.04035,0.07,2,0.014968,0.014968,114,0.008937,13,11,0.422053,121,2,0.02,1.787484,14.857143
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.795257,128,0.03,0.04,4.74,8.49,316,125.993671,0.06,2,200,114,200,200,0.213373,2,316,0.04245,0.095,2,0.015,0.015,114,0.009513,12.6,10.4,0.398714,121,2,0.025,1.902603,14.666667
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.791154,136,0.035,0.045,5.785,9.26,386,128.178756,0.055,2,200,121,200,200,0.221781,2,386,0.0463,0.06,2,0.014987,0.014987,114,0.005836,13,11.833333,0.332069,121,2,0.03,1.167219,14.166667
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.791381,128,0.035,0.045,5.725,9.25,382,129.712042,0.055,2,200,121,200,200,0.222263,2,382,0.04625,0.06,2,0.014987,0.014987,114,0.005868,13,11.833333,0.33956,121,2,0.03,1.173669,14.666667
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.791097,136,0.03,0.045,5.8,9.25,387,128.891473,0.055,2,200,121,200,200,0.223516,2,387,0.04625,0.06,2,0.014987,0.014987,114,0.00622,13,11.833333,0.333053,121,2,0.03,1.243986,14.166667
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.790997,136,0.035,0.045,5.825,9.26,389,128.282776,0.06,2,200,121,200,200,0.220676,2,389,0.0463,0.06,2,0.014974,0.014974,114,0.005684,13,11.833333,0.329776,121,2,0.03,1.136838,14.166667
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.790984,136,0.035,0.055,5.83,10.36,389,128.323907,0.06,2,200,121,200,200,0.175146,2,389,0.0518,0.06,2,0.014987,0.014987,114,0.006306,12.833333,11.666667,0.329882,121,2,0.03,1.261111,14.166667
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.791324,136,0.04,0.05,5.74,10.28,383,130.506527,0.06,2,200,114,200,200,0.168009,2,383,0.0514,0.06,2,0.014987,0.014987,114,0.006268,13,11.833333,0.340748,121,2,0.03,1.253635,14.166667
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.791054,136,0.04,0.05,5.81,10.32,388,130.451031,0.06,2,200,121,200,200,0.170337,2,388,0.0516,0.06,2,0.014974,0.014974,114,0.005739,12.833333,11.833333,0.336214,121,2,0.035,1.147868,14.166667
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.790842,136,0.04,0.055,5.865,10.44,392,128.561224,0.06,2,200,121,200,200,0.170823,2,392,0.0522,0.06,2,0.014962,0.014962,114,0.005887,12.833333,11.166667,0.327962,121,2,0.03,1.177455,14.166667
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.779643,136,0.06,0.075,9.68,15.5,646,131.900929,0.095,2,200,121,200,200,0.164085,2,646,0.0775,0.105,2,0.014985,0.014985,114,0.008515,13,11.9,0.204181,121,2,0.055,1.702939,14
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.779963,136,0.06,0.075,9.54,15.32,636,133.382075,0.09,2,200,121,200,200,0.163052,2,636,0.0766,0.1,2,0.015,0.015,114,0.008059,13.3,12.2,0.20972,121,2,0.055,1.611707,14.7
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.77981,136,0.06,0.075,9.605,15.4,641,132.792512,0.085,2,200,121,200,200,0.166277,2,641,0.077,0.1,2,0.014984,0.014984,114,0.008322,13.222222,12.111111,0.207165,121,2,0.055,1.664332,14.4
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.779743,136,0.06,0.075,9.635,15.37,643,131.953344,0.095,2,200,121,200,200,0.16644,2,643,0.07685,0.105,2,0.014984,0.014984,114,0.009073,13,12.2,0.205215,121,2,0.055,1.81469,14
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.768757,136,0.12,0.1525,17.24,30.3,1152,128.321181,0.165,2,200,114,200,200,0.172551,2,1152,0.1515,0.175,2,0.014965,0.014965,114,0.012855,12.75,12,0.11139,121,2,0.105,2.570992,13.5
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.768523,136,0.12,0.155,17.5,30.54,1169,128.079555,0.16,2,200,121,200,200,0.175753,2,1169,0.1527,0.175,2,0.01497,0.01497,114,0.012112,12.647059,12,0.109563,121,2,0.12,2.422478,13.388889
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.768748,136,0.125,0.155,17.255,30.48,1152,128.948785,0.165,2,200,114,200,200,0.172687,2,1152,0.1524,0.175,2,0.014978,0.014978,114,0.011968,12.777778,12.166667,0.111935,121,2,0.105,2.393658,13.625
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.768699,136,0.12,0.155,17.305,30.3,1156,128.551038,0.16,2,200,121,200,200,0.176531,2,1156,0.1515,0.18,2,0.01497,0.01497,114,0.013105,12.722222,12,0.111203,121,2,0.105,2.621068,13.5
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.79658,136,0.1,0.14,4.62,7.08,77,128.766234,0.2,2,50,114,50,50,0.337595,2,77,0.1416,0.22,2,0.06,0.06,114,0.0288,13,11,1.672289,121,2,0.1,1.44,14.8
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.796826,136,0.1,0.14,4.56,7.08,76,130.631579,0.14,2,50,121,50,50,0.33219,2,76,0.1416,0.18,2,0.06,0.06,114,0.022214,13,11,1.718837,121,2,0.1,1.110675,15.6
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.796433,136,0.1,0.14,4.64,7,78,133.833333,0.18,2,50,121,50,50,0.312619,2,78,0.14,0.2,2,0.059487,0.059487,114,0.025298,12,11,1.715812,128,2,0.1,1.264911,14.8
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.796679,145,0.1,0.14,4.58,6.88,77,133.701299,0.16,2,50,121,50,50,0.325632,2,77,0.1376,0.22,2,0.059481,0.059481,114,0.026725,13,10.571429,1.736381,121,2,0.1,1.336263,14.75
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.798562,136,0.1,0.14,4.12,6.96,69,138.681159,0.16,2,50,114,50,50,0.329455,2,69,0.1392,0.22,2,0.05971,0.05971,114,0.035091,13.75,11,2.009872,121,2,0.08,1.754537,17.333333
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.79658,136,0.1,0.16,4.62,7.6,77,130.441558,0.2,2,50,121,50,50,0.328612,2,77,0.152,0.22,2,0.06,0.06,114,0.032,13.2,11.25,1.694046,121,2,0.08,1.6,15.4
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.798329,136,0.1,0.14,4.18,7,70,144.714286,0.22,2,50,121,50,50,0.307429,2,70,0.14,0.26,2,0.059714,0.059714,114,0.040398,14,12,2.067347,121,2,0.08,2.019901,17.833333
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.796826,136,0.1,0.14,4.56,7.72,76,132.526316,0.22,2,50,121,50,50,0.305962,2,76,0.1544,0.24,2,0.06,0.06,114,0.03465,13.4,11.166667,1.743767,121,2,0.08,1.732513,15.6
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.792436,128,0.12,0.18,5.64,8.72,94,130.744681,0.22,2,50,121,50,50,0.299101,2,94,0.1744,0.22,2,0.06,0.06,114,0.026242,13.2,11.833333,1.390901,121,2,0.12,1.312098,14.2
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.792021,136,0.14,0.18,5.74,8.6,96,130.854167,0.18,2,50,114,50,50,0.303186,2,96,0.172,0.22,2,0.059792,0.059792,114,0.021166,13,11.833333,1.363064,121,2,0.12,1.058301,14.666667
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.791967,128,0.14,0.18,5.76,8.8,96,129.104167,0.18,2,50,121,50,50,0.308798,2,96,0.176,0.22,2,0.06,0.06,114,0.021909,13,12.333333,1.344835,121,2,0.12,1.095445,14.166667
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.79249,136,0.12,0.16,5.62,8.16,94,134.297872,0.18,2,50,121,50,50,0.292651,2,94,0.1632,0.2,2,0.059787,0.059787,114,0.019333,13.5,12.333333,1.428701,121,2,0.12,0.966644,14.8
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.791735,128,0.16,0.2,5.82,9.88,97,127.639175,0.22,2,50,114,50,50,0.266245,2,97,0.1976,0.24,2,0.06,0.06,114,0.0232,13,11.833333,1.315868,121,2,0.16,1.16,14.166667
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.792436,136,0.14,0.2,5.64,9.6,94,132.202128,0.22,2,50,114,50,50,0.291019,2,94,0.192,0.24,2,0.06,0.06,114,0.032496,13,11.833333,1.406406,121,2,0.12,1.624808,14.666667
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.79291,136,0.14,0.18,5.52,9.32,92,134.902174,0.22,2,50,121,50,50,0.254244,2,92,0.1864,0.24,2,0.06,0.06,114,0.028408,13.4,12.333333,1.466328,121,2,0.12,1.420422,15.4
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.792302,136,0.14,0.2,5.66,9.32,95,131.578947,0.2,2,50,121,50,50,0.284263,2,95,0.1864,0.24,2,0.059579,0.059579,114,0.029241,13,11.166667,1.385042,121,2,0.1,1.462053,14.666667
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.780861,136,0.24,0.28,9.36,14.04,156,136.141026,0.3,2,50,121,50,50,0.344264,2,156,0.2808,0.34,2,0.06,0.06,114,0.027701,13.555556,12,0.872699,121,2,0.24,1.385063,14.777778
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.780167,136,0.22,0.28,9.66,14.16,161,133.881988,0.34,2,50,121,50,50,0.343478,2,161,0.2832,0.34,2,0.06,0.06,114,0.033072,13,11.9,0.831565,128,2,0.2,1.653602,14.25
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.780167,128,0.22,0.28,9.66,14.32,161,130.869565,0.32,2,50,114,50,50,0.316866,2,161,0.2864,0.38,2,0.06,0.06,114,0.036538,12.9,11.9,0.812854,121,2,0.2,1.82691,14.3
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.780504,136,0.22,0.26,9.5,13.6,159,134.855346,0.3,2,50,121,50,50,0.335023,2,159,0.272,0.34,2,0.059748,0.059748,114,0.031241,13.555556,12.3,0.848147,121,2,0.22,1.56205,14.7
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.768922,136,0.36,0.44,17.38,22.24,290,129.013793,0.46,2,50,114,50,50,0.466783,2,290,0.4448,0.54,2,0.059931,0.059931,114,0.04859,13.058824,12.235294,0.444875,121,2,0.36,2.429486,13.555556
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.769284,136,0.34,0.44,16.98,21.6,284,133.098592,0.48,2,50,121,50,50,0.451878,2,284,0.432,0.54,2,0.059789,0.059789,114,0.045782,13.294118,12.235294,0.468657,121,2,0.32,2.289105,14.117647
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.770237,136,0.34,0.42,16.04,20.96,268,139.238806,0.44,2,50,121,50,50,0.430054,2,268,0.4192,0.5,2,0.059851,0.059851,114,0.039992,13.8125,13.058824,0.519548,121,2,0.32,1.9996,15
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.769912,136,0.36,0.44,16.36,21.64,273,137.996337,0.46,2,50,121,50,50,0.453989,2,273,0.4328,0.54,2,0.059927,0.059927,114,0.043774,13.75,12.5625,0.505481,121,2,0.3,2.188698,14.785714
ash331GPIA-3.xml.watchless.minion.gz,1,0.236166,324,0.018127,0.019637,12.643505,12.63142,0,324,0.022659,3,662,324,662,662,0.040998,3,4185,0.019081,0.034743,3,0.003021,0.003021,324,0.004302,33,32,0.077419,324,3,0.001511,2.848137,35
ash331GPIA-4.xml.watchless.minion.gz,1,0.236166,263,0.018127,0.019637,12.643505,12.63142,0,263,0.022659,4,662,263,662,662,0.040998,4,4185,0.019081,0.034743,4,0.003021,0.003021,263,0.004302,27,26,0.062843,263,4,0.001511,2.848137,27
ash608GPIA-3.xml.watchless.minion.gz,1,0.232574,324,0.009868,0.010691,12.901316,12.901316,0,324,0.009868,3,1216,324,1216,1216,0.036705,3,7844,0.01061,0.016447,3,0.001645,0.001645,324,0.002198,33,32,0.041305,324,3,0.000822,2.672681,35
ash608GPIA-4.xml.watchless.minion.gz,1,0.232574,263,0.009868,0.010691,12.901316,12.901316,0,263,0.009868,4,1216,263,1216,1216,0.036705,4,7844,0.01061,0.016447,4,0.001645,0.001645,263,0.002198,27,26,0.033529,263,4,0.000822,2.672681,27
ash958GPIA-3.xml.watchless.minion.gz,1,0.230512,324,0.006785,0.006785,13.05428,13.05428,0,324,0.007829,3,1916,324,1916,1916,0.037053,3,12506,0.006813,0.012526,3,0.001044,0.001044,324,0.001466,33,32,0.025908,324,3,0.000522,2.807903,35
ash958GPIA-4.xml.watchless.minion.gz,1,0.230512,263,0.006785,0.006785,13.05428,13.05428,0,263,0.007829,4,1916,263,1916,1916,0.037053,4,12506,0.006813,0.012526,4,0.001044,0.001044,263,0.001466,27,26,0.02103,263,4,0.000522,2.807903,27
bf-0432-007_ext.xml.minion.converted.minion.gz,1,0.839212,260,0.006186,0.006186,4.782474,5.826804,1942,266.301081,0.01134,2,970,237,970,970,0.290862,1,1943,0.006007,0.027835,2,0.002461,0.002461,38,0.002785,26.4,15.666667,0.137057,250,2,0,2.701069,36.75
bf-1355-075_ext.xml.minion.converted.minion.gz,1,0.816032,250,0.0044,0.00165,3.026403,4.045105,2047,182.930698,0.006051,2,1818,121,1818,1818,0.566259,1,2049,0.002225,0.006601,2,0.001477,0.001477,66,0.001586,22,7.333333,0.089278,121,2,0,2.882585,33
bf-1355-638_ext.xml.minion.converted.minion.gz,1,0.773016,253,0.007519,0.003759,1.503759,2.357143,339,219.436578,0.009398,2,532,253,532,532,0.232331,2,339,0.004431,0.011278,2,0.004436,0.004436,38,0.002872,4,0,0.647306,253,2,0.00188,1.528023,47
bf-2670-001_ext.xml.minion.converted.minion.gz,1,0.861272,487,0.003215,0.001608,2.471865,2.758842,1354,353.213442,0.006431,2,1244,136,1244,1244,0.202673,2,1354,0.002218,0.023312,2,0.001826,0.001826,26,0.001986,47,25,0.260867,487,2,0.000804,2.470672,53
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,0.704805,45,0.254808,0.129808,40.543269,40.538462,4216,75.241878,0.490385,26,208,28,208,208,0.434877,1,4217,0.194896,0.5,13,0.009614,0.009614,17,0.20237,?,?,0.017843,45,52,0,42.092943,?
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,0.765547,119,0.265625,0.140625,13.453125,13.4375,430,177.902552,0.46875,8,64,69,64,64,0.428978,1,431,0.209961,0.5,4,0.031214,0.031214,58,0.191663,11.444444,8.625,0.412767,119,16,0,12.266411,73
