@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S930506247-025.SATISFIABLE.cnf,1,0.0077,0.0077,14.2533,0.0077,0.0102,87,97,11.7805,400,87,87.6061,79,87.5237,79,97,0.0151
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,0.0047,0.0047,25.0459,0.0047,0.0078,141,151,19.394,650,141,140.577,129,140.598,129,152,0.0094
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S919014656-003-UNKNOWN.cnf,1,0.0001,0.0001,737.667,0.0001,0.0002,5345,5391,650.333,25000,5331,5338.33,5301,5323.33,5281,5331,0.0003
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.05,0.05,8.6734,0.05,0.05,20,25,7.6824,100,20,20.1614,16,20.1533,16,24,0.0459
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S251246256-047.cnf,1,0.0063,0.0063,43.5185,0.0063,0.0063,153,166,35.8715,800,153,153.067,140,152.627,140,166,0.0197
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0.0056,0.0056,47.5786,0.0056,0.0056,172,186,37.902,900,173,172.729,159,173.323,159,187,0.0179
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S501033814-049.SATISFIABLE.cnf,1,0.0778,0.0778,10.5296,0.0778,0.0778,15,19,10.4552,90,15,15.2343,12,15.3742,11,19,0.0111
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,0.0025,0.0025,103.829,0.0025,0.0025,382,403,78.8421,2000,383,383.021,363,382.791,361,402,0.0091
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S608588601-044.SATISFIABLE.cnf,1,0.0044,0.0044,24.3939,0.0044,0.0058,152,164,19.5965,700,152,151.452,140,151.406,140,162,0.0087
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0063,0.0063,44.2246,0.0063,0.0063,153,165,36.8811,800,154,152.437,141,153.889,139,167,0.0197
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.0083,0.0083,34.5167,0.0083,0.0083,115,125,29.066,600,115,114.944,104,114.511,105,125,0.0243
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.0076,0.0076,13.3515,0.0074,0.0124,90,99,10.8837,420,90,89.8181,81,89.8252,81,99,0.015
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S661850551-087.cnf,1,0.0056,0.0056,49.4173,0.0056,0.0056,171,186,40.1566,900,172,171.614,159,172.469,158,187,0.0179
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1854213938-15.cnf,1,0.0318,0.0318,19.549,0.0318,0.0318,36,43,19.9178,220,36,36.1581,30,36.2086,30,43,0.0117
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S511186849-048-UNKNOWN.cnf,1,0.0467,0.0467,14.0635,0.0467,0.0467,25,30,14.233,150,25,24.9962,20,24.923,20,30,0.0117
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S769702923-04.cnf,1,0.0063,0.0063,46.7301,0.0063,0.0063,152,165,38.5152,800,153,151.93,139,152.106,138,165,0.0197
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1733990810-090.cnf,1,0.0066,0.0066,12.8464,0.0066,0.0088,102,112,10.9432,460,102,101.82,92,101.839,92,111,0.013
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,0.05,0.05,9.0282,0.05,0.05,20,25,8.1599,100,20,20.1123,16,19.9844,16,24,0.0459
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1106616038-10.cnf,1,0.0002,0.0002,924.4,0.0002,0.0003,4074,4144,347,19000,4056,4076.4,0,3260,3978,4078,0.0003
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S998136463-10.cnf,1,0.0292,0.0292,21.0425,0.0292,0.0292,40,46,21.2913,240,39,39.7905,33,39.5,33,46,0.0117
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,0.0233,0.0233,25.7178,0.0233,0.0233,49,57,26.0815,300,49,49.6331,42,49.3314,42,57,0.0117
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1214515938-10.SAT.shuffled.cnf,1,0.1273,0.1273,7.5094,0.1273,0.1273,10,12,6.8975,55,10,9.654,7,9.6915,7,13,0.011
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S644655157-049.cnf,1,0.0417,0.0417,10.3785,0.0417,0.0417,24,29,9.3441,120,24,23.9378,19,23.8989,19,29,0.0454
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S318878687-017.cnf,1,0.0318,0.0318,19.5297,0.0318,0.0318,36,43,20.0712,220,36,36.4506,30,36.2136,30,43,0.0117
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.0005,0.0005,197.271,0.0005,0.001,1274,1302,97.1091,6000,1287,1272.45,1239,1256.31,1239,1310,0.0011
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1924010222-09.UNSAT.shuffled.cnf,1,0.0051,0.0051,24.0395,0.0051,0.0085,130,141,19.056,600,130,130.103,120,130.377,119,141,0.0101
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1456895752-14.SAT.shuffled.cnf,1,0.0625,0.0625,7.1947,0.0625,0.0625,16,20,6.3588,80,16,16.246,13,16.2613,13,20,0.0461
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S977705304-066-UNKNOWN.cnf,1,0.0003,0.0003,310.353,0.0003,0.0006,2123,2154,166.6,10000,2127,2119.72,2108,2132.82,2083,2165,0.0006
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1818639567-059.cnf,1,0.05,0.05,13.0022,0.05,0.05,23,28,13.4412,140,23,23.1026,19,23.3961,19,28,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S2028777924-038.cnf,1,0.1,0.1,8.8775,0.1,0.1,12,15,8.6652,70,12,12.0707,9,12.0306,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1796956909-029.cnf,1,0.1077,0.1077,8.2709,0.1077,0.1077,11,14,7.7903,65,11,11.3342,8,11.3192,8,14,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1279315365-067.cnf,1,0.0002,0.0002,1625.71,0.0002,0.0003,3814,3892,321.067,18000,3835,3824.53,0,3323.43,3772,3922,0.0004
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2051531193-03.cnf,1,0.0004,0.0004,200.289,0.0004,0.0007,1481,1536,138.702,7000,1485,1455.26,1454,1486.37,1444,1526,0.0009
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1256256213-053-UNKNOWN.cnf,1,0.0003,0.0003,280.421,0.0003,0.0006,2120,2170,155.231,10000,2136,2128.19,2089,2131.74,2098,2171,0.0006
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S353643296-086.cnf,1,0.0062,0.0062,17.6553,0.0061,0.0102,107,117,14.1739,500,108,107.527,98,107.709,98,118,0.0123
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1119314619-090.cnf,1,0.0005,0.0005,187.294,0.0005,0.001,1280,1307,99.1091,6000,1274,1281.2,1243,1250.27,1243,1302,0.001
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,0.005,0.005,55.2051,0.005,0.005,192,206,43.9216,1000,191,191.757,177,191,179,206,0.0165
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,0.0001,0.0001,1041,0.0001,0.0002,8561,8564,1032.6,40000,8536,8546.2,8536,8536,8492,8536,0.0002
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1332146811-066.cnf,1,0.0002,0.0002,492.667,0.0002,0.0003,3802.5,3852,328.357,18000,3777.5,3813.71,3747,3783.17,3778,3801,0.0004
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0.05,0.05,13.5123,0.05,0.05,23,28,13.6572,140,23,23.0061,19,23.0023,18,28,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1920526651-049.SATISFIABLE.cnf,1,0.0049,0.0049,20.5312,0.0048,0.008,139,150,16.493,650,139,138.848,128,138.91,128,150,0.0097
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0.0286,0.0286,14.4042,0.0286,0.0286,34.5,41,13.0009,175,35,34.5579,29,34.7398,29,41,0.0426
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0083,0.0083,33.6531,0.0083,0.0083,115,127,28.0135,600,115,115.571,103,114.783,104,126,0.0243
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.0455,0.0455,9.6844,0.0455,0.0455,22,27,8.7825,110,22,21.9873,17,21.9458,18,27,0.0457
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.05,0.05,8.8232,0.05,0.05,20,25,7.8581,100,20,20.1564,16,20.0209,16,24,0.0458
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1089058690-02.SAT.shuffled.cnf,1,0.0048,0.0048,21.2962,0.0047,0.0079,141,153,17.044,650,141,141.16,130,140.91,130,152,0.0094
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1159550149-077.cnf,1,0.0556,0.0556,8.2603,0.0556,0.0556,18,22,7.3426,90,18,18.0908,14,18.1654,14,22,0.0461
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S45173584-020.cnf,1,0.005,0.005,54.3957,0.005,0.005,191,205,43.8848,1000,189,192,174,189.446,178,207,0.0165
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S2053050899-08.cnf,1,0.0437,0.0437,14.8869,0.0437,0.0437,26,32,15.0481,160,27,26.6575,22,26.5476,22,32,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,0.0667,0.0667,7.4953,0.0667,0.0667,15,19,6.5054,75,15,15.2286,12,15.2412,12,19,0.0462
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1307117813-09.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.2554,0.0933,0.0933,13,16,8.9131,75,13,12.9067,10,12.977,10,16,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,0.0333,0.0333,11.8003,0.0333,0.0333,30,36,10.7022,150,30,29.9599,25,29.8334,25,35,0.044
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1534329206-02.SAT.shuffled.cnf,1,0.0933,0.0933,9.2856,0.0933,0.0933,13,16,8.8795,75,13,13.0068,10,12.9836,10,16,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S271997978-024.SATISFIABLE.cnf,1,0.0778,0.0778,10.5369,0.0778,0.0778,15,19,10.3888,90,15,15.3495,12,15.3813,12,19,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,0.0051,0.0051,19.9502,0.0051,0.0068,131,141,16.1385,600,131,130.917,121,131.069,121,142,0.0101
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.0032,0.0032,24.0021,0.0022,0.0065,200,213,19.7918,990,200,199.64,187,199.79,187,213,0.0064
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S2051339669-029.cnf,1,0.0318,0.0318,19.5282,0.0318,0.0318,36,43,19.9577,220,36,36.2115,30,36.2167,30,43,0.0117
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1411264373-05.UNSAT.shuffled.cnf,1,0.0455,0.0455,9.4775,0.0455,0.0455,22,27,8.6281,110,22,21.9955,18,22.03,18,27,0.0455
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1171422074-087.cnf,1,0.1077,0.1077,8.5739,0.1077,0.1077,11,14,8.0189,65,11,11.2937,8,11.2356,8,14,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.0086,0.0086,12.9009,0.0085,0.0113,79,87,10.702,360,79,78.7696,71,78.912,70,87,0.0167
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,0.0025,0.0025,108.297,0.0025,0.0025,381.5,407,93.337,2000,382,378.087,361,379.655,358,403,0.0091
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1528563858-100.cnf,1,0.0064,0.0064,18.4072,0.0064,0.0085,104,114,15.0697,480,104,104.053,94,103.996,94,114,0.0126
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S313074252-14.cnf,1,0.0008,0.0008,112.207,0.0008,0.0015,851,874,72.8957,4000,846,851.852,820,841.514,826,881,0.0016
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.0556,0.0556,8.2445,0.0556,0.0556,18,22,7.3983,90,18,18.1024,14,18.1188,14,22,0.046
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,0.14,0.14,6.8056,0.14,0.14,9,12,6.3245,50,9,8.9081,6,8.923,6,12,0.011
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S960198064-030.SATISFIABLE.cnf,1,0.0055,0.0055,17.1461,0.0055,0.0074,121,132,14.019,550,121,120.913,110,120.911,110,131,0.0109
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S1180773190-07.SAT.shuffled.cnf,1,0.05,0.05,9.1926,0.05,0.05,20,24,8.3329,100,20,19.9834,16,19.9513,16,24,0.0458
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,0.05,0.05,9.0936,0.05,0.05,20,24,8.135,100,20,20.0468,16,20.0916,16,24,0.0459
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0048,0.0048,22.4625,0.0047,0.0079,139,150,17.7515,650,139,139.138,129,139.327,128,151,0.0096
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S94779963-093-UNKNOWN.cnf,1,0.0175,0.0175,34.0352,0.0175,0.0175,65,76,33.7063,400,66,66.049,59,66.1572,57,74,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S912111154-025.UNKNOWN.cnf,1,0.0056,0.0056,22.5442,0.0056,0.0093,119,129,17.7847,550,118,118.637,108,118.401,108,129,0.0111
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0.1167,0.1167,7.8784,0.1167,0.1167,10,13,7.5227,60,10,10.5065,8,10.5249,8,13,0.011
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.035,0.035,18.1953,0.035,0.035,33,39,18.0542,200,33,33.2985,27,33.1162,27,39,0.0117
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.0002,0.0002,456.8,0.0002,0.0004,3417.5,3477,343.8,16000,3415,3431,3318,3405.4,3335,3427,0.0004
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1490060417-003.cnf,1,0.0005,0.0005,159.736,0.0005,0.001,1280,1308,95.1774,6000,1282,1280.6,1243,1281.38,1252,1316,0.0011
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.005,0.005,57.122,0.005,0.005,191,206,45.1117,1000,190,190.442,176,189.884,176,205,0.0165
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1019153514-04.SAT.shuffled.cnf,1,0.0455,0.0455,9.5205,0.0455,0.0455,22,27,8.573,110,22,22.0208,18,22.0298,18,27,0.0455
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,0.0467,0.0467,14.0232,0.0467,0.0467,25,30,14.1585,150,25,24.9756,20,24.8368,20,30,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1985868475-070.SATISFIABLE.cnf,1,0.0042,0.0042,23.3739,0.0041,0.0068,162,174,18.3037,750,162,161.91,150,161.985,149,174,0.0083
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S2126130224-030.cnf,1,0.0002,0.0002,410,0.0002,0.0004,3385,3428,352.467,16000,3404,3166.6,3355,3395.43,3299,3412,0.0004
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,0.035,0.035,18.1231,0.035,0.035,33,39,17.9585,200,33,32.9523,27,33.0456,27,39,0.0117
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1449408666-02-SAT.cnf,1,0.0027,0.0027,28.7435,0.0018,0.0046,235,250,22.3545,1170,235,235.164,221,235.054,221,250,0.0054
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1,0.0048,0.0048,21.0191,0.0047,0.0095,140,151,16.611,650,140,139.832,128,139.595,128,151,0.0096
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1627256190-14.cnf,1,0.0045,0.0045,59.7414,0.0045,0.0045,211,226,50.54,1100,209,209.668,195,209.435,195,226,0.0153
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0.0933,0.0933,9.5347,0.0933,0.0933,13,16,9.1323,75,13,12.9233,10,12.8948,10,16,0.0111
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S2125310989-062.cnf,1,0.1,0.1,8.6349,0.1,0.1,12,15,8.3665,70,12,12.0915,9,12.1973,9,16,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1,0.0875,0.0875,9.608,0.0875,0.0875,14,17,9.53,80,14,13.7155,10,13.704,10,17,0.0111
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0.1077,0.1077,8.4915,0.1077,0.1077,11,14,7.997,65,11,11.2968,8,11.2427,8,14,0.0111
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S434028979-077-UNKNOWN.cnf,1,0.0006,0.0006,143.658,0.0006,0.001,1073.5,1098,89.8171,5000,1076.5,1072.57,1042,1061.88,1042,1108,0.0013
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1674394075-027.cnf,1,0.0083,0.0083,12.6126,0.0082,0.0109,81,90,10.4606,380,81,81.5963,73,81.4545,73,90,0.0163
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S269939581-066-UNKNOWN.cnf,1,0.0001,0.0001,672,0.0001,0.0002,5309,5340,745.111,25000,5279,4719.11,5272,5319,0,5279,0.0003
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0.1,0.1,8.8284,0.1,0.1,12,15,8.5442,70,12,12.0574,9,12.0903,9,15,0.0111
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1257199575-18.UNSAT.shuffled.cnf,1,0.0063,0.0063,20.797,0.0062,0.0103,106,116,16.7268,500,106,106.149,97,106.186,97,116,0.0125
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.1,0.1,8.6367,0.1,0.1,12,15,8.4306,70,12,12.1301,9,12.0976,9,15,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1235135694-059.UNKNOWN.cnf,1,0.0048,0.0048,23.7816,0.0047,0.0079,139,150,18.8537,650,138,138.957,127,138.741,128,150,0.0095
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S786890012-057.cnf,1,0.0055,0.0055,17.861,0.0055,0.0091,122,132,14.2771,560,122,121.71,111,121.707,111,132,0.0109
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,0.0057,0.0057,19.7923,0.0056,0.0093,118,128,16.2924,550,118,118.124,108,118.154,108,128,0.0112
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0667,0.0667,7.1424,0.0667,0.0667,15,19,6.199,75,15,15.2631,12,15.3067,12,19,0.0462
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1767813611-042.cnf,1,0.0455,0.0455,9.5241,0.0455,0.0455,22,27,8.6632,110,22,22.0012,18,21.9215,18,26,0.0456
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.0002,0.0002,458.25,0.0002,0.0003,4045,4083,353.909,19000,4032,4046.91,3974,4031.75,3995,4072,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S720914503-051-UNKNOWN.cnf,1,0.0006,0.0006,154.96,0.0006,0.001,1062,1095,89.023,5000,1068,1064.77,1038,1056.09,1041,1099,0.0013
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1342589780-15.cnf,1,0.005,0.005,55.6859,0.005,0.005,193,207,43.8213,1000,190.5,191.725,177,190.234,178,205,0.0165
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,0.0875,0.0875,9.8455,0.0875,0.0875,13,17,9.6943,80,14,13.6696,10,13.7791,10,17,0.0111
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S333805260-05.cnf,1,0.0389,0.0389,16.3031,0.0389,0.0389,30,36,16.8734,180,30,29.9416,25,30.0205,24,36,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.0041,0.0041,24.5025,0.0041,0.0054,162,174,19.4466,750,162,161.838,150,162.302,150,174,0.0082
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.05,0.05,13.3458,0.05,0.05,23,28,13.5072,140,23,23.1489,19,23.2564,19,28,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,0.0039,0.0039,24.734,0.0038,0.0051,174,186,19.6041,800,174,174.237,161,173.923,162,187,0.0077
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1898939887-14.cnf,1,0.0318,0.0318,19.5396,0.0318,0.0318,37,43,19.9844,220,36,36.6326,30,36.2179,31,43,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,0.0286,0.0286,14.0336,0.0286,0.0286,34,40,12.6559,175,34,34.5829,29,34.7097,29,41,0.0425
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1036103820-03.cnf,1,0.0071,0.0071,39.6391,0.0071,0.0071,134,147,32.9302,700,134,134.873,123,134.087,123,147,0.0218
