@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC

@DATA
test1_quant2,1,0.628378,0.535206,343.5,0.868441,1209,1.988565
test1_quant3,1,0.647368,0.533191,441,0.875502,1599,2.022672
test1_quant_squaring2,1,0.628378,0.535206,343.5,0.868441,1209,1.988565
test1_quant_squaring3,1,0.659483,0.53192,346,0.879981,1989,1.940981
test3_quant2-shuffled,1,0.581649,0.540084,112,0.851563,374,1.995334
test3_quant4,1,0.621885,0.535759,162,0.866512,574,2.040087
test3_quant_squaring4,1,0.643392,0.533501,101,0.87441,774,1.931006
test4_quant2,1,0.544931,0.544384,151,0.836938,473,2.023041
test4_quant4,1,0.592193,0.539103,211,0.854935,713,2.056478
test4_quant_squaring2,1,0.544931,0.544384,151,0.836938,473,2.023041
test4_quant_squaring4,1,0.618831,0.53621,129.5,0.86494,953,1.950649
test5_quant5-shuffled,1,0.701382,0.527351,168,0.896269,660,2.069075
test5_quant_squaring5-shuffled,1,0.705631,0.527009,93.6,0.8975,990,1.905203
texas.ifetch1^4.E-f4-shuffled,1,0.333295,0.5714,1473,0.750087,2888,2.190767
texas.ifetch1^9.E-f4-shuffled,1,0.333293,0.571399,1417.5,0.750091,2752,2.159985
TOILET10.1.iv.20-shuffled,1,0.20262,0.687381,425,0.454796,727,2.238573
TOILET16.1.iv.32-shuffled,1,0.171138,0.73164,1064,0.366792,1837,2.20831
TOILET7.1.iv.13-shuffled,1,0.226023,0.668761,198,0.495303,337,2.250168
TOILET7.1.iv.14-shuffled,1,0.224502,0.668876,213.5,0.495046,361,2.254353
toilet_a_02_01.2-shuffled,1,0.307692,0.604651,8,0.653846,12,1.897436
toilet_a_02_10.2-shuffled,1,0.073529,0.817768,44,0.222841,30,2.122549
toilet_a_04_10.2-shuffled,1,0.098434,0.8,68,0.25,88,2.058166
toilet_a_06_01.4-shuffled,1,0.647149,0.530322,40,0.885648,420,1.485362
toilet_a_06_10.2-shuffled,1,0.237819,0.689793,92,0.44971,410,1.87819
toilet_a_08_01.4-shuffled,1,0.862083,0.508023,52,0.968417,2094,1.184026
toilet_a_08_10.2-shuffled,1,0.52187,0.568655,116,0.758534,2076,1.543489
toilet_a_10_01.11-shuffled,1,0.885894,0.506171,176,0.975618,10450,1.157257
toilet_a_10_01.5-shuffled,1,0.946432,0.502566,80,0.989787,10318,1.071088
toilet_a_10_10.2-shuffled,1,0.799844,0.517919,140,0.930803,10270,1.225078
toilet_c_02_01.2-shuffled,1,0.162162,0.657895,8,0.52,6,1.945946
toilet_c_04_01.4-shuffled,1,0.248649,0.663462,28,0.507246,46,2.075676
toilet_c_04_10.2-shuffled,1,0.051765,0.849015,68,0.177835,44,2.112941
toilet_c_06_01.5-shuffled,1,0.238342,0.664829,50,0.504146,92,2.069948
toilet_c_06_10.2-shuffled,1,0.049204,0.85486,92,0.169782,68,2.095514
toilet_c_08_01.13-shuffled,1,0.19165,0.69517,169,0.438498,280,2.149897
toilet_c_08_01.16-shuffled,1,0.185865,0.695098,208,0.438646,334,2.163606
toilet_c_08_01.4-shuffled,1,0.260486,0.695971,52,0.436842,118,1.986755
toilet_c_08_05.10-shuffled,1,0.060166,0.787035,330,0.270591,298,2.209974
toilet_c_08_05.6-shuffled,1,0.066781,0.791501,198,0.263422,194,2.185886
toilet_c_08_05.7-shuffled,1,0.064384,0.789884,231,0.266008,220,2.194615
toilet_c_08_05.8-shuffled,1,0.062611,0.788688,264,0.267929,246,2.201069
toilet_c_08_05.9-shuffled,1,0.061247,0.787767,297,0.269412,272,2.206035
toilet_c_08_10.2-shuffled,1,0.04995,0.867769,116,0.152381,100,2.07992
toilet_c_10_01.11-shuffled,1,0.192077,0.693956,176,0.441014,320,2.113445
toilet_c_10_01.15-shuffled,1,0.180371,0.699064,240,0.430483,408,2.138373
toilet_c_10_01.20-shuffled,1,0.172265,0.702703,320,0.423077,518,2.155637
toilet_c_10_01.4-shuffled,1,0.266453,0.665019,64,0.503717,166,1.955056
toilet_c_10_05.11-shuffled,1,0.054422,0.796672,440,0.255222,400,2.193878
toilet_c_10_05.12-shuffled,1,0.053516,0.796676,480,0.255216,430,2.19664
toilet_c_10_05.7-shuffled,1,0.060738,0.796643,280,0.255268,280,2.17462
toilet_c_10_05.9-shuffled,1,0.056856,0.79666,360,0.25524,340,2.186455
toilet_c_10_10.2-shuffled,1,0.051661,0.86,140,0.162791,140,2.066421
toilet_g_02_01.2-shuffled,1,0.181818,0.590909,5,0.692308,4,1.818182
toilet_g_04_01.2-shuffled,1,0.461538,0.6,10,0.666667,24,1.692308
toilet_g_08_01.2-shuffled,1,0.588235,0.6,20,0.666667,80,1.529412
toilet_g_20_01.2-shuffled,1,0.758621,0.507246,50,0.971429,440,1.310345
uclid-pipe2,1,0.30388,0.529593,678.5,0.888244,1159,1.973256
uclid-pipe3a,1,0.307372,0.529412,677,0.888889,1180,1.99974
Umbrella_tbm_05.tex.module.000011,1,0.506556,0.605864,167.6,0.650535,2743,2.075162
Umbrella_tbm_05.tex.module.000015,1,0.506906,0.605764,166.1,0.650808,2716,2.076521
Umbrella_tbm_05.tex.module.000025,1,0.509171,0.605115,157.1,0.652578,2554,2.075359
Umbrella_tbm_05.tex.module.000030,1,0.511308,0.604504,149.6,0.654249,2419,2.071444
Umbrella_tbm_05.tex.module.000039,1,0.51424,0.603667,140.6,0.656544,2257,2.064024
Umbrella_tbm_05.tex.module.000043,1,0.516462,0.603033,134.6,0.658284,2149,2.062004
Umbrella_tbm_05.tex.module.000053,1,0.520293,0.601943,125.6,0.661288,1987,2.05525
Umbrella_tbm_05.tex.module.000064,1,0.529449,0.599347,109.1,0.668481,1690,2.037281
Umbrella_tbm_05.tex.module.000065,1,0.530463,0.599061,107.6,0.669279,1663,2.038915
Umbrella_tbm_05.tex.module.000079,1,0.533738,0.598136,103.1,0.671859,1582,2.040823
Umbrella_tbm_05.tex.module.000088,1,0.532404,0.596476,101.1,0.676514,1528,2.03554
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.757921,0.715794,351.125,0.397051,7727,2.596861
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.757921,0.715794,351.125,0.397051,7727,2.596861
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.756141,0.715031,352.625,0.398541,7727,2.594285
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.757326,0.715584,351.625,0.397461,7727,2.596001
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.759112,0.716348,350.125,0.395969,7727,2.598585
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.758516,0.716137,350.625,0.39638,7727,2.597723
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.757921,0.715927,351.125,0.396791,7727,2.596861
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.757921,0.715794,351.125,0.397051,7727,2.596861
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.758516,0.716137,350.625,0.39638,7727,2.597723
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.758516,0.716137,350.625,0.39638,7727,2.597723
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.757921,0.715794,351.125,0.397051,7727,2.596861
Umbrella_tbm_21.tex.module.000024,1,0.516592,0.60255,124.8,0.659612,2086,2.089896
Umbrella_tbm_21.tex.module.000029,1,0.51849,0.601991,120.3,0.661153,2005,2.088441
Umbrella_tbm_21.tex.module.000044,1,0.525343,0.599979,106.8,0.666726,1762,2.083184
Umbrella_tbm_21.tex.module.000049,1,0.525343,0.599979,106.8,0.666726,1762,2.083184
Umbrella_tbm_21.tex.module.000056,1,0.526236,0.599717,105.3,0.667453,1735,2.082499
Umbrella_tbm_21.tex.module.000069,1,0.524221,0.597031,104.3,0.674954,1699,2.077445
Umbrella_tbm_21.tex.module.000079,1,0.525434,0.598526,101.4,0.670771,1663,2.078989
Umbrella_tbm_21.tex.module.000129,1,0.526063,0.598325,100.4,0.671333,1645,2.078989
Umbrella_tbm_21.tex.module.000134,1,0.527368,0.597908,98.4,0.672499,1609,2.077352
Umbrella_tbm_21.tex.module.000139,1,0.52839,0.597581,96.9,0.673412,1582,2.076486
Umbrella_tbm_21.tex.module.000149,1,0.529452,0.597243,95.4,0.674362,1555,2.073885
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.758883,0.735109,324.166667,0.360342,5596,2.603472
Umbrella_tbm_24.tex.module.000066,1,0.534794,0.590762,67.5,0.692729,830,2.029639
Umbrella_tbm_24.tex.module.000103,1,0.539737,0.592382,62.25,0.6881,781,2.020041
Umbrella_tbm_24.tex.module.000131,1,0.543732,0.591454,58,0.690749,746,2.010204
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.73344,0.702534,264.875,0.423419,5525,2.521041
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.73344,0.702534,264.875,0.423419,5525,2.521041
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.73344,0.702534,264.875,0.423419,5525,2.521041
Umbrella_tbm_25.tex.module.000003,1,0.500622,0.606721,194.1,0.648205,3220,2.1037
Umbrella_tbm_25.tex.module.000031,1,0.500622,0.607284,194.1,0.646677,3220,2.1037
Umbrella_tbm_25.tex.module.000041,1,0.501358,0.607064,189.6,0.647272,3139,2.10238
Umbrella_tbm_25.tex.module.000084,1,0.511756,0.603978,144.6,0.655688,2329,2.084817
Umbrella_tbm_25.tex.module.000087,1,0.511756,0.603978,144.6,0.655688,2329,2.084817
Umbrella_tbm_25.tex.module.000099,1,0.512883,0.60335,144.6,0.657413,2329,2.087205
Umbrella_tbm_25.tex.module.000106,1,0.509517,0.601989,145.6,0.661159,2329,2.082258
Umbrella_tbm_25.tex.module.000121,1,0.510749,0.603901,139.8,0.655899,2257,2.080109
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.726052,0.719906,369.7,0.38907,10649,2.523011
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.727043,0.720399,368.7,0.38812,10649,2.524408
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.726052,0.719906,369.7,0.38907,10649,2.523011
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.726299,0.720244,368.7,0.388419,10649,2.522848
Umbrella_tbm_26.tex.module.000004,1,0.520762,0.602396,118.3,0.660038,1969,2.076964
Umbrella_tbm_26.tex.module.000021,1,0.519388,0.601727,118.3,0.661883,1969,2.074123
Umbrella_tbm_26.tex.module.000041,1,0.528445,0.599071,101.8,0.669253,1672,2.062895
Umbrella_tbm_26.tex.module.000061,1,0.528045,0.595788,98.3,0.67845,1591,2.05078
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.709621,0.680265,222.8,0.470015,5650,2.446998
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.708731,0.68011,222.8,0.47035,5650,2.445183
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.709621,0.680265,222.8,0.470015,5650,2.446998
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.709621,0.680265,222.8,0.470015,5650,2.446998
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.708731,0.679964,223.3,0.470666,5650,2.44581
Umbrella_tbm_29.tex.module.000009,1,0.503636,0.604422,120.125,0.654473,1593,1.999684
Umbrella_tbm_29.tex.module.000010,1,0.504169,0.604346,118.625,0.654682,1572,1.999359
Umbrella_tbm_29.tex.module.000078,1,0.521565,0.600542,79,0.665161,1040,1.956871
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.713737,0.707383,220.375,0.413661,4827,2.418601
vis.arbiter.E-f4-shuffled,1,0.333303,0.571406,1818.5,0.750069,3605,2.263868
vis.coherence^1.E-d4-shuffled,1,0.333303,0.571406,1838,0.750068,3652,2.318974
vis.elevator^1.E-f2-shuffled,1,0.333294,0.5714,1432.5,0.750089,2819,2.179475
vis.emodel.E-f4-shuffled,1,0.333295,0.5714,1454.5,0.750087,2875,2.264317
vis.prodcell^01.E-d4-shuffled,1,0.333315,0.571415,3010,0.750042,6005,2.313388
vis.prodcell^04.E-f4-shuffled,1,0.333325,0.571422,6653,0.750019,13245,2.275921
vis.prodcell^05.E-f4-shuffled,1,0.333325,0.571423,6847,0.750018,13633,2.277653
vis.prodcell^08.E-f4-shuffled,1,0.333327,0.571424,8911.5,0.750014,17762,2.290596
vis.prodcell^09.E-f2-shuffled,1,0.333313,0.571413,2709,0.750047,5357,2.191389
vis.prodcell^23.E-f4-shuffled,1,0.333327,0.571424,8702,0.750014,17343,2.289602
vis.prodcell^24.E-f3-shuffled,1,0.333323,0.571421,5507,0.750023,10953,2.264029
vonNeumann-ripple-carry-13-c-shuffled,1,0.33492,0.571215,382003,0.750654,375976,2.32489
vonNeumann-ripple-carry-15-c-shuffled,1,0.334724,0.57124,653071,0.750576,643927,2.326006
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.514338,0.58737,150.3,0.702504,2260,2.175467
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.5342,0.606142,214.2,0.64978,3491,2.206427
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.546084,0.603903,158,0.655895,2601,2.221499
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.526622,0.606773,237.1,0.648064,3887,2.21745
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.544599,0.599619,148.8,0.667727,2430,2.20372
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.560628,0.621017,223.5,0.610261,3930,2.248074
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.553165,0.622355,246.5,0.606799,4370,2.258101
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.571904,0.613345,156.2,0.630404,2752,2.243973
x120.0,1,0.150196,0.628168,3604,0.591932,1684,1.999643
x120.1,1,0.150277,0.628145,3604,0.59199,1684,1.999643
x120.2,1,0.150156,0.628179,3604,0.591902,1684,1.999643
x120.3,1,0.150009,0.628221,3604,0.591796,1684,1.999644
x120.4,1,0.150156,0.628179,3604,0.591902,1684,1.999643
x120.5,1,0.15029,0.628141,3604,0.592,1684,1.999643
x120.6,1,0.150116,0.628191,3604,0.591873,1684,1.999643
x120.7,1,0.150357,0.628122,3604,0.592048,1684,1.999643
x120.8,1,0.150317,0.628133,3604,0.592019,1684,1.999643
x120.9,1,0.150183,0.628172,3604,0.591922,1684,1.999643
x240.0,1,0.149618,0.628298,7204,0.5916,3364,1.999822
x240.1,1,0.149677,0.628281,7204,0.591644,3364,1.999822
x240.2,1,0.149544,0.628319,7204,0.591547,3364,1.999822
x240.3,1,0.149637,0.628293,7204,0.591615,3364,1.999822
x240.4,1,0.149518,0.628327,7204,0.591528,3364,1.999822
x240.5,1,0.149578,0.62831,7204,0.591572,3364,1.999822
x240.6,1,0.149598,0.628304,7204,0.591586,3364,1.999822
x240.7,1,0.149465,0.628342,7204,0.59149,3364,1.999822
x240.8,1,0.149611,0.6283,7204,0.591596,3364,1.999822
x240.9,1,0.149604,0.628302,7204,0.591591,3364,1.999822
x30.0,1,0.153958,0.627302,904,0.594128,424,1.998548
x30.1,1,0.154238,0.627222,904,0.594331,424,1.998545
x30.2,1,0.154126,0.627254,904,0.59425,424,1.998546
x30.3,1,0.153902,0.627318,904,0.594087,424,1.998548
x30.4,1,0.154406,0.627174,904,0.594454,424,1.998543
x30.5,1,0.154294,0.627206,904,0.594372,424,1.998544
x30.6,1,0.154745,0.627077,904,0.5947,424,1.99854
x30.7,1,0.15438,0.627179,902,0.594442,423,1.99854
x30.8,1,0.154914,0.627029,904,0.594824,424,1.998539
x30.9,1,0.153902,0.627318,904,0.594087,424,1.998548
x60.0,1,0.151499,0.627865,1804,0.592699,844,1.999282
x60.1,1,0.151472,0.627873,1804,0.592679,844,1.999282
x60.2,1,0.151662,0.627818,1804,0.592818,844,1.999281
x60.3,1,0.15139,0.627896,1804,0.59262,844,1.999283
x60.4,1,0.151744,0.627795,1804,0.592877,844,1.999281
x60.5,1,0.151881,0.627756,1804,0.592976,844,1.99928
x60.6,1,0.151092,0.627981,1804,0.592404,844,1.999284
x60.7,1,0.151499,0.627865,1804,0.592699,844,1.999282
x60.8,1,0.151717,0.627803,1804,0.592857,844,1.999281
x60.9,1,0.151282,0.627927,1804,0.592541,844,1.999283
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.350515,0.525988,31,0.901186,68,2.448454
