@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC

@DATA
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,1.252033,0.798701,3.5,80.5,1,1722,2156,4.382114,0.8125,4312,2,77,-7.18305,2156,0.38232,1722
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,1.217391,0.821429,3.5,31.5,1,644,784,4.26087,0.8125,1568,2,28,-6.088476,784,0.513185,644
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,0.454545,2.2,6.1,10.42,1,880,400,2.772727,0.328601,800,2,3,0.477794,400,0.773227,880
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,1.188679,0.84127,3.555556,31.666667,1,848,1008,4.226415,0.82716,2016,2,28,-6.713903,1008,0.460638,848
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,1.186161,0.843056,3.6,51.8,1,1821,2160,4.270181,0.84,4320,2,48,-7.881982,2160,0.341961,1821
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,1.291314,0.774405,3.428571,83.285714,1,1301,1680,4.427364,0.795918,3360,2,80,-6.443178,1680,0.451035,1301
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,0.029181,34.268465,68.53693,68.53693,1,53356,1557,6,0.12892,12456,8,6,5.720469,4671,0,53356
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,1.118644,0.893939,3.666667,26,1,1298,1452,4.101695,0.861111,2904,2,22,-7.88397,1452,0.412649,1298
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,0.060146,16.626108,33.252217,33.252217,1,33751,2030,4.643856,0.20194,10150,5,4.643856,4.858298,4713.514033,0,33751
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,1.179976,0.847475,3.636364,93.909091,1,4195,4950,4.290822,0.85124,9900,2,90,-9.120812,4950,0.24989,4195
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,1.149826,0.869697,3.636364,33.909091,1,1435,1650,4.181185,0.85124,3300,2,30,-7.824025,1650,0.379876,1435
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,1.214458,0.823413,3.555556,59.666667,1,1660,2016,4.318072,0.82716,4032,2,56,-7.491681,2016,0.362513,1660
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,0.029181,34.268465,68.53693,68.53693,1,53356,1557,6.33985,0.145035,14013,9,6.33985,5.720469,4935.573227,0,53356
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,1.293634,0.773016,3.428571,93.285714,1,1461,1890,4.435318,0.795918,3780,2,90,-6.564553,1890,0.441002,1461
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,1.073684,0.931373,3.764706,28.294118,1,3040,3264,4.042105,0.896194,6528,2,24,-9.617311,3264,0.329569,3040
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,1.25641,0.795918,3.5,101.5,1,2184,2744,4.397436,0.8125,5488,2,98,-7.443992,2744,0.362304,2184
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,0.833333,1.2,2.93,4.393333,0.555556,200,300,2.441667,0.736333,600,2,3,1.679572,300,0.990159,360
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,0.80303,1.245283,2.962264,12.169811,0,0,106,7.300251,2.97327,939,8.858491,27.554511,0.231813,323.462655,4.473942,132
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,0.515362,1.940385,4.813942,6.233654,1,4036,2080,2.443013,0.487891,3908,1.878846,6,3.552713,1828,1.211194,4036
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,1.074169,0.930952,3.75,25.25,1,2346,2520,4.028133,0.890625,5040,2,21,-9.174678,2520,0.364343,2346
normalized-bibd-7-70-30-3-10_glb.xml.mzn_AND_NODATA,1,1.25,0.8,3.5,73.5,1,1568,1960,4.375,0.8125,3920,2,70,-7.079922,1960,0.391235,1568
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,0.289813,3.450505,6.69697,6.492929,0.227752,389,495,2.579661,0.69024,1793,3.622222,4.807355,3.174494,722.916138,1.933123,1708
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,1.10567,0.904429,3.692308,26.076923,1,1552,1716,4.082474,0.869822,3432,2,22,-8.26847,1716,0.393776,1552
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,1.104294,0.905556,3.75,49.25,1,4890,5400,4.141104,0.890625,10800,2,45,-10.136772,5400,0.24135,4890
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,0.625807,1.597936,3.772936,4.948624,1,6967,4360,2.347495,0.48366,8002,1.835321,6,3.094453,3642,1.078565,6967
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,0.819767,1.219858,2.964539,13.702128,0,0,141,7.994046,3.520095,1484,10.524823,30.190953,0.221079,459.853637,4.737148,172
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,1.219748,0.819841,3.555556,73.666667,1,2066,2520,4.336883,0.82716,5040,2,70,-7.742069,2520,0.339354,2066
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0.833333,1.2,2.933333,4.413333,0.555556,100,150,2.444444,0.737111,300,2,3,1.710509,150,0.991076,180
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,1.172291,0.85303,3.636364,63.909091,1,2815,3300,4.262877,0.85124,6600,2,60,-8.642206,3300,0.286985,2815
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,0.810345,1.234043,2.978723,13.702128,0,0,141,8.514029,4.086288,1725,12.234043,32.684701,0.148549,495.008644,4.652724,174
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,0.285714,3.5,6.794562,6.589124,0.22486,521,662,2.635897,0.748323,2629,3.971299,5.169925,3.140811,995.045213,2.049852,2317
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,0.284549,3.514329,6.820513,6.612368,0.224034,522,663,2.664309,0.788505,2736,4.126697,5.169925,3.156377,1012.212716,2.011677,2330
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,0.265344,3.768688,7.339915,7.142454,0.212575,568,709,2.647275,0.719138,2906,4.098731,5.169925,3.163107,1070.859963,1.919094,2672
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,1.202673,0.831481,3.6,111.8,1,4041,4860,4.329621,0.84,9720,2,108,-8.817922,4860,0.265492,4041
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,0.55607,1.798333,4.728333,7.606667,0.370714,400,600,2.629286,0.552734,1200,2,3,1.278563,600,0.951218,1079
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,0.292016,3.424471,6.641994,6.435045,0.229819,521,662,2.696197,0.798832,2777,4.194864,5.169925,3.011746,1013.127715,2.06357,2267
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,0.277349,3.605572,7.010264,6.809384,0.220008,541,682,2.6593,0.753197,2814,4.1261,5.169925,3.053721,1030.535866,1.992433,2459
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,0.810345,1.234043,2.978723,13.702128,0,0,141,8.43134,4.008274,1692,12,31.311483,0.148549,490.212716,4.683938,174
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,0.053632,18.645683,37.291365,37.291365,1,77305,4146,6,0.296535,33168,8,6,4.74906,12438,0,77305
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,0.2692,3.714706,7.226471,7.023529,0.213381,539,680,2.638758,0.764266,2803,4.122059,7.813781,3.330136,1034.008644,1.921711,2526
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,0.83432,1.198582,2.943262,13.702128,0,0,141,8.37669,3.834515,1612,11.432624,31.039644,0.314356,475.189164,4.777633,169
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,1.196013,0.836111,3.6,75.8,1,2709,3240,4.305648,0.84,6480,2,72,-8.349952,3240,0.298244,2709
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,0.275456,3.630339,7.057437,6.854197,0.218256,538,679,2.631365,0.734357,2710,3.991163,5.087463,3.272379,1020.317311,1.961212,2465
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,1.134171,0.881702,3.692308,48.076923,1,3026,3432,4.187707,0.869822,6864,2,44,-9.114624,3432,0.281773,3026
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,0.053632,18.645683,37.291365,37.291365,1,77305,4146,4.643856,0.185335,20730,5,4.643856,4.74906,9626.713881,0,77305
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,1.244444,0.803571,3.5,59.5,1,1260,1568,4.355556,0.8125,3136,2,56,-6.838476,1568,0.414579,1260
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,0.801136,1.248227,2.992908,13.702128,0,0,141,8.565795,4.186761,1770,12.553191,32.027571,0.060831,502.859963,4.712893,176
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,0.297003,3.366972,6.524465,6.314985,0.23297,513,654,2.653523,0.759909,2589,3.958716,5.169925,2.973716,979.751232,2.12184,2202
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,1.240506,0.806122,3.5,52.5,1,1106,1372,4.341772,0.8125,2744,2,49,-6.693992,1372,0.430342,1106
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,1.093312,0.914652,3.733333,30.2,1,2497,2730,4.081698,0.884444,5460,2,26,-9.147294,2730,0.334482,2497
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,0.298988,3.344615,6.483077,6.276923,0.234131,509,650,2.668591,0.770533,2606,4.009231,5.169925,2.969087,978.02908,2.109217,2174
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,0.280922,3.559701,6.914925,6.710448,0.221803,529,670,2.632538,0.745955,2664,3.976119,5.169925,3.185315,1007.054627,2.014767,2385
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,0.278723,3.587798,6.974702,6.77381,0.220241,531,672,2.679439,0.813152,2879,4.284226,5.169925,3.270789,1032.699328,1.956048,2411
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,1.26506,0.790476,3.5,213.5,1,4648,5880,4.427711,0.8125,11760,2,210,-8.268644,5880,0.318251,4648
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,0.79661,1.255319,3,13.702128,0,0,141,8.636056,4.264775,1804,12.794326,32.060522,0,509.527302,4.645477,177
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,0.284384,3.516369,6.834821,6.636905,0.224714,531,672,2.657039,0.74614,2711,4.034226,5.169925,3.094794,1007.268573,1.985698,2363
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,0.275779,3.626087,7.047826,6.843478,0.219424,549,690,2.674295,0.767283,2902,4.205797,5.169925,3.052934,1058.527302,1.969146,2502
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,0.287879,3.473684,6.742857,6.538346,0.22684,524,665,2.615656,0.712716,2532,3.807519,5.169925,3.070406,983.853637,2.036482,2310
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,0.285163,3.506767,6.804511,6.595489,0.2247,524,665,2.643157,0.746555,2658,3.996992,5.169925,3.070148,1000.282527,2.057944,2332
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,0.279703,3.575221,6.946903,6.743363,0.221535,537,678,2.661484,0.757972,2788,4.112094,5.169925,3.133265,1026.843841,2.000207,2424
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,0.276459,3.617176,7.033479,6.832606,0.219718,546,687,2.646613,0.741173,2776,4.040757,5.169925,3.153038,1037.494221,1.953877,2485
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,0.815029,1.22695,2.971631,13.702128,0,0,141,8.074503,3.600473,1519,10.77305,29.976928,0.186144,466.824667,4.718125,173
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,1.257485,0.795238,3.428571,33.285714,1,501,630,4.311377,0.795918,1260,2,30,-5.432437,630,0.574162,501
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,0.283966,3.521545,6.842496,6.641902,0.224473,532,673,2.639827,0.728589,2647,3.933135,5.169925,3.171359,1003.3023,2.031312,2370
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,0.819767,1.219858,2.964539,13.702128,0,0,141,8.411776,3.905437,1647,11.680851,31.104184,0.221079,483.665112,4.706984,172
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,0.815029,1.22695,2.971631,13.702128,0,0,141,8.483281,4.100473,1732,12.283688,32.302678,0.186144,489.535866,4.768574,173
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,0.810345,1.234043,2.978723,13.702128,0,0,141,8.041954,3.625296,1530,10.851064,29.588715,0.148549,467.489987,4.850861,174
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,0.277256,3.606775,7.017673,6.821797,0.219682,538,679,2.625821,0.730601,2688,3.958763,5.169925,3.212308,1013.189164,1.959747,2449
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,0.819767,1.219858,2.964539,13.702128,0,0,141,8.693469,4.275414,1804,12.794326,32.62688,0.221079,499.62057,4.623781,172
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,0.810345,1.234043,2.978723,13.702128,0,0,141,8.304943,3.950355,1669,11.836879,31.93184,0.148549,482.020004,4.8211,174
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,0.286701,3.487952,6.768072,6.560241,0.22582,523,664,2.663778,0.769077,2712,4.084337,5.169925,3.102122,1006.648748,2.060571,2316
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,0.301255,3.319444,6.429012,6.219136,0.235704,507,648,2.669262,0.791397,2619,4.041667,5.169925,2.88793,983.261032,2.124067,2151
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,0.296228,3.375776,6.540373,6.329193,0.231371,503,644,2.665207,0.799417,2623,4.072981,5.169925,3.161114,978.26492,2.088741,2174
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,8.165316,3.820331,1615,11.453901,31.079037,0.107404,476.310105,4.781178,175
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,0.285714,3.5,6.79403,6.58806,0.225586,529,670,2.659158,0.763045,2727,4.070149,5.169925,3.079596,1011.020004,2.030129,2345
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,1.214458,0.823413,3.555556,59.666667,1,1660,2016,4.318072,0.82716,4032,2,56,-7.491681,2016,0.362513,1660
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,0.286142,3.494768,6.781764,6.573991,0.225834,528,669,2.618285,0.71185,2549,3.810164,5.169925,3.11993,994.213014,2.024889,2338
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,8.315602,3.914894,1653,11.723404,30.257036,0.107404,486.133414,4.705489,175
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,1.153846,0.866667,3.666667,59,1,3146,3630,4.230769,0.861111,7260,2,55,-8.985577,3630,0.273425,3146
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,8.571237,4.20922,1779,12.617021,32.216948,0.107404,500.32218,4.72675,175
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,0.279418,3.578869,6.958333,6.758929,0.22079,531,672,2.621063,0.728813,2632,3.916667,5.169925,3.173088,1004.703273,1.968609,2405
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,0.060579,16.507326,33.014652,33.014652,0.053478,482,546,2.182847,0.284872,1638,3,8,-2.471831,682,0.346747,9013
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.2507,3.988827,7.780726,7.583799,0.201331,575,716,2.636297,0.743815,3041,4.247207,5.087463,3.340667,1098.157155,1.73067,2856
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0.815029,1.22695,2.971631,13.702128,0,0,141,8.475694,4.109929,1735,12.304965,32.344205,0.186144,489.4317,4.714295,173
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0.801136,1.248227,2.992908,13.702128,0,0,141,8.040001,3.660757,1548,10.978723,29.03502,0.060831,471.680033,4.73858,176
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.278005,3.597059,6.988235,6.782353,0.22036,539,680,2.655618,0.751288,2776,4.082353,5.169925,3.189334,1030.626715,1.992188,2446
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,7.980795,3.534279,1493,10.588652,29.104378,0.107404,466.213014,4.711486,175
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.292563,3.41807,6.621746,6.407351,0.229391,512,653,2.650362,0.769133,2598,3.97856,5.169925,3.118632,986.747884,2.1021,2232
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.256836,3.893536,7.593156,7.39924,0.205078,420,526,2.4891,0.586752,1779,3.382129,4.906891,3.340867,743.462655,1.788471,2048
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.293697,3.404871,6.601218,6.392694,0.230666,516,657,2.641538,0.738771,2551,3.882801,5.169925,3.031361,982.824667,2.064354,2237
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0.815029,1.22695,2.971631,13.702128,0,0,141,8.1752,3.750591,1583,11.22695,32.328557,0.186144,472.298191,4.834921,173
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.270588,3.695652,7.188406,6.985507,0.215294,549,690,2.667958,0.780414,2940,4.26087,5.169925,3.147177,1060.051818,1.94547,2550
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.299354,3.340524,6.466872,6.252696,0.234317,508,649,2.673332,0.784515,2616,4.030817,5.169925,3.04177,984.674116,2.110224,2168
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,1.039014,0.962451,3.826087,26.478261,1,5357,5566,3.975359,0.920605,11132,2,22,-10.814415,5566,0.29204,5357
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.28832,3.468373,6.731928,6.527108,0.227095,523,664,2.635914,0.741663,2604,3.921687,5.169925,3.130609,993.166943,2.040804,2303
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0.853448,1.171717,5.279461,13.737374,0.758621,528,594,9.294797,0.946816,1794,3.020202,11.784635,0.979839,700.554158,1.327808,696
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0.850384,1.17594,5.317293,13.855639,0.76087,595,665,9.345499,0.947414,1974,2.968421,11.784635,0.941281,778.338792,1.306171,782
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0.79661,1.255319,3,13.702128,0,0,141,8.257272,3.851064,1629,11.553191,30.465506,0,487.179043,4.67841,177
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.296989,3.367127,6.525346,6.316436,0.232664,510,651,2.690398,0.797974,2696,4.141321,5.169925,2.897675,993.215146,2.12846,2192
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,8.165842,3.786052,1600,11.347518,30.462354,0.107404,476.674116,4.776143,175
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.281513,3.552239,6.897015,6.689552,0.222269,529,670,2.597208,0.709976,2544,3.797015,5.169925,3.194685,992.150907,2.019108,2380
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.284139,3.519403,6.835821,6.632836,0.224343,529,670,2.657336,0.754458,2705,4.037313,5.169925,3.129399,1012.665112,2.022334,2358
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,0.053632,18.645683,37.291365,37.291365,1,77305,4146,5.169925,0.222401,24876,6,5.169925,4.74906,10717.254528,0,77305
normalized-block.xml.mzn_AND_NODATA,1,0.752959,1.328093,3.006696,4.235808,0.515344,2351,3435,3.743739,0.96,9002,2.62067,7,1.180082,4152.111845,2.05916,4562
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,1.225851,0.81576,3.555556,101.666667,1,2878,3528,4.358582,0.82716,7056,2,98,-8.119624,3528,0.310689,2878
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.290917,3.437406,6.665158,6.455505,0.229048,522,663,2.682233,0.787757,2757,4.158371,5.169925,2.987447,1012.04809,2.082643,2279
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.304924,3.279503,6.346273,6.13354,0.238163,503,644,2.657821,0.764268,2520,3.913043,5.169925,2.928487,967.38282,2.120451,2112
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0.815029,1.22695,2.971631,13.702128,0,0,141,8.248254,3.777778,1594,11.304965,31.584317,0.186144,476.982674,4.729986,173
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.261013,3.831224,7.464135,7.265823,0.209251,570,711,2.601729,0.67941,2769,3.894515,5.087463,3.262748,1057.179043,1.888201,2724
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.27757,3.602699,7.002999,6.8006,0.218893,526,667,2.62569,0.738988,2645,3.965517,5.087463,3.231383,1000.249934,1.927977,2403
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.273585,3.655172,7.110632,6.91092,0.21816,555,696,2.62062,0.700266,2725,3.91523,5.169925,3.168095,1031.310105,1.9882,2544
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.289956,3.448795,6.692771,6.487952,0.228384,523,664,2.647885,0.753375,2635,3.968373,5.169925,3.046059,999.381092,2.028453,2290
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.269414,3.711765,7.216176,7.008824,0.21355,539,680,2.68219,0.828608,3010,4.426471,5.169925,3.347474,1059.057493,1.873076,2524
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.277438,3.604412,7.004412,6.8,0.21991,539,680,2.639377,0.741508,2731,4.016176,5.169925,3.232627,1025.133414,1.978334,2451
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,1.255172,0.796703,3.5,94.5,1,2030,2548,4.393103,0.8125,5096,2,91,-7.363806,2548,0.368087,2030
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0.805714,1.241135,2.985816,13.702128,0,0,141,8.228445,3.8487,1625,11.524823,31.504128,0.107404,481.049271,4.800817,175
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.291776,3.427286,6.644678,6.434783,0.230096,526,667,2.644725,0.728632,2600,3.898051,5.169925,2.930666,997.680033,2.074592,2286
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0.801136,1.248227,2.992908,13.702128,0,0,141,8.55617,4.205674,1778,12.609929,31.913519,0.060831,502.295308,4.667079,176
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0.83432,1.198582,2.943262,13.702128,0,0,141,8.421425,3.914894,1649,11.695035,31.303856,0.314356,476.268573,4.658395,169
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0.819767,1.219858,2.964539,13.702128,0,0,141,7.895567,3.353428,1411,10.007092,29.066545,0.221079,455.069148,4.630625,172
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0.810345,1.234043,2.978723,13.702128,0,0,141,8.453435,3.989362,1684,11.943262,30.702952,0.148549,491.494221,4.645927,174
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.266055,3.758621,7.321839,7.126437,0.212156,555,696,2.550971,0.645642,2521,3.622126,5.169925,3.249762,1010.069148,1.880688,2616
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,0.029181,34.268465,68.53693,68.53693,1,53356,1557,5.61471,0.112805,10899,7,5.61471,5.720469,4371.051614,0,53356
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.2671,3.74392,7.290415,7.09299,0.213221,558,699,2.666578,0.765284,2970,4.248927,5.169925,3.2997,1067.992542,1.887566,2617
normalized-C2-2-15.xml.mzn_AND_NODATA,1,0.834545,1.198257,5.519245,14.488017,0.772727,1275,1377,10.038183,0.960631,4077,2.960784,13.715104,0.721197,1558.9388,1.936852,1650
