@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.07,0.79115,0.12,0.09,127.6,5.85,121,195,0.0922,0.266799,136,114,100,0.03,0.03,0.093131,100,100,121,9.22,2,195,2,0.12,0.06,12.853667,2,11.666667,2,259,12.833333,0.012048
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.07,0.791037,0.12,0.105,128.943878,5.88,121,196,0.1034,0.203524,136,114,100,0.03,0.03,0.104444,100,100,121,10.34,2,196,2,0.12,0.07,12.880333,2,11.666667,2,257,12.833333,0.012347
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.07,0.791492,0.11,0.1,128.71875,5.76,114,192,0.1014,0.210251,136,114,100,0.03,0.03,0.102424,100,100,121,10.14,2,192,2,0.12,0.07,13.13225,2,11.833333,2,273,13,0.012571
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.08,0.791431,0.12,0.1,128.911917,5.77,114,193,0.0988,0.213915,136,114,100,0.029896,0.029896,0.099798,100,100,121,9.88,2,193,2,0.12,0.07,12.87625,2,11.666667,2,266,12.833333,0.01227
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.07,0.791607,0.11,0.1,130.308901,5.73,114,191,0.0998,0.208253,136,114,100,0.03,0.03,0.100808,100,100,121,9.98,2,191,2,0.12,0.06,13.137917,2,11.833333,2,264,13,0.01183
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.11,0.780003,0.17,0.15,132.43125,9.59,121,320,0.1494,0.223638,136,114,100,0.029969,0.029969,0.150909,100,100,121,14.94,2,320,2,0.19,0.11,13.338859,2,12.1,2,260,13.3,0.015989
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.12,0.780308,0.18,0.15,136.14557,9.45,121,316,0.15,0.22448,136,114,100,0.029905,0.029905,0.151515,100,100,121,15,2,316,2,0.19,0.11,13.526177,2,12.3,2,273,13.3,0.017263
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.11,0.780538,0.18,0.15,135.653846,9.36,114,312,0.1476,0.229624,136,114,100,0.03,0.03,0.149091,100,100,121,14.76,2,312,2,0.19,0.08,13.67394,2,12.2,2,273,13.555556,0.019551
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.12,0.780208,0.17,0.15,133.725552,9.5,114,317,0.149,0.224893,136,114,100,0.029968,0.029968,0.150505,100,100,121,14.9,2,317,2,0.19,0.1,13.468298,2,12.2,2,266,13.555556,0.014177
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.2,0.769331,0.26,0.24,135.445438,16.74,121,559,0.2414,0.276498,136,114,100,0.029946,0.029946,0.243838,100,100,121,24.14,2,559,2,0.29,0.18,13.446267,2,12.647059,2,273,13.375,0.023496
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.19,0.769318,0.25,0.24,134.50805,16.76,121,559,0.2398,0.275169,136,114,100,0.029982,0.029982,0.242222,100,100,121,23.98,2,559,2,0.28,0.17,13.468633,2,12.588235,2,273,13.375,0.023874
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.2,0.769267,0.28,0.25,133.966132,16.81,121,561,0.2466,0.270754,136,114,100,0.029964,0.029964,0.249091,100,100,121,24.66,2,561,2,0.3,0.2,13.445787,2,12.705882,2,273,13.4375,0.020602
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.2,0.769022,0.26,0.24,132.085965,17.06,121,570,0.241,0.271467,136,114,100,0.02993,0.02993,0.243434,100,100,121,24.1,2,570,2,0.3,0.19,13.173005,2,12.235294,2,273,13.058824,0.023043
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.025,0.795331,0.055,0.035,126.387302,4.72,121,315,0.037,0.265766,128,114,200,0.014984,0.014984,0.037186,200,200,121,7.4,2,315,2,0.065,0.02,12.775321,2,10.5,2,257,13,0.008139
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.025,0.795271,0.065,0.035,126.990506,4.735,114,316,0.03695,0.274864,136,114,200,0.014984,0.014984,0.037136,200,200,121,7.39,2,316,2,0.07,0.02,12.777976,2,11,2,259,13,0.008672
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.025,0.79557,0.055,0.035,128.553055,4.66,121,311,0.0368,0.264593,136,114,200,0.014984,0.014984,0.036985,200,200,121,7.36,2,311,2,0.065,0.02,13.044914,2,11,2,273,13,0.007906
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.025,0.795191,0.06,0.035,127.578616,4.75,121,318,0.03695,0.270617,136,114,200,0.014937,0.014937,0.037136,200,200,121,7.39,2,318,2,0.075,0.02,12.82675,2,10.5,2,257,13,0.008074
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.03,0.795749,0.055,0.04,129.62987,4.615,114,308,0.0418,0.203094,136,114,200,0.014984,0.014984,0.04201,200,200,121,8.36,2,308,2,0.075,0.02,13.102741,2,10.4,2,273,13,0.008747
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.03,0.796105,0.085,0.04,131.463576,4.525,121,302,0.0419,0.207924,136,114,200,0.014983,0.014983,0.042111,200,200,121,8.38,2,302,2,0.09,0.02,13.40279,2,11,2,273,13,0.010423
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.025,0.795703,0.06,0.04,130.414239,4.625,121,309,0.04035,0.224664,136,114,200,0.014968,0.014968,0.040553,200,200,121,8.07,2,309,2,0.07,0.02,13.192045,2,11,2,266,13,0.008937
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.03,0.795257,0.06,0.04,125.993671,4.74,114,316,0.04245,0.213373,128,114,200,0.015,0.015,0.042663,200,200,121,8.49,2,316,2,0.095,0.025,12.661298,2,10.4,2,273,12.6,0.009513
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.035,0.791154,0.055,0.045,128.178756,5.785,121,386,0.0463,0.221781,136,114,200,0.014987,0.014987,0.046533,200,200,121,9.26,2,386,2,0.06,0.03,13.067542,2,11.833333,2,259,13,0.005836
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.035,0.791381,0.055,0.045,129.712042,5.725,121,382,0.04625,0.222263,128,114,200,0.014987,0.014987,0.046482,200,200,121,9.25,2,382,2,0.06,0.03,13.334042,2,11.833333,2,273,13,0.005868
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.03,0.791097,0.055,0.045,128.891473,5.8,121,387,0.04625,0.223516,136,114,200,0.014987,0.014987,0.046482,200,200,121,9.25,2,387,2,0.06,0.03,13.163625,2,11.833333,2,273,13,0.00622
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.035,0.790997,0.06,0.045,128.282776,5.825,121,389,0.0463,0.220676,136,114,200,0.014974,0.014974,0.046533,200,200,121,9.26,2,389,2,0.06,0.03,12.997042,2,11.833333,2,273,13,0.005684
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.035,0.790984,0.06,0.055,128.323907,5.83,121,389,0.0518,0.175146,136,114,200,0.014987,0.014987,0.05206,200,200,121,10.36,2,389,2,0.06,0.03,12.887583,2,11.666667,2,266,12.833333,0.006306
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.04,0.791324,0.06,0.05,130.506527,5.74,114,383,0.0514,0.168009,136,114,200,0.014987,0.014987,0.051658,200,200,121,10.28,2,383,2,0.06,0.03,13.095833,2,11.833333,2,273,13,0.006268
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.04,0.791054,0.06,0.05,130.451031,5.81,121,388,0.0516,0.170337,136,114,200,0.014974,0.014974,0.051859,200,200,121,10.32,2,388,2,0.06,0.035,12.985417,2,11.833333,2,273,12.833333,0.005739
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.04,0.790842,0.06,0.055,128.561224,5.865,121,392,0.0522,0.170823,136,114,200,0.014962,0.014962,0.052462,200,200,121,10.44,2,392,2,0.06,0.03,12.896042,2,11.166667,2,266,12.833333,0.005887
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.06,0.779643,0.095,0.075,131.900929,9.68,121,646,0.0775,0.164085,136,114,200,0.014985,0.014985,0.077889,200,200,121,15.5,2,646,2,0.105,0.055,13.191744,2,11.9,2,273,13,0.008515
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.06,0.779963,0.09,0.075,133.382075,9.54,121,636,0.0766,0.163052,136,114,200,0.015,0.015,0.076985,200,200,121,15.32,2,636,2,0.1,0.055,13.471615,2,12.2,2,273,13.3,0.008059
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.06,0.77981,0.085,0.075,132.792512,9.605,121,641,0.077,0.166277,136,114,200,0.014984,0.014984,0.077387,200,200,121,15.4,2,641,2,0.1,0.055,13.299917,2,12.111111,2,273,13.222222,0.008322
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.06,0.779743,0.095,0.075,131.953344,9.635,121,643,0.07685,0.16644,136,114,200,0.014984,0.014984,0.077236,200,200,121,15.37,2,643,2,0.105,0.055,13.223982,2,12.2,2,273,13,0.009073
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.12,0.768757,0.165,0.1525,128.321181,17.24,114,1152,0.1515,0.172551,136,114,200,0.014965,0.014965,0.152261,200,200,121,30.3,2,1152,2,0.175,0.105,12.823318,2,12,2,273,12.75,0.012855
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.12,0.768523,0.16,0.155,128.079555,17.5,121,1169,0.1527,0.175753,136,114,200,0.01497,0.01497,0.153467,200,200,121,30.54,2,1169,2,0.175,0.12,12.758124,2,12,2,273,12.647059,0.012112
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.125,0.768748,0.165,0.155,128.948785,17.255,114,1152,0.1524,0.172687,136,114,200,0.014978,0.014978,0.153166,200,200,121,30.48,2,1152,2,0.175,0.105,12.867254,2,12.166667,2,273,12.777778,0.011968
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.12,0.768699,0.16,0.155,128.551038,17.305,121,1156,0.1515,0.176531,136,114,200,0.01497,0.01497,0.152261,200,200,121,30.3,2,1156,2,0.18,0.105,12.808735,2,12,2,273,12.722222,0.013105
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.1,0.79658,0.2,0.14,128.766234,4.62,114,77,0.1416,0.337595,136,114,50,0.06,0.06,0.14449,50,50,121,7.08,2,77,2,0.22,0.1,13.238286,2,11,2,257,13,0.0288
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.1,0.796826,0.14,0.14,130.631579,4.56,121,76,0.1416,0.33219,136,114,50,0.06,0.06,0.14449,50,50,121,7.08,2,76,2,0.18,0.1,13.056333,2,11,2,273,13,0.022214
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.1,0.796433,0.18,0.14,133.833333,4.64,121,78,0.14,0.312619,136,114,50,0.059487,0.059487,0.142857,50,50,128,7,2,78,2,0.2,0.1,13.0305,2,11,2,273,12,0.025298
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.1,0.796679,0.16,0.14,133.701299,4.58,121,77,0.1376,0.325632,145,114,50,0.059481,0.059481,0.140408,50,50,121,6.88,2,77,2,0.22,0.1,13.160738,2,10.571429,2,257,13,0.026725
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.1,0.798562,0.16,0.14,138.681159,4.12,114,69,0.1392,0.329455,136,114,50,0.05971,0.05971,0.142041,50,50,121,6.96,2,69,2,0.22,0.08,14.571595,2,11,2,259,13.75,0.035091
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.1,0.79658,0.2,0.16,130.441558,4.62,121,77,0.152,0.328612,136,114,50,0.06,0.06,0.155102,50,50,121,7.6,2,77,2,0.22,0.08,13.398976,2,11.25,2,266,13.2,0.032
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.1,0.798329,0.22,0.14,144.714286,4.18,121,70,0.14,0.307429,136,114,50,0.059714,0.059714,0.142857,50,50,121,7,2,70,2,0.26,0.08,15.19269,2,12,2,273,14,0.040398
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.1,0.796826,0.22,0.14,132.526316,4.56,121,76,0.1544,0.305962,136,114,50,0.06,0.06,0.157551,50,50,121,7.72,2,76,2,0.24,0.08,13.577571,2,11.166667,2,273,13.4,0.03465
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.12,0.792436,0.22,0.18,130.744681,5.64,121,94,0.1744,0.299101,128,114,50,0.06,0.06,0.177959,50,50,121,8.72,2,94,2,0.22,0.12,13.352167,2,11.833333,2,257,13.2,0.026242
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.14,0.792021,0.18,0.18,130.854167,5.74,114,96,0.172,0.303186,136,114,50,0.059792,0.059792,0.17551,50,50,121,8.6,2,96,2,0.22,0.12,13.139,2,11.833333,2,257,13,0.021166
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.14,0.791967,0.18,0.18,129.104167,5.76,121,96,0.176,0.308798,128,114,50,0.06,0.06,0.179592,50,50,121,8.8,2,96,2,0.22,0.12,13.307,2,12.333333,2,273,13,0.021909
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.12,0.79249,0.18,0.16,134.297872,5.62,121,94,0.1632,0.292651,136,114,50,0.059787,0.059787,0.166531,50,50,121,8.16,2,94,2,0.2,0.12,13.611833,2,12.333333,2,273,13.5,0.019333
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.16,0.791735,0.22,0.2,127.639175,5.82,114,97,0.1976,0.266245,128,114,50,0.06,0.06,0.201633,50,50,121,9.88,2,97,2,0.24,0.16,13.056,2,11.833333,2,257,13,0.0232
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.14,0.792436,0.22,0.2,132.202128,5.64,114,94,0.192,0.291019,136,114,50,0.06,0.06,0.195918,50,50,121,9.6,2,94,2,0.24,0.12,13.479667,2,11.833333,2,266,13,0.032496
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.14,0.79291,0.22,0.18,134.902174,5.52,121,92,0.1864,0.254244,136,114,50,0.06,0.06,0.190204,50,50,121,9.32,2,92,2,0.24,0.12,13.914333,2,12.333333,2,257,13.4,0.028408
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.14,0.792302,0.2,0.2,131.578947,5.66,121,95,0.1864,0.284263,136,114,50,0.059579,0.059579,0.190204,50,50,121,9.32,2,95,2,0.24,0.1,13.129833,2,11.166667,2,260,13,0.029241
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.24,0.780861,0.3,0.28,136.141026,9.36,121,156,0.2808,0.344264,136,114,50,0.06,0.06,0.286531,50,50,121,14.04,2,156,2,0.34,0.24,13.51775,2,12,2,273,13.555556,0.027701
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.22,0.780167,0.34,0.28,133.881988,9.66,121,161,0.2832,0.343478,136,114,50,0.06,0.06,0.28898,50,50,128,14.16,2,161,2,0.34,0.2,13.384866,2,11.9,2,266,13,0.033072
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.22,0.780167,0.32,0.28,130.869565,9.66,114,161,0.2864,0.316866,128,114,50,0.06,0.06,0.292245,50,50,121,14.32,2,161,2,0.38,0.2,13.201499,2,11.9,2,266,12.9,0.036538
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.22,0.780504,0.3,0.26,134.855346,9.5,121,159,0.272,0.335023,136,114,50,0.059748,0.059748,0.277551,50,50,121,13.6,2,159,2,0.34,0.22,13.541988,2,12.3,2,273,13.555556,0.031241
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.36,0.768922,0.46,0.44,129.013793,17.38,114,290,0.4448,0.466783,136,114,50,0.059931,0.059931,0.453878,50,50,121,22.24,2,290,2,0.54,0.36,12.961087,2,12.235294,2,257,13.058824,0.04859
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.34,0.769284,0.48,0.44,133.098592,16.98,121,284,0.432,0.451878,136,114,50,0.059789,0.059789,0.440816,50,50,121,21.6,2,284,2,0.54,0.32,13.328238,2,12.235294,2,273,13.294118,0.045782
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.34,0.770237,0.44,0.42,139.238806,16.04,121,268,0.4192,0.430054,136,114,50,0.059851,0.059851,0.427755,50,50,121,20.96,2,268,2,0.5,0.32,13.966114,2,13.058824,2,273,13.8125,0.039992
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.36,0.769912,0.46,0.44,137.996337,16.36,121,273,0.4328,0.453989,136,114,50,0.059927,0.059927,0.441633,50,50,121,21.64,2,273,2,0.54,0.3,13.756462,2,12.5625,2,363,13.75,0.043774
ash331GPIA-3.xml.watchless.minion.gz,1,0.018127,0.236166,0.022659,0.019637,324,12.643505,324,0,0.019081,0.040998,324,324,662,0.003021,0.003021,0.01911,662,662,324,12.63142,3,4185,3,0.034743,0.001511,33.333333,3,32,3,324,33,0.004302
ash331GPIA-4.xml.watchless.minion.gz,1,0.018127,0.236166,0.022659,0.019637,263,12.643505,263,0,0.019081,0.040998,263,263,662,0.003021,0.003021,0.01911,662,662,263,12.63142,4,4185,4,0.034743,0.001511,25,4,26,4,263,27,0.004302
ash608GPIA-3.xml.watchless.minion.gz,1,0.009868,0.232574,0.009868,0.010691,324,12.901316,324,0,0.01061,0.036705,324,324,1216,0.001645,0.001645,0.010618,1216,1216,324,12.901316,3,7844,3,0.016447,0.000822,33.333333,3,32,3,324,33,0.002198
ash608GPIA-4.xml.watchless.minion.gz,1,0.009868,0.232574,0.009868,0.010691,263,12.901316,263,0,0.01061,0.036705,263,263,1216,0.001645,0.001645,0.010618,1216,1216,263,12.901316,4,7844,4,0.016447,0.000822,25,4,26,4,263,27,0.002198
ash958GPIA-3.xml.watchless.minion.gz,1,0.006785,0.230512,0.007829,0.006785,324,13.05428,324,0,0.006813,0.037053,324,324,1916,0.001044,0.001044,0.006817,1916,1916,324,13.05428,3,12506,3,0.012526,0.000522,33.333333,3,32,3,324,33,0.001466
ash958GPIA-4.xml.watchless.minion.gz,1,0.006785,0.230512,0.007829,0.006785,263,13.05428,263,0,0.006813,0.037053,263,263,1916,0.001044,0.001044,0.006817,1916,1916,263,13.05428,4,12506,4,0.012526,0.000522,25,4,26,4,263,27,0.001466
bf-0432-007_ext.xml.minion.converted.minion.gz,1,0.006186,0.839212,0.01134,0.006186,266.301081,4.782474,237,1942,0.006007,0.290862,260,38,970,0.002461,0.002461,0.006013,970,970,250,5.826804,2,1943,1.998969,0.027835,0,26.084893,2,15.666667,2,501,26.4,0.002785
bf-1355-075_ext.xml.minion.converted.minion.gz,1,0.0044,0.816032,0.006051,0.00165,182.930698,3.026403,121,2047,0.002225,0.566259,250,66,1818,0.001477,0.001477,0.002226,1818,1818,121,4.045105,2,2049,1.9989,0.006601,0,20.752558,2,7.333333,2,513,22,0.001586
bf-1355-638_ext.xml.minion.converted.minion.gz,1,0.007519,0.773016,0.009398,0.003759,219.436578,1.503759,253,339,0.004431,0.232331,253,38,532,0.004436,0.004436,0.004439,532,532,253,2.357143,2,339,2,0.011278,0.00188,18.347744,2,0,2,253,4,0.002872
bf-2670-001_ext.xml.minion.converted.minion.gz,1,0.003215,0.861272,0.006431,0.001608,353.213442,2.471865,136,1354,0.002218,0.202673,487,26,1244,0.001826,0.001826,0.00222,1244,1244,487,2.758842,2,1354,2,0.023312,0.000804,36.145979,2,25,2,487,47,0.001986
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,0.254808,0.704805,0.490385,0.129808,75.241878,40.543269,28,4216,0.194896,0.434877,45,17,208,0.009614,0.009614,0.195838,208,208,45,40.538462,26,4217,35.259615,0.5,0,?,13,?,52,936,?,0.20237
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,0.265625,0.765547,0.46875,0.140625,177.902552,13.453125,69,430,0.209961,0.428978,119,58,64,0.031214,0.031214,0.213294,64,64,119,13.4375,8,431,10.53125,0.5,0,30.251606,4,8.625,16,759,11.444444,0.191663
