@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.759,0,0.0361,0.6975,6.0923,0.0029,1,0.0361,0.176,0.5946,0.5238,0.9983,0,0.5238,0.0008,35.4444,6.0804,0.0126,0.5238,0.0126,4125,1,0.3333,0.5238,0.0126,35.4444,?,0.5238,0.0126,0.01,0.0067,35.4444
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.0237,0.9349,0.2593,26.8798,27.5841,0.9939,0.9349,90.8413,1.4622,0.8101,0.8756,0.2437,0.7865,5.8904,54.7143,31.5227,0,0.8081,0,196,0.7143,0.05,0.7975,0,76.1682,?,0.7675,0,0.001,0.0022,54.7143
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0913,0,0.0035,0.3319,19.7836,15.2177,1,0.9087,11.0587,1.033,0.6849,0.8062,0,0.6164,2.3225,34.2231,21.7488,0,0.662,0,4669,1,0,0.6319,0,36.9698,?,0.601,0,0.0012,0.0115,34.2231
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.0237,0.9335,0.2632,27.2324,26.634,0.9938,0.9335,26.3855,1.4759,0.8069,0.9492,0.2453,0.788,5.6995,51.4969,31.8114,0,0.8066,0,146,0.8462,0.05,0.7964,0,56.4813,?,0.7689,0,0.0013,0.0022,51.4969
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.3203,0.9199,0.277,1.549,4.8892,16.6934,0.39,0.416,11.9521,0.4761,0.7773,0.6883,1.763,0.5199,0.8876,35.5768,2.0005,0.2743,0.8036,0.005,2818,0,0.0824,0.7126,0.4979,38.1231,0.002,0,0.0315,0,0.0028,35.5768
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.8734,0.3974,0.6948,0.8605,8.0759,36.9167,0.7883,0.9169,125.654,0.599,0.8496,0.8369,0.9573,0.4601,1.3461,26.7436,6.7771,0.0144,0.9747,0,295,0,0.0017,0.9343,0.0249,27.9851,0.0014,0.0153,0.0001,0.0001,0.0008,25.8527
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.4719,0.7103,0.15,1.0627,1.2034,31.2137,0.4601,0.75,28.9713,0.2891,0.345,0.8471,1.4472,0.1504,0.5246,18.923,0.5926,0.0235,0.2846,0,3636,0,0.0204,0.1766,0.0326,20.8413,0.0399,0,0.0216,0.0016,0.0051,18.923
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.6077,0.6464,0.2516,1.5728,1.3886,18.6697,0.5628,0.5653,15.8854,1.1012,0.2901,0.4645,1.6672,0.0362,0.3565,12.772,0.3403,0.28,0.2199,0,1559,0,1.4746,0.0884,0.3468,16.8886,?,0.0001,0.2516,0,0.0015,12.3498
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.751,0,0.0038,0.5853,27.0221,1211.3,1,0.0038,4843.88,0.5792,0.6443,0.5592,0,0.3387,0.4481,29.4734,36.6697,0.2625,0.6979,0,3794,1,0.3333,0.5804,0.3482,29.4734,?,0.0026,0.1964,0.0012,0.0008,29.4734
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.2734,0.9745,0.0168,0.2926,0.2033,31.424,0.2664,0.0702,18.125,0.0859,0.0454,0.2957,0.9339,0.0002,0.3145,9.35,0.0444,0.3037,0.0042,0.0002,257,0,1.0539,0.0014,0.3382,12.8148,0.2372,0,0.3358,0.0001,0.0005,5.3132
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0.2632,0.8453,0,0.7705,1.5881,27.8031,0.3671,0,27.6702,0.1346,0.0311,0.4684,1.603,0.0003,0.1653,4.2951,1.0335,0.0962,0.0114,0.0801,410,0,0,0.0013,0.1008,30.4301,0.3012,0,0.084,0.0012,0.0115,4.2951
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.1352,0,0,0.3961,9.8199,10.9104,1,0.8648,9.0547,0.7857,0.6068,0.8018,0,0.531,1.9621,30.8131,9.4588,0.0001,0.5565,0,4557,1,0,0.5437,0.0001,33.2675,?,0.5173,0,0.0018,0.0187,30.8131
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.6592,0.983,0.8333,0.4506,1.0231,5.3078,0.4774,0.8333,9.3642,0.4472,0.5832,0.8242,1.1186,0.5831,0.0001,41.6127,0.5007,0.2295,0.5832,0.2294,4159,0,0,0.5831,0.2295,43.2627,0.0952,0.583,0.2295,0,0.0071,41.6127
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.0177,0.9439,0.2278,36.1085,40,0.9957,0.9439,32.4,1.6673,0.828,0.9294,0.217,0.7972,5.4116,55.4955,42.1967,0,0.8272,0,52,0.875,0.04,0.8114,0,59.7603,?,0.7616,0,0.0008,0.0013,54.2034
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.6868,1.0324,0.9444,0.2211,9.5531,1.6938,0.4771,0.9444,1.5771,1.3603,0.9034,0.9992,0.9417,0.9027,0.0151,55.1648,9.5683,0.0314,0.9034,0.0299,1598,0,0.0556,0.903,0.0317,56.2379,0.0044,0.9021,0.0311,0.0016,0.0056,55.1648
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.0277,0.9256,0.2874,24.0726,23.8801,0.9923,0.9256,13.2179,1.3923,0.7908,0.9178,0.2703,0.7684,4.4549,45.3485,28.6289,0,0.7908,0,201,0.8333,0.0556,0.7789,0,48.2577,?,0.7447,0,0.0016,0.0028,45.0544
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.6389,0.9858,0.8333,0.4506,1.2365,2.6744,0.4764,0.8333,4.6461,0.4472,0.5832,0.8495,1.1149,0.5831,0.0001,24.0707,0.7297,0.2295,0.5832,0.2294,4568,0,0,0.5831,0.2295,24.7736,0.0952,0.5831,0.2295,0,0.0167,24.0707
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.0125,0.9558,0.1918,47.4667,62.9355,0.9973,0.9558,523.5,1.9071,0.8528,0.8919,0.1811,0.6729,7.7666,63.0368,56.5636,0.0002,0.9039,0,43,0.8333,0.0313,0.8568,0,70.1628,?,0.17,0,0.0004,0.0008,62.3626
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0.4879,0.5773,0,0,0.6401,1.127,0.5032,1,2.7731,0,0.0246,0.9637,0.5676,0.0006,0.0406,22.7554,0.3764,0.3205,0.0063,0.265,3598,0.3333,0,0.0016,0.3256,25.5111,0.1538,0,0.3228,0,0.0149,22.4514
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0,0.9395,0.2283,3.6752,5.0373,1,0.9395,5.1343,1.907,0.8775,0.9402,0,0.8774,0.0002,140.109,3.1604,0.1832,0.8775,0.1831,4870,1,0,0.8774,0.1832,140.109,0.0038,0.8774,0.1832,0.0033,0.0036,140.109
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0.1801,0.8113,0,1.1407,1.5827,1,0.3456,0.0588,1.1502,0.1674,0,0.999,1.7678,0,0.0796,15.7973,1.5966,0.4253,0,0.3685,2896,0,0,0,0.4509,16.5078,0.348,0,0.389,0.0074,0.0732,15.7973
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.082,0,0.013,0.3603,21.73,16.9921,1,0.918,12.9001,1.0618,0.6985,0.7833,0,0.6311,2.3167,34.2399,23.0998,0,0.6761,0,4614,1,0,0.6524,0,35.2591,?,0.5972,0,0.0009,0.0105,34.2399
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.7307,1.0233,0.9642,0.1663,35.5231,18.9142,0.4856,0.9642,4.1787,1.7708,0.881,0.9693,0.845,0.8559,3.9795,57.4828,32.5914,0,0.8839,0,98,0,0.0345,0.8635,0,60.1845,?,0.8408,0,0.001,0.0038,57.4765
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.013,0.9547,0.1955,46.7519,60.4583,0.9972,0.9547,29.7778,1.8728,0.8373,0.9054,0.1847,0.7269,12.0931,57.4913,55.7324,0,0.8603,0,58,0.8182,0.0323,0.8028,0,65.6183,?,0.5104,0,0.0004,0.0009,57.4684
