@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0,0.0352,0.1715,0,0,25.094,25.094,0,0.9933,2,25.17,0.8723,0.6804,4360,4360,0.0111,0.7396,4577,0.0112,0.1429,0.6819,25.817,0,0,0.0625,4480,4445,25.58,4449.7,70,0.0063,8.5122,4577,2,0,0.0001,4410,0.0511,0.0912,0.0111,0.0001,0.029,0.3653,0,0.0309,6230,12.052,0.0001,8.8539,0.1183,12.069,12,0.1,0,0.0002,25.836,0.0175,2,0,0.0991,6230,0.0152,0.0897,70
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.0264,0.1023,0.2348,0,0,30.13,30.13,0,0.8085,3,30.66,0.8562,0.5421,4067,4067,0.0401,0.6955,4315,0.0469,0.2,0.6393,31.686,0,0.001,0.1752,4243,4113,31.75,4156.3,150,0.006,10.86,4315,3,0,0.0024,4106,0.144,0.0235,0.0439,0.002,0.0808,0.7783,0.0004,0.0848,3195,29.655,0.004,11.931,0.3599,29.919,30,0.0333,0.0008,0.0102,33.127,0.0393,3,0,0.066,3195,0.0198,0.2477,150
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.2279,0,0.3612,0.0055,0.897,59.106,59.106,1.4088,1.1095,3,61.49,0.997,0.9138,4715,4715,0.0152,0.0045,4858,0.0997,0,1.0418,84.153,0.3424,0.1562,0.8845,4858,4838,73.437,4784,360,0.0037,1.005,4858,3,0.0556,0.1608,4725,0.8847,0.0105,0.0233,0.161,0.8846,0.0269,0.1561,0,3630,158.26,0.1658,1.2477,0.889,158.67,159,0.0056,0.8749,0.1712,89.002,0.88,3,0.897,0.0162,3610,0.0135,0.8888,380
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,1.3838,1.2435,2.2425,0.1402,0.0774,11.18,14.309,0.38,2.5461,4.871,15.347,0.9103,0.248,1377,668,0.0001,0.1909,1990,0.1672,0,0.8835,16.483,2.0397,0.4735,0.7352,1844,1761,16.48,1682,2356,0.0002,47.576,1930,6,0.0361,0.4991,1702,0.7496,0.0001,0.0035,0.4471,0.6663,0.31,0.0921,0.6098,16065,121.79,0.4997,38.803,0.8536,121.07,121,0.0008,0,0.9999,18.071,0.6315,4,0.0882,0.0381,14090,0.1848,0.8262,2441
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.8863,0.9001,0.8177,0.1159,0.087,19.239,19.239,0.2145,1.4994,6.2006,19.324,0.837,0.4593,3574,3574,0.0027,0.7198,3868,0.163,0,0.7255,20.564,1.0891,0.012,0.2021,3822,3740,20.593,3736,360,0.0039,23.99,3868,8,1.0667,0.0455,3706,0.1944,0.0036,0.0053,0.032,0.0296,0.7102,0,0.035,2464,66.1,0.0647,25.61,0.3515,66.244,66,0.0056,0,0.0651,20.911,0.0069,5,0.5942,0.0457,2208,0.0249,0.3509,744
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1199,0.3387,0.2092,0,0,17.346,17.346,0.1543,1.7119,6.0101,25.666,0.963,0.2232,1082,1082,0.0028,1.4477,3766,0.1369,0,0.8508,27.851,0.9131,0.0894,0.0384,3424,3043,28.203,2867.6,298,0.0036,23.232,3766,7,0,0.1201,2643,0.0171,0.011,0.004,0.111,0.0018,0.2475,0.082,0.0248,2176,47.085,0.151,23.125,0.147,47.062,47,0.0134,0,0.2242,30.818,0.0002,6,0,0.0338,2176,0.279,0.0479,298
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,1.0531,1.1831,1.2688,0.6215,0.3246,93.951,93.951,0.4376,1.4348,22.153,136.72,0.8951,0.2717,1402,1402,0.0002,0.6947,1994,0.1973,0,0.9449,149.35,1.2565,0.0098,0.1836,1994,1693,167.11,1668.8,6781,0.0002,415.22,1994,29,1.744,0.0457,1586,0.1417,0.0002,0.0005,0.0267,0.093,0.9785,0,0.0775,55724,1633.1,0.0519,376.73,0.4343,1580.7,1633,0.0003,0,0.2894,288.41,0.0335,19,0.6687,0.123,34365,0.1287,0.2214,18607
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0.0817,0.1006,0.2166,0,0,46.051,49.111,0,0.8332,3,51.931,0.8421,0.4771,38,30,0.0138,0.6919,104,0.05,0.2,0.651,54.773,0,0.0015,0.1754,57,48,54.53,50.735,900,0.0011,37.902,64,3,0,0.0037,42,0.1507,0.0041,0.0179,0.0029,0.0764,0.6604,0.0002,0.0838,18000,172.73,0.0052,47.579,0.3577,173.32,173,0.0056,0,0.0123,56.903,0.0311,3,0,0.0292,18000,0.2556,0.2615,900
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.2874,0.2941,0.3663,0.0148,0,21.551,21.551,0.0579,0.6938,4,23.295,0.8472,0.3267,3818,3818,0.0057,0.594,4042,0.2337,0,0.58,24.287,0.1114,0.0462,0.381,4025,3959,24.156,3938,411,0.0037,13.227,4042,4,0.0219,0.1263,3883,0.3713,0.0028,0.0144,0.0904,0.2107,0.6528,0.0034,0.2255,1785,90.58,0.1698,16.125,0.6839,90.48,91,0.0073,0.0011,0.3191,25.747,0.0777,4,0.979,0.0397,1759,0.0198,0.5546,420
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,1.6796,2.2849,2.1075,1.0977,0.2421,5.5053,5.9699,0.4194,1.8983,22.981,6.7131,0.9544,0.0683,397,114,0.0001,0.5309,584,0.1666,0,0.7574,7.9471,1.689,0.0402,0.4442,495,448,7.7223,437.6,16635,0.0001,830.8,536,28,3.218,0.1098,403,0.4468,0.0001,0.0002,0.0751,0.2671,0.6085,0,0.1837,210000,4652.7,0.1372,783.2,0.7988,4188.4,5214,0.0001,0,0.4333,8.4474,0.1295,16,0.5634,0.2176,99876,0.2285,0.6155,70167
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,2.8301,4.4289,4.1397,0.003,0.2303,4.7206,7.5285,0.3548,1.2701,10.086,9.4639,0.9057,0.1108,247,238,0.0001,0.2964,556,0.1565,0,0.7327,12.283,1.0597,0.0277,0.598,424,374,12.116,375.95,9363,0.0001,500.28,486,12,0.0067,0.0543,316,0.6453,0.0002,0.0002,0.0438,0.5013,0.633,0,0.152,59991,2565.7,0.0819,432.47,0.7813,2486.7,2664,0.0002,0,0.3031,15.294,0.352,8,0.6928,0.5668,59810,0.2052,0.7327,9426
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0,0,0,0.037,0.9833,0,0,2.4435,0,2,0,0.9987,1,0,0,0.0357,0.0001,0,0.0358,1,0,0,0.0847,0.0215,0.9295,0,0,0,0,812,0.0024,5.2557,0,2,0.0345,0.0218,0,0.9295,0.0036,0.0357,0.0216,0.9294,0.0081,0.0213,0.3415,23548,380.26,0.0219,0.0013,0.9296,380.8,381,0.0025,0.9293,0.0221,0,0.9294,2,0.9833,0.0002,22708,0,0.9296,840
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.2745,0.5915,0.3694,0,0.6731,15.273,19.83,0.6771,0.9764,5.5011,22.691,0.9964,0.1688,339,332,0.0001,0.325,625,0.0356,0,0.4033,26.449,0.8881,0.0031,0.8451,552,468,26.561,472.88,3853,0.0005,37.103,590,7,0.001,0.0256,410,0.9683,0.0001,0.0008,0.0169,0.9412,0.9193,0.0018,0.8352,108000,1670.2,0.0406,24.873,0.9803,1666.6,1663,0.0005,0.0005,0.0826,29.755,0.2221,5,0.9135,0.0005,108000,0.1871,0.9797,3857
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.2907,0.5971,0.384,0,0.6285,15.845,16.682,0.627,1.0674,5.7241,19.338,0.9944,0.2032,457,403,0.0001,0.3358,853,0.0468,0,0.4419,23.61,0.9584,0.004,0.8185,724,680,22.501,648.86,2416,0.0008,34.178,772,7,0.0017,0.0289,583,0.949,0.0001,0.0013,0.0198,0.9322,0.8989,0.0016,0.7858,51668,1000.6,0.0426,58.237,0.9751,999.79,1006,0.0008,0.0865,0.0797,25.629,0.2618,5,0.8988,0.0579,51668,0.1869,0.9734,2420
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0,0.1827,0,0.0175,26.922,37.558,0.303,0.6262,3,41.579,0.998,0.7251,2478,1435,0.0046,0,3456,0.035,0,0.5881,43.335,0.0975,0,0.5268,2811,2673,43.888,2635,870,0.0017,6.6269,2866,3,0.0345,0,2527,0.5268,0.0035,0.0046,0,0.5268,0.0004,0,0.3256,24825,277.97,0,1.0083,0.5268,277.14,277,0.0023,0.5267,0,47.934,0.5268,3,0.9988,0.0004,24825,0.1655,0.5268,900
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0.0751,0.0961,0.2261,0,0,43.682,46.66,0,0.8371,3,49.114,0.839,0.4855,45,38,0.0154,0.6886,133,0.05,0.2,0.6489,52.491,0,0.0015,0.1623,63,56,52.43,58.464,800,0.0012,39.042,70,3,0,0.0033,50,0.1448,0.0045,0.0196,0.0027,0.0711,0.6447,0.0003,0.077,16000,151.85,0.0048,45.202,0.322,153.14,153,0.0063,0.0009,0.0134,55.367,0.0264,3,0,0.0577,16000,0.2615,0.2368,800
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0,0.0352,0.1691,0,0,42.762,42.762,0,1.0031,2,44.032,0.8682,0.6476,4142,4142,0.0117,0.652,4371,0.0118,0.1429,0.6841,44.795,0,0.0001,0.0683,4371,4326,44.284,4246,140,0.0032,13.657,4371,2,0,0.0001,4145,0.0657,0.0462,0.0117,0.0001,0.0317,0.3277,0,0.0336,11900,23.006,0.0001,13.512,0.1281,23.002,23,0.05,0.001,0.0002,45.547,0.0138,2,0,0.0709,11900,0.0244,0.1008,140
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.3167,0.6398,0.4768,0,0.6948,25.853,26.744,0.599,0.9573,5.7302,27.433,0.9904,0.373,319,295,0.0001,0.2756,918,0.0384,0,0.3974,27.985,0.8605,0.0001,0.8496,540,416,28.902,456.96,2416,0.0008,114.66,633,7,0.0017,0.0249,348,0.9747,0.0001,0.0012,0.0144,0.9343,1.3461,0,0.7531,62900,1024.6,0.0425,39.104,0.9774,1028.3,1038,0.0008,0.0153,0.0827,29.137,0.4601,5,0.9169,0.0151,62900,0.3129,0.9771,2420
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0.0325,0.0977,0.2433,0,0,34.104,34.104,0,0.8412,3,34.657,0.8549,0.5327,4008,4008,0.0368,0.7072,4267,0.047,0.2,0.6584,35.563,0,0.001,0.1602,4254,4078,35.631,4108.5,175,0.0053,13.001,4267,3,0,0.0022,4038,0.1372,0.022,0.0426,0.0018,0.0645,0.631,0.0002,0.0771,3727,34.558,0.0034,14.404,0.3208,34.74,35,0.0286,0.0039,0.0061,37.017,0.0296,3,0,0.0612,3727,0.0231,0.2403,175
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.965,1.1086,1.2945,0.1306,0.1968,15.45,15.45,0.3012,1.6268,6.1038,15.45,0.9309,0.0855,1515,1515,0.0003,0.6348,1918,0.108,0,0.6768,17.395,1.2933,0.0097,0.5078,1918,1863,17.772,1765.3,2509,0.0009,162.32,1918,7,0.4568,0.0769,1515,0.5925,0.0002,0.0011,0.079,0.1598,1.2942,0,0.2892,26264,667.9,0.2547,114.66,0.903,672.64,673,0.0008,0,0.3695,20.472,0.0592,5,0.5908,0.0114,23231,0.1011,0.785,3655
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.0273,0,0.2996,0,0,26.756,26.756,0,0.5623,6.0457,27.128,0.8742,0.5694,4330,4330,0.0057,0,4534,0.25,0.3333,0.5774,28.708,0,0.042,0,4469,4468,28.083,4434.8,220,0.0069,12.161,4534,7,0,0.042,4360,0,0.0136,0.0068,0.042,0,0.0001,0.042,0,880,50.402,0.042,18.084,0,50.465,50,0.0136,0,0.042,28.935,0,6,1,0.0573,880,0.0156,0,220
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.7991,4.7326,5.6617,0.6018,0.9903,0,0,5.8326,0.7405,22.889,0,1.7153,0.3416,0,0,0,0.3019,0,0.1424,0,1.2016,0,0.0741,0.0249,0.8162,0,0,0,0,366000,0,225000,0,23,1.0682,0.3138,0,0.9468,0,0.0004,0.155,0.6155,1.0443,0,0.3406,4120000,0,0.4075,530000,0.9971,0,0,0,0,0.6587,0,0.5074,22,0.9906,0,2570000,0,0.9833,757000
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.0835,0.0988,0.2274,0,0,41.808,50.378,0,0.8303,3,52.804,0.8427,0.4784,34,27,0.0124,0.6891,99,0.05,0.2,0.6504,56.25,0,0.0015,0.1615,46,42,56.363,44.383,1000,0.0009,45.112,58,3,0,0.0034,38,0.1458,0.0036,0.0165,0.0027,0.0732,0.6289,0.0003,0.0764,20000,190.44,0.0047,57.122,0.317,189.88,190,0.005,0,0.013,58.952,0.0335,3,0,0.0501,20000,0.2456,0.2266,1000
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,1.3286,1.2324,2.4745,0.1283,0.0848,11.352,15.005,0.3857,2.5306,4.8618,16.138,0.912,0.238,1940,691,0.0001,0.1873,2543,0.1631,0,0.8811,17.448,2.039,0.4719,0.7356,2169,2052,17.738,1999.7,2307,0.0003,48.746,2225,6,0.0407,0.499,1972,0.7526,0.0001,0.0034,0.4382,0.6662,0.3296,0.0592,0.6064,15960,120.58,0.4997,41.901,0.853,120.82,121,0.0009,0,0.9999,18.763,0.6228,4,0.0952,0.0503,14145,0.1897,0.826,2401
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.2746,0.2773,0.3849,0.0026,0,23.566,23.566,0.0454,0.6283,4.0113,25.633,0.8435,0.324,3851,3851,0.0021,0.6048,4064,0.2327,0,0.579,26.184,0.0593,0.0406,0.3836,4029,3921,25.89,3940.4,445,0.0035,15.525,4064,5,0.0112,0.1129,3879,0.3772,0.001,0.0132,0.0839,0.1802,0.6896,0.0049,0.2175,1917,98.481,0.1595,19.223,0.6908,98.361,98,0.0067,0.0002,0.3813,26.813,0.0797,4,0.9906,0.0384,1912,0.0186,0.5524,450
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,1.3887,1.1824,2.3,0.1389,0.0809,12.154,14.23,0.3826,2.5489,4.8809,15.014,0.9128,0.2508,1647,1018,0.0001,0.1899,2254,0.1663,0,0.8766,16.358,2.0383,0.4733,0.7348,1988,1820,16.536,1817.4,2339,0.0003,47.622,2148,6,0.041,0.499,1715,0.7497,0.0001,0.0035,0.4444,0.6662,0.3142,0.0738,0.6119,16016,122.72,0.4997,39.211,0.8537,122.25,122,0.0009,0,0.9999,17.967,0.617,4,0.0916,0.0263,14063,0.1489,0.8263,2435
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.2918,0.2523,0.4208,0.1154,0.951,25.611,25.611,0.5835,0.897,4.8037,25.611,0.9999,0.4284,1380,1380,0.0002,0.1168,4769,0.0221,0,1.0016,27.461,0.2671,0.0003,0.9235,4769,4681,26.979,3610,1754,0.0008,32.171,4769,5,0.5513,0.0119,1380,0.9512,0.0002,0.0014,0.0112,0.9432,2.805,0,0.7649,88373,812.94,0.0125,213.03,0.9926,809.35,821.5,0.0011,0.5791,0.272,27.865,0.7011,4,0.9728,0.3571,79229,0.4369,0.9889,2721
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.262,0,0.3466,0.0013,0.9495,234.68,234.68,2.1263,0.9599,3,234.68,1.0009,0.948,4886,4886,0.0038,0.0015,4886,0.05,0,1.0234,234.68,0.204,0.1041,0.9351,4886,4886,234.68,4886,1520,0.0009,8.6,4886,3,0.0263,0.1075,4886,0.9351,0.0026,0.0063,0.1058,0.9339,0.0182,0.1038,0,30460,713.04,0.1077,18.081,0.9364,712.46,716,0.0013,0.9309,0.1115,234.68,0.9337,3,0.9495,0.1987,30420,0,0.9363,1560
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0,0.0352,0.1599,0,0,25.496,25.496,0,0.9952,2,25.594,0.8743,0.6799,4379,4379,0.0111,0.6741,4541,0.0112,0.1429,0.678,25.723,0,0,0.0661,4533,4437,25.733,4455,70,0.0063,8.5442,4541,2,0,0.0001,4385,0.0572,0.0931,0.0111,0.0001,0.0317,0.3569,0,0.0327,6230,12.057,0.0001,8.8284,0.1236,12.09,12,0.1,0.0001,0.0001,25.812,0.0189,2,0,0.1015,6230,0.0157,0.0944,70
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,2.4033,3.6777,2.8305,0.0299,0.9229,0,0,2.9494,0.6842,4,0,1.0386,0.1092,0,0,0,0.4528,0,0.0193,0,0.3239,0,0.4957,0,0.8019,0,0,0,0,78914,0,34752,0,4,0.7335,0.2199,0,0.9995,0,0.0001,0.0979,0.8215,1.6199,0,0.5084,4220000,0,0.36,67611,1,0,0,0,0,0.5,0,0,4,0.9338,0,4090000,0,1,137000
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.2917,0.2884,0.3976,0.0076,0,33.923,38.516,0.0676,0.7245,5.0013,41.6,0.8283,0.247,24,18,0.0002,0.5914,64,0.2335,0,0.5878,45.514,0.1714,0.0478,0.39,40,32,45.373,33.751,5839,0.0003,99.448,45,6,0.0276,0.1237,27,0.3824,0.0001,0.0011,0.0931,0.2004,0.649,0.0023,0.2273,25200,1275.8,0.1758,158.74,0.707,1269,1265,0.0005,0.0001,0.6326,48.433,0.0774,5,0.9611,0.0109,25009,0.2737,0.5674,6000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.2746,0.2784,0.4011,0.0076,0,26.772,26.772,0.0535,0.6875,4,27.747,0.8469,0.3266,3683,3683,0.0028,0.5943,3927,0.2313,0,0.5843,28.244,0.124,0.05,0.4027,3867,3818,28.874,3823.7,489,0.0032,12.169,3927,4,0.0225,0.1211,3803,0.4098,0.0014,0.0122,0.0915,0.1898,0.6222,0.0039,0.2258,2130,109.69,0.1689,15.015,0.7403,109.69,110,0.0061,0.0003,0.3458,29.007,0.0902,4,0.973,0.0397,2114,0.0178,0.5902,500
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,0.0153,0.102,0.2331,0,0,24.055,24.055,0,0.822,2.9266,24.916,0.8591,0.5598,4150,4150,0.0431,0.7119,4400,0.0469,0.2,0.6374,25.197,0,0.0009,0.1559,4373,4273,25.206,4278.3,110,0.0092,8.7547,4400,3,0,0.0025,4252,0.1506,0.0333,0.0456,0.0018,0.0676,0.7305,0.0002,0.0752,2343,21.892,0.0033,9.6133,0.3299,21.968,22,0.0455,0.0011,0.0095,25.839,0.0236,2,0,0.0766,2343,0.0183,0.2175,110
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_9_all.cnf,1,0.3677,0.4995,0.446,0,0.7132,24.108,24.108,0.51,0.9164,5.7608,28.799,0.9988,0.2737,418,418,0.0001,0.2341,3372,0.0416,0,0.3917,31.955,0.8213,0,0.8459,3355,3298,30.339,2642.8,1673,0.0012,59.191,3372,7,0.0024,0.0368,2700,0.9384,0.0002,0.0016,0.0232,0.7881,1.1369,0,0.6494,40187,721.16,0.0665,43.293,0.9757,718.3,720,0.0012,0.015,0.0955,32.94,0.6038,5,0.9284,0.0012,40187,0.3916,0.975,1677
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.4531,0.1969,0.3157,0.3226,0.3412,8.7391,16.903,0.4226,1.3728,19.189,21.097,0.8278,0.237,554,542,0.0005,0.903,1491,0.2222,0,0.9124,22.999,1.1452,0.0095,0.1193,1073,849,21.778,843.35,2111,0.0005,47.457,1313,25,1.0142,0.0387,590,0.1234,0.0008,0.0011,0.0258,0.0369,1.0013,0,0.065,12563,539.25,0.0446,38.443,0.22,537.59,539.5,0.0009,0,0.286,25.037,0.0007,14,0.6795,0.0411,9499,0.3307,0.1434,4252
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.9753,1.179,1.259,1.3653,0.1273,32.196,32.196,0.3347,0.9448,10.727,32.735,0.8457,0.1774,2796,2796,0.0006,0.8521,3845,0.1752,0,0.5176,33.911,1.0757,0.012,0.2515,3845,3551,35.357,3419.3,1804,0.0009,101.01,3845,12,3.3276,0.0419,3485,0.1837,0.0007,0.0014,0.0267,0.1043,0.717,0,0.0884,24351,387.76,0.0474,88.556,0.6664,387.54,387,0.0011,0,0.1622,42.585,0.0267,9,0.797,0.0235,10295,0.1124,0.3016,7807
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,1.2043,1.2442,1.2849,1.5823,0.1924,0,0,1.1862,1.3062,8,0,0.9497,0.0828,0,0,0,0.9095,0,0.1847,0,0.7365,0,1.1228,0.0333,0.2965,0,0,0,0,115000,0,11444,0,8,3.426,0.1834,0,0.1732,0,0.0001,0.1013,0.1006,0.921,0,0.1771,1600000,31092,0.252,42116,0.7489,0,0,0,0.0003,0.3167,0,0.0321,8,0.8413,0,620000,0,0.4605,507000
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.7561,0.8045,0.9456,0.6937,0.6633,0,0,1.0765,1.1292,8.5205,0,0.952,0.2507,0,0,0.0001,0.3302,0,0.2405,0,1.5565,0,0.9808,0.0216,0.7575,0,0,0,0,13336,0.0002,973.89,0,10,1.3431,0.0424,0,0.853,0.0001,0.0004,0.0331,0.7562,0.562,0,0.1827,93904,3887.4,0.0559,350.6,0.9252,3595.6,3988.5,0.0001,0,0.1739,0,0.3044,7,0.9396,0.1085,55442,0,0.9011,31248
