@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE UNARY NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.2455,48.8467,45.3542,0.9469,0.5016,0.7576,0.0046,0.0303,0.5919,0.5015,6.8892,0.3333,0.0003,0.9962,6.6585,12051,0.0001,0.5015,11583,0.0342,0.5015,0.0167,0.0302,0.0303,0.0302,33.9,0.0085,33.9,0,33.9,33.9,33.9,0.0085,2,33.9,0.5016,33.9,0.9982,33.9,2,0,0,468,0,2,?,?,?,0,0.0167,0.0221,0.0958,0.0167,87.4279,0.0103,77,0.0085,0,0.1353,0.0103,0.0103,87,0.5018,0
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.1187,8.6493,25.4337,0.8434,0.4585,0.7551,0.0411,0.0205,0.5872,0.4585,7.7862,0.3333,0.0007,0.9537,6.1139,25200,0.0002,0.4584,24528,0.0238,0.4581,0.0117,0.0205,0.0205,0.0205,30.3044,0.0059,34.5636,0,38.8228,38.8228,38.8228,0.0059,2,30.3044,0.4585,38.8228,0.9943,30.3044,2,0.03,0,672,0,2,?,?,?,0,0.0117,0.0042,0.0846,0.0117,130.733,0.0069,118,0.0059,0,0.1577,0.0069,0.0069,130,0.4587,0
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,67.8,0.6905,0.0925,0.0506,0.7896,0.6253,1446.37,0.1112,1.0846,0.6291,2.6966,0.004,0.9521,0.1567,4.0812,155712,0.3001,0.4192,155623,0.008,0.0101,0.003,0.0012,0.7744,0,19.7767,0,36.6051,2.8102,31.2308,109.1,24.1075,0.0016,5.0345,16.8137,0.9148,145.381,0.9335,12.9121,7,0.3138,2.2842,12584,0.1853,5,?,?,?,2.9304,0,0.0022,0.1271,0.0003,2660.31,0.6609,2674,0.0001,2.2415,0.026,0,0.8462,2704,0.979,0
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,9.0432,0.2414,0.1678,0.8382,0.9061,0.7352,10.5625,0.98,1.9496,0.9009,36.237,0.0345,4.8955,0.9515,34.3688,69964,0.015,0.8885,69094,0.069,0.852,0.005,0.0122,0.98,0.0122,68.7259,0.0004,78.3729,2.9186,87.3398,99.9689,74.378,0.0038,2,67.4886,0.9064,99.9689,0.9996,67.4886,2,1.3871,0.1795,870,0.0543,2,?,?,?,4.3147,0.0015,0.0002,0.0354,0.0032,393.931,0.4506,378,0.0017,0.3926,0.106,0.2952,0.6012,393,0.9429,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,21.9975,0.2151,0.2951,0.3424,0,0.5,18.3205,0,0,0,1.0291,0,1.5397,0.5425,0.3684,4492,0,0,4492,0.0078,0,0.0138,0.0103,0,0.0027,29.4252,0.0009,30.2892,0,31.6435,31.7665,30.1288,0.0069,3.6896,29.3487,0,31.7665,0.8535,29.3487,4,0.0217,0.3025,510,0,3,0.0714,0.0161,0.0234,3.0443,0.0018,0.0732,0.0762,0.0078,98.8492,0,89,0.0039,0.3025,0.2395,0,0,99,0,0
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,89.5522,0.1065,0.8378,0.2243,0.0897,0.5045,90.7405,0.0763,0.156,0,0.4517,0.7735,0.5147,0.6366,0.1502,18555,2.3696,0,18124,0.002,0,0.034,0.0005,0.172,0.0003,35.7241,0.0001,40.6183,0.7891,45.7822,62.9139,40.0297,0.017,10.9265,27.8036,0,62.9139,0.7674,27.8036,14,0.4744,2.7985,4487,0.1098,8,?,?,?,1.2878,0.0004,0.1998,0.0297,0.0015,412.395,0.0363,396,0.0007,2.7597,0.6617,0,0.6667,412,0.9332,0
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,12.5592,0.517,1.8713,0.5699,0.8253,0.5164,13.8978,0.5065,0.6143,0.8274,6.0914,0.1359,1.8734,0.7966,3.5338,11753,0.1666,0.7359,6961,0.0291,0,0.0424,0.0105,0.7477,0.0001,33.6362,0,35.1856,2.5441,39.8714,39.8714,35.2076,0.008,3.8297,32.0271,0.874,39.8714,0.9905,32.0271,4,0.171,0.8253,468,0.1074,3,0.9595,0.0142,0.0448,3.1732,0.0001,0.0222,0.0693,0.0083,132.89,0.6006,121,0.003,0.5452,0.1608,0,1,133,1,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,28.4211,0.3678,0.1553,0.8019,0.8376,0.9554,61.7241,0.9554,1.8728,0.7976,46.1257,0.0323,12.2704,0.8819,55.8087,266431,0.0851,0.723,263328,0.0262,0.5453,0.0021,0.0018,0.9554,0.0008,61.8603,0.0004,66.6205,2.7294,69.8689,79.8333,64.7136,0.0012,3.0412,57.5415,0.8619,83.25,0.9994,56.8908,4,0.3899,0.1842,2400,0.0377,3,?,?,?,5.5384,0.0008,0.0001,0.1934,0.0014,1062.24,0.1701,1074,0.0008,0.174,0.1098,0.0795,0.3235,1099,0.9301,0
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,11.6085,0.1588,0.1561,0.5228,0.0818,0.0106,10.7641,0,0.016,0.0256,1.289,0,0.0018,0.648,0.736,58358,0.727,0.005,58358,0.0667,0.0004,0.1071,0.0026,0,0.0026,16.768,0.0002,18.2272,1.7367,18.2668,22.0609,17.9864,0.0011,2,16.085,0.084,22.0609,0.8842,16.085,2,0.146,0.2016,150,0.0297,2,?,?,?,1.727,0.038,0.0911,0.14,0.0666,17.4,0.0417,14,0.0007,0.2644,0.3499,0.0013,0.0858,17,0.1618,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,13.6928,0.2598,3.6279,0.6729,0.717,0.0753,17.1252,0.0112,1.1317,0.6746,24.4672,0,2.3448,0.8055,26.5645,26201,0.0966,0.6595,26201,0.0991,0.6368,0.0266,0.0084,0.9247,0.0084,41.0504,0.0007,41.4135,3.5563,41.7329,41.7329,41.457,0.0111,2.1719,41.0504,0.6969,41.7329,0.9968,41.0504,3,0.0102,0.2403,222,0.157,2,?,?,?,5.0311,0.009,0.0402,0.0963,0.0199,89.7685,0.283,79,0.0074,0.357,0.2167,0.1273,0.8417,89,0.984,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,13.1204,0.2659,3.4482,0.6925,0.6502,0.1119,16.2529,0,0.92,0.5977,13.681,0,2.1397,0.8114,13.9204,15812,0.1387,0.5892,15812,0.0672,0.5745,0.0254,0.0129,0.8881,0.0116,44.0871,0.0009,48.6855,2.9401,52.3671,52.3671,49.6024,0.0105,2.9958,44.0871,0.6083,52.3671,0.991,44.0871,3,0.023,0.2618,238,0.1569,2,?,?,?,4.6626,0.0084,0.0279,0.097,0.0187,86.5865,0.2303,76,0.0075,0.3709,0.2144,0.1243,0.7744,86,0.9697,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,7.7246,0.1836,0.1683,0.5726,0.1372,0.0114,6.9102,0,0.0162,0.1199,1.5338,0,0.0014,0.7013,0.924,40110,0.5129,0.0245,40110,0.0952,0.0212,0.1219,0.0026,0,0.0026,18.7718,0.0006,19.3997,1.4088,20.1307,20.5406,19.8055,0.0019,2,17.6984,0.1303,20.5406,0.8954,17.6984,2,0.1837,0.1562,105,0.0402,2,?,?,?,1.9103,0.0551,0.076,0.1934,0.0952,12.0743,0.0732,9,0.0011,0.2799,0.3599,0.0109,0.1387,12,0.2428,0
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,2.807,0.3425,0.5794,0.7821,0.0262,0.5,1.1276,0,0,0.0024,0.6532,0,0.047,0.9633,0.3838,396,2.037,0.0007,396,0.0155,0,0.0303,0.0153,1,0.0152,25.0828,0,27.4694,0.1725,29.3943,30.862,27.5068,0.0303,6.4583,24.444,0.0082,30.862,0.8253,24.444,7,0.0449,0.1189,193,0.0664,6,0.2,0.0234,0.0303,0.2047,0.0152,0.0682,0.1327,0.0155,27.3878,0.0138,23,0.0078,0.5583,0.2737,0,0.3333,27,0.2597,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,178.667,7.4091,6.833,0.8609,0.9084,0.9793,650.414,0.9793,2.1151,0.8965,57.9307,0.028,6.5331,0.9585,52.2801,166723,0.0231,0.88,165438,0.0576,0.8343,0.0031,0.0075,0.9793,0.0075,77.9742,0.0005,94.7487,3.1627,109.5854,109.7289,94.0435,0.0023,2,71.4537,0.9102,109.7289,1.0047,71.4537,2,1.756,0.2287,1285,0.0744,2,?,?,?,5.296,0.0007,0.0373,0.1372,0.0023,590.724,0.387,573,0.0016,0.256,0.1903,0.2164,0.6682,597.5,0.9663,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,17.7472,0.599,5.6371,0.8177,0.7914,0.9259,23.006,0.9259,1.3838,0.779,24.4985,0.0556,5.6537,0.9199,28.3966,43649,0.0217,0.7695,42889,0.0486,0.7465,0.0062,0.0057,0.9259,0.0031,51.3353,0.0016,62.6665,2.9039,73.3768,73.5446,72.6552,0.0036,3,49.2732,0.791,73.5446,0.9991,49.2732,3,0.9884,0.1427,760,0.0453,3,?,?,?,4.5976,0.0029,0.0118,0.0681,0.0045,323.527,0.1784,305,0.0026,0.135,0.1306,0.0756,0.3136,326,0.8375,0
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,10.9302,0.1549,0.1635,0.5219,0.095,0.0104,9.9479,0,0.0162,0.0972,1.2817,0,0.0019,0.66,0.6667,56970,0.4844,0.0064,56970,0.0667,0.0052,0.0983,0.0026,0,0.0026,16.2285,0.0003,17.611,1.3313,18.658,20.3417,17.7511,0.0011,2,16.1936,0.1106,20.3417,0.8882,15.5136,2,0.1423,0.2157,150,0.0229,2,?,?,?,2.0084,0.0379,0.097,0.1635,0.0666,17.7656,0.047,14,0.0007,0.2672,0.369,0.0028,0.0689,18,0.1355,0
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,41.7216,0.1507,0.2256,0.3345,0.0911,0.4086,44.5087,0.0805,0.1804,0,0.5539,2.6674,0.5739,0.9002,0.236,10297,2.13,0,5117,0.0058,0,0.0594,0.0016,0.3543,0.001,41.3719,0.0004,41.9453,0.4872,42.8755,42.8755,41.5885,0.0209,8.2451,41.3719,0,42.8755,0.766,41.3719,10,0.0262,2.0353,3176,0.084,6,0.619,0.0353,0.0733,1.6381,0.0016,0.036,0.0544,0.0041,142.75,0.0261,133,0.0016,1.7952,0.2025,0,0.4667,143,0.7742,0
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,13.4627,0.269,0.1603,0.8186,0.7362,0.8667,12.9404,0.8667,1.1331,0.7361,3.2711,0,0.0013,0.8588,2.5351,1470,0.0001,0.7361,1470,0.0714,0.736,0.0184,0.0959,0.8667,0.0959,66.6082,0.0088,66.9447,0,73.796,73.796,73.3852,0.0088,3,53.9894,0.7362,73.796,0.9815,53.9894,3,0.0009,0,196,0,3,0.069,0.033,0.1238,0,0.0184,0.0176,0.1016,0.0184,71.2738,0.037,62,0.0088,0,0.1328,0.037,0.037,71,0.7364,0
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0,0,1,0.5758,0.7813,0,0.125,0.6364,0.5758,2.638,0.3333,0,1,2.6292,896,0.0001,0.5757,768,0.125,0.5757,0.0573,0.1237,0.125,0.1237,0,0.0299,0,0,0,0,0,0.0299,2,0,0.5758,0,1,0,2,0,0,128,0,2,0.0909,0.1179,0.2695,0,0.0573,0.0002,0.1814,0.0573,21.5372,0.0455,17,0.0299,0,0.1893,0.0455,0.0455,21,0.576,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,3150.06,0.096,4.0825,0.807,0.8534,0.956,63.9545,0.956,1.9057,0.85,52.8931,0.0313,9.2119,0.9044,58.8584,305320,0.1762,0.6985,301942,0.0242,0.1774,0.0021,0.0016,0.956,0.0008,61.2745,0.0005,67.2837,2.6704,70.5366,75.1905,67.1586,0.0012,3,61.0196,0.8998,75.7273,1.1234,59.2959,3,0.291,0.1826,2640,0.0355,3,?,?,?,5.5455,0.0008,0.4552,0.0238,0.0013,1208.32,0.1618,1164,0.0007,0.1723,0.4242,0.0769,0.2857,1201.5,0.9994,0
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,63.1223,0.086,3.7613,0.7019,0.3936,0.7529,43.403,0.0114,0.5828,0.3933,10.1197,0.3333,0.0072,0.7843,7.844,78498,0.001,0.3932,77322,0.0136,0.3926,0.0068,0.0114,0.0114,0.0114,27.8261,0.0034,31.2367,0,35.1723,37.5547,32.3029,0.0034,2,25.4438,0.3935,39.6532,1.016,24.2695,2,1.5891,0,1176,0,2,?,?,?,0,0.0068,0.2696,0.0626,0.0068,232.56,0.0038,213,0.0034,0,0.3706,0.0038,0.0038,233,0.3956,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,18.547,0.1515,0.5777,0.7748,0.821,0.9405,32.7113,0.9405,1.5477,0.8099,30.5551,0.0455,5.0476,0.8827,36.3194,84314,0.0193,0.8014,82811,0.0391,0.775,0.0045,0.0034,0.9405,0.0019,44.5146,0.0011,47.4779,2.9779,48.6921,56.8879,46.2776,0.0026,3.0519,41.6752,0.8204,63.2926,0.999,40.3952,4,0.2803,0.1887,1150,0.0494,3,?,?,?,5.0931,0.0018,0.0008,0.0906,0.003,502.296,0.1931,483,0.0017,0.1744,0.1151,0.0821,0.381,506.5,0.874,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,15601.2,3.3096,2.822,0.8906,0.9779,0.987,21234.2,0.987,2.7455,0.9732,131.404,0.0167,1.505,0.9507,109.661,926696,0.0519,0.9507,923045,0.034,0.1015,0.0013,0.0038,0.987,0.0002,117.9615,0.0001,139.8284,3.4963,161,166,147.3333,0.001,3,108.3636,0.9938,176.6,1.1429,86.1667,3,1.0399,0.2855,3651,0.0877,3,?,?,?,6.4525,0.0002,0.3539,0.3321,0.0008,1603.64,0.3791,0,0.0005,0.3124,0.5948,0.1233,0.6164,1771,1,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,42.9407,0.1303,0.1927,0.2388,0.7371,0.1382,53.422,0.0712,0.3789,0.6668,0.6236,0.0331,0.3226,0.538,0.0715,18718,0.2056,0.6212,16697,0.0045,0,0.0201,0.0031,0.0881,0.0001,17.1733,0,18.014,2.6646,20.1368,20.3111,18.6863,0.0036,4.886,15.9059,0.7778,20.864,0.8822,13.264,6,0.1308,1.265,2969,0.1511,4,?,?,?,3.3933,0.0001,0.0276,0.0668,0.0025,133.372,0.6058,121,0.0002,2.5002,0.4658,0,1,133,1,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,1891.56,5.7916,4.9234,0.8042,0.8371,0.9548,1199.59,0.9548,1.8771,0.8001,50.4158,0.0323,13.6186,0.8956,57.3366,266431,0.0834,0.7268,263417,0.0258,0.4863,0.0023,0.0018,0.9548,0.001,58.6304,0.0005,66.5029,2.662,77.2151,82.1569,63.0065,0.0013,3,57.8819,0.8577,86.0566,1.11,48.9463,3,0.396,0.1777,2400,0.035,3,?,?,?,5.4654,0.0009,0.498,0.1698,0.0014,1066.46,0.1625,1073,0.0008,0.1671,0.355,0.0709,0.2795,1096,0.9314,0
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,2.5883,18.5954,0.3073,0.9737,0.9345,0.7612,11.5349,0.9893,1.6885,0.9302,32.4504,0.0345,1.5442,0.9868,26.6016,28508,0.0169,0.9127,28058,0.1333,0.8942,0.0074,0.0155,0.9893,0.0155,66.5459,0.0012,76.2586,2.765,83.8181,89.1863,75.1534,0.0065,2,60.1488,0.9371,105.5587,0.9999,58.2418,2,0.5022,0.1525,450,0.0613,2,?,?,?,3.4695,0.0034,0.0001,0.0693,0.0055,202.974,0.65,191,0.0035,0.3653,0.0806,0.5,0.8219,203,0.9905,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,1877,0.1671,0,0.3325,0,0.5,1693,0,0,0,0.9618,0,0.3436,0.3361,0.3763,708206,0,0,708206,0.0001,0,0.0004,0.0003,0,0,62.5,0,93.6251,0,110.1667,159,87,0.0002,4.4783,48.4,0,167,0.8715,45.1667,5,0.6663,0.3004,34307,0,4,?,?,?,4.1179,0,0,0.0014,0.0001,6511.5,0,6562,0.0001,0.3004,0,0,0,6511.5,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,1845.88,5.3394,5.0275,0.8314,0.827,0.9506,599.912,0.9506,1.8118,0.7882,46.8651,0.0345,12.1045,0.9295,52.4599,215164,0.0888,0.7106,213064,0.0281,0.558,0.0024,0.0022,0.9506,0.0008,64.5319,0.0004,73.8687,2.7149,80.2636,91.2143,72.28,0.0014,3,62.4177,0.8498,92.451,1.2524,61.9048,3,0.3103,0.1714,2100,0.0372,3,?,?,?,5.3236,0.0008,1.0301,0.1781,0.0017,915.324,0.151,907,0.0009,0.1606,0.4014,0.0664,0.2953,941,0.9269,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,16.9154,0.1431,0.2013,0.7576,0.8197,0.9397,32.9006,0.9397,1.5475,0.8093,29.9518,0.0455,6.9718,0.9099,36.2961,84314,0.0189,0.8005,82823,0.0391,0.7749,0.0047,0.0034,0.9397,0.0019,48.0156,0.0009,58.5849,2.786,67.0737,89.1617,55.0693,0.0027,3.012,46.223,0.8189,89.1617,0.9989,45.2612,4,1.1421,0.2038,1150,0.0405,3,?,?,?,5.1246,0.0014,0.0003,0.0345,0.003,504.988,0.1851,481,0.0017,0.1972,0.1313,0.0917,0.3412,505,0.8743,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,19134,1.7416,1.9939,0.8584,0.9811,0.9834,544.25,0.9834,2.7515,0.9835,169.254,0.0166,1.7504,0.93,157.463,1163952,0.062,0.9625,1160280,0.0338,0.1897,0.0012,0.0031,0.9834,0.0031,112,0.0001,118.1665,3.1765,117.1765,149.6,113.4286,0.0009,2,107,0.9966,149.6,1.0968,107,2,0.4607,0.2623,3672,0.0641,2,?,?,?,6.6172,0.0002,0.1767,0.6677,0.0008,1313.25,0.2891,0,0.0005,0.2856,0.5949,0.1265,0.4195,1716.5,1,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,26.4137,0.1332,0.1481,0.2114,0.0401,0.2583,26.4657,0,0.135,0.0074,1.5756,0,0.1633,0.4732,1.0204,2416,1.4754,0.0008,2416,0.0177,0,0.0248,0.0036,0,0.0025,24.0249,0.0012,28.7354,0.7043,33.8868,42.293,32.6617,0.0054,6.0207,4.5071,0.013,42.293,0.9622,4.5071,7,0.4309,0.2813,339,0.0454,6,0.6466,0.0206,0.0393,1.2578,0.0099,0.0343,0.0984,0.0131,53.8928,0.0222,47,0.0033,0.2085,0.1089,0,0.2,54,0.3254,0
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,4194.67,1.3879,1.4482,0.039,0.6126,0.8316,2544,0.145,0.3581,0.3815,7.3133,0.4229,1.5213,0.1148,3.4122,454832,0.4934,0.0915,428369,0.003,0,0.0065,0.0001,0.6174,0,15.0157,0,18.8143,3.3729,25.546,25.546,19.7604,0.0032,6.4483,14.935,0.7567,25.546,1.0688,14.935,7,0.492,1.9303,33867,0.2707,5,?,?,?,3.6152,0,0.1854,0.5592,0.0001,5485.6,0.3183,0,0.0001,2.1899,1.1404,0,0.9642,6866,0.9847,0
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,1.2624,1.621,1.5054,0.9127,0.8398,0.9134,0.3374,0.9134,1.5467,0.8398,2.7287,0,0.0001,0.9333,2.1001,1662,0,0.8397,1662,0.0833,0.8397,0.0138,0.0947,0.9134,0.0915,101.1227,0.0066,104.6538,0,108.1849,108.1849,108.1849,0.0066,3,101.1227,0.8398,108.1849,0.9901,101.1227,3,0.0094,0,276,0,3,0.08,0.0264,0.1522,0,0.0138,0.0106,0.0758,0.0138,111.044,0.0435,100,0.0066,0,0.1304,0.0435,0.0435,111,0.8399,0
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,1.3685,16.7891,0.4892,0.8481,0.4464,0.7546,4.7159,0.0184,0.5862,0.4464,7.956,0.3333,0.0012,0.9295,8.3954,34235,0.0003,0.4463,33415,0.0195,0.4462,0.0096,0.0184,0.0184,0.0184,26.9901,0.0048,30.5522,0,34.2075,37.091,29.7628,0.0048,2,25.6255,0.4464,37.2684,0.9961,24.642,2,1.2559,0,820,0,2,?,?,?,0,0.0096,0.0014,0.0869,0.0096,155.432,0.0062,143,0.0048,0,0.17,0.0062,0.0062,156,0.4469,0
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,7.9615,0.3028,0.2981,0.5735,0.0258,0.1908,6.93,0,0.0564,0.0105,1.4423,0,0.1346,0.7382,1.0085,1892,0.7665,0.0046,1892,0.0455,0.0004,0.0455,0.0551,0.0016,0.0486,25.4066,0.0037,25.5122,0.9627,25.594,25.9227,25.4478,0.0127,2.9908,25.2953,0.0227,25.9227,0.8663,25.2953,3,0.0208,0.0144,110,0.0079,2,0.1265,0.1062,0.1126,1.4771,0.0428,0.0787,0.1602,0.0447,20.965,0.008,17,0.0085,0.2023,0.2505,0,0.037,21,0.1145,0
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,9.8856,0.2006,0.3952,0.2911,0.7976,0.5507,15.9691,0.7141,0.7837,0.7276,2.745,2.0757,0.9923,0.9448,1.3572,16587,0.2832,0.4982,2448,0.068,0,0.056,0.0103,0.7398,0.0004,0,0,0,3.3326,0,0,0,0.0135,5.0817,0,0.8568,0,0.9683,0,6,0,0.9856,1584,0.2828,4,0.9614,0.013,0.0997,3.1456,0.0004,0.0134,0.0761,0.0065,91.6079,0.6588,83,0.0023,1.1261,0.2864,0,1,92,1,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,19.5275,1.8489,0.1946,0.0929,0.282,0.6256,24.9964,0.2953,0.3659,0.0974,1.8015,1.7619,0.3363,0.3999,0.5945,19904,0.8819,0.0369,12009,0.005,0.0002,0.2837,0.0021,0.5966,0.0005,14.2902,0,15.9463,2.2862,17.3774,19.002,16.6277,0.2122,6.721,13.4095,0.2174,19.002,0.9442,12.7164,8,0.1634,4.5479,4408,0.2354,5,?,?,?,2.1598,0.0004,0.0115,0.058,0.0021,303.241,0.2858,288,0.0011,5.6555,0.2374,0,0.9667,304,0.975,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,628.333,0.1135,5.2527,0.7799,0.8299,0.9523,53,0.9523,1.8075,0.7894,43.6323,0.0345,9.1212,0.9181,51.4803,215164,0.0869,0.7182,212478,0.0276,0.5578,0.0026,0.002,0.9523,0.0009,57.0853,0.0005,62.0523,2.694,65.3696,74,60.8018,0.0015,3.232,54.2945,0.8547,74.6232,1.0181,50.5436,4,0.3398,0.1886,2100,0.0363,3,?,?,?,5.3919,0.0008,0.1007,0.1563,0.0016,926.091,0.1681,918,0.0009,0.1807,0.2412,0.0634,0.3039,949,0.9296,0
