@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.82716,2,0.777778,5040,0,0,3.555556
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0,0,0.555556,0,0.333333,0.666667,0,0.444444,0,0.737111,2,0,300,0,0,2.933333
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.85124,2,0.818182,6600,0,0,3.636364
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,4.086288,12.234043,0,1725,0.311921,1.108996,2.978723
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,0.058697,0,0.22486,0,0.212991,0.787009,136,0.716444,0,0.748323,3.971299,0,2629,1.062863,1.181936,6.794562
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,0.059227,0,0.224034,0,0.21267,0.78733,138,0.716738,0,0.788505,4.126697,0,2736,1.086539,1.231659,6.820513
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,0.052395,0,0.212575,1,0.198872,0.801128,140,0.734656,4,0.719138,4.098731,0.005642,2906,1.101407,1.187753,7.339915
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.84,2,0.8,9720,0,0,3.6
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,0,0,0.370714,0,0.333333,0.666667,0,0.629286,0,0.552734,2,0,1200,0,0,4.728333
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,0.060432,0,0.229819,1,0.212991,0.787009,137,0.709307,2,0.798832,4.194864,0.003021,2777,1.101731,1.261885,6.641994
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,0.055714,0,0.220008,0,0.206745,0.793255,137,0.724278,0,0.753197,4.1261,0,2814,1.116631,1.228897,7.010264
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,4.008274,12,0,1692,0.331258,1.17912,2.978723
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.296535,8,0,33168,0,0,37.291365
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,0.054632,0,0.213381,1,0.207353,0.792647,138,0.731591,4,0.764266,4.122059,0.005882,2803,1.091246,1.189405,7.226471
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,0.786982,0,0,0,1,0,133,0,0,3.834515,11.432624,0,1612,0.365101,1.184493,2.943262
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.84,2,0.8,6480,0,0,3.6
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,0.055984,0,0.218256,0,0.207658,0.792342,138,0.725761,0,0.734357,3.991163,0,2710,1.069769,1.18573,7.057437
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.869822,2,0.846154,6864,0,0,3.692308
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.185335,5,0,20730,0,0,37.291365
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.8125,2,0.75,3136,0,0,3.5
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,0.795455,0,0,0,1,0,140,0,0,4.186761,12.553191,0,1770,0.290017,1.072768,2.992908
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,0.062216,0,0.23297,2,0.215596,0.784404,137,0.703906,4,0.759909,3.958716,0.006116,2589,1.073536,1.235207,6.524465
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.8125,2,0.75,2744,0,0,3.5
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.884444,2,0.866667,5460,0,0,3.733333
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,0.061638,0,0.234131,1,0.216923,0.783077,134,0.703772,2,0.770533,4.009231,0.003077,2606,1.077841,1.230985,6.483077
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,0.057442,0,0.221803,0,0.210448,0.789552,137,0.720755,0,0.745955,3.976119,0,2664,1.065243,1.197779,6.914925
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,0.055993,0,0.220241,0,0.209821,0.790179,135,0.723766,0,0.813152,4.284226,0,2879,1.126949,1.239205,6.974702
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.8125,2,0.75,11760,0,0,3.5
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,0.79661,0,0,0,1,0,141,0,0,4.264775,12.794326,0,1804,0.263374,0.988503,3
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,0.056284,0,0.224714,0,0.209821,0.790179,133,0.719001,0,0.74614,4.034226,0,2711,1.087153,1.182311,6.834821
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,0.056355,0,0.219424,0,0.204348,0.795652,141,0.724221,0,0.767283,4.205797,0,2902,1.096436,1.22331,7.047826
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,0.058874,0,0.22684,0,0.21203,0.78797,136,0.714286,0,0.712716,3.807519,0,2532,1.020978,1.160002,6.742857
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,0.059605,0,0.2247,0,0.21203,0.78797,139,0.715695,0,0.746555,3.996992,0,2658,1.079048,1.213794,6.804511
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,0.056931,0,0.221535,1,0.207965,0.792035,138,0.721122,2,0.757972,4.112094,0.00295,2788,1.095209,1.208196,6.946903
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,0.055533,0,0.219718,0,0.20524,0.79476,138,0.724748,0,0.741173,4.040757,0,2776,1.071347,1.182121,7.033479
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,0.791908,0,0,0,1,0,137,0,0,3.600473,10.77305,0,1519,0.344023,1.202611,2.971631
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.795918,2,0.714286,1260,0,0,3.428571
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,0.056962,0,0.224473,0,0.20951,0.79049,135,0.718565,0,0.728589,3.933135,0,2647,1.063536,1.190644,6.842496
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,0.790698,0,0,0,1,0,136,0,0,3.905437,11.680851,0,1647,0.315471,1.1022,2.964539
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,0.791908,0,0,0,1,0,137,0,0,4.100473,12.283688,0,1732,0.352837,1.162375,2.971631
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,3.625296,10.851064,0,1530,0.364674,1.265625,2.978723
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,0.054308,0,0.219682,0,0.207658,0.792342,133,0.726011,0,0.730601,3.958763,0,2688,1.079347,1.174463,7.017673
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,0.790698,0,0,0,1,0,136,0,0,4.275414,12.794326,0,1804,0.333495,1.061992,2.964539
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,3.950355,11.836879,0,1669,0.366473,1.264791,2.978723
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,0.059585,0,0.22582,1,0.212349,0.787651,138,0.714162,2,0.769077,4.084337,0.003012,2712,1.088882,1.233996,6.768072
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,0.063226,0,0.235704,0,0.217593,0.782407,136,0.701069,0,0.791397,4.041667,0,2619,1.068717,1.241531,6.429012
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,0.062557,0,0.231371,0,0.218944,0.781056,136,0.706072,0,0.799417,4.072981,0,2623,1.077502,1.253957,6.540373
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.820331,11.453901,0,1615,0.375264,1.275424,2.985816
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,0.058849,0,0.225586,0,0.210448,0.789552,138,0.715565,0,0.763045,4.070149,0,2727,1.099818,1.240457,6.79403
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.82716,2,0.777778,4032,0,0,3.555556
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,0.059453,0,0.225834,0,0.210762,0.789238,139,0.714713,0,0.71185,3.810164,0,2549,1.008141,1.158777,6.781764
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.914894,11.723404,0,1653,0.325105,1.200882,2.985816
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.861111,2,0.833333,7260,0,0,3.666667
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,4.20922,12.617021,0,1779,0.322557,1.111481,2.985816
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,0.055717,0,0.22079,0,0.209821,0.790179,134,0.723493,0,0.728813,3.916667,0,2632,1.046577,1.165243,6.958333
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.04937,0,0.201331,0,0.196927,0.803073,141,0.7493,0,0.743815,4.247207,0,3041,1.105588,1.165413,7.780726
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0.791908,0,0,0,1,0,137,0,0,4.109929,12.304965,0,1735,0.355881,1.162375,2.971631
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0.795455,0,0,0,1,0,140,0,0,3.660757,10.978723,0,1548,0.334619,1.312816,2.992908
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.057236,0,0.22036,0,0.207353,0.792647,140,0.722404,0,0.751288,4.082353,0,2776,1.082816,1.194318,6.988235
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.534279,10.588652,0,1493,0.324253,1.191729,2.985816
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.062724,0,0.229391,0,0.215926,0.784074,140,0.707885,0,0.769133,3.97856,0,2598,1.051102,1.210338,6.621746
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.049805,0,0.205078,0,0.201521,0.798479,102,0.745117,0,0.586752,3.382129,0,1779,0.910153,1.020866,7.593156
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.061243,0,0.230666,0,0.214612,0.785388,137,0.708091,0,0.738771,3.882801,0,2551,1.027632,1.206729,6.601218
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0.791908,0,0,0,1,0,137,0,0,3.750591,11.22695,0,1583,0.365233,1.242805,2.971631
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.054902,0,0.215294,1,0.204348,0.795652,140,0.729412,2,0.780414,4.26087,0.002899,2940,1.117332,1.218134,7.188406
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.064114,0,0.234317,0,0.217257,0.782743,139,0.701568,0,0.784515,4.030817,0,2616,1.062835,1.254043,6.466872
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.920605,2,0.913043,11132,0,0,3.826087
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.059053,0,0.227095,1,0.212349,0.787651,136,0.713417,4,0.741663,3.921687,0.006024,2604,1.053962,1.201606,6.731928
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0,0,0.758621,0,0.138047,0.861953,0,0.172414,0,0.946816,3.020202,0,1794,1.420677,0.833266,5.279461
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0,0,0.76087,0,0.130827,0.869173,0,0.173913,0,0.947414,2.968421,0,1974,1.410166,0.828056,5.317293
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0.79661,0,0,0,1,0,141,0,0,3.851064,11.553191,0,1629,0.284644,1.202783,3
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.062044,0,0.232664,2,0.21659,0.78341,136,0.70438,6,0.797974,4.141321,0.009217,2696,1.091883,1.271032,6.525346
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.786052,11.347518,0,1600,0.353434,1.25823,2.985816
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.058403,0,0.222269,0,0.210448,0.789552,139,0.719328,0,0.709976,3.797015,0,2544,1.024483,1.173782,6.897015
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.057676,0,0.224343,1,0.210448,0.789552,136,0.717557,2,0.754458,4.037313,0.002985,2705,1.063334,1.193144,6.835821
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.222401,6,0,24876,0,0,37.291365
normalized-block.xml.mzn_AND_NODATA,1,0.000438,0,0.515344,0,0.17933,0.82067,2,0.237834,0,0.96,2.62067,0,9002,0.690643,1.295684,3.006696
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.82716,2,0.777778,7056,0,0,3.555556
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.060992,0,0.229048,0,0.21267,0.78733,139,0.709961,0,0.787757,4.158371,0,2757,1.104122,1.258453,6.665158
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.064867,0,0.238163,0,0.218944,0.781056,137,0.69697,0,0.764268,3.913043,0,2520,1.03529,1.199474,6.346273
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0.791908,0,0,0,1,0,137,0,0,3.777778,11.304965,0,1594,0.330965,1.201433,2.971631
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.051762,0,0.209251,0,0.198312,0.801688,141,0.738987,0,0.67941,3.894515,0,2769,1.047871,1.119406,7.464135
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.05618,0,0.218893,0,0.211394,0.788606,135,0.724927,0,0.738988,3.965517,0,2645,1.051466,1.13665,7.002999
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.054638,0,0.21816,0,0.202586,0.797414,139,0.727201,0,0.700266,3.91523,0,2725,1.08906,1.196203,7.110632
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.059389,0,0.228384,0,0.212349,0.787651,136,0.712227,0,0.753375,3.968373,0,2635,1.048444,1.170699,6.692771
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.055864,0,0.21355,0,0.207353,0.792647,141,0.730586,0,0.828608,4.426471,0,3010,1.153186,1.231329,7.216176
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.056712,0,0.21991,0,0.207353,0.792647,139,0.723378,0,0.741508,4.016176,0,2731,1.072441,1.191145,7.004412
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.8125,2,0.75,5096,0,0,3.5
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.8487,11.524823,0,1625,0.349619,1.284399,2.985816
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.061242,0,0.230096,0,0.211394,0.788606,140,0.708661,0,0.728632,3.898051,0,2600,1.03549,1.19152,6.644678
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0.795455,0,0,0,1,0,140,0,0,4.205674,12.609929,0,1778,0.309924,1.046149,2.992908
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0.786982,0,0,0,1,0,133,0,0,3.914894,11.695035,0,1649,0.356711,1.223725,2.943262
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0.790698,0,0,0,1,0,136,0,0,3.353428,10.007092,0,1411,0.320343,1.102986,2.964539
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,3.989362,11.943262,0,1684,0.29879,1.125419,2.978723
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.051988,0,0.212156,0,0.202586,0.797414,136,0.735856,0,0.645642,3.622126,0,2521,0.973713,1.084248,7.321839
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.112805,7,0,10899,0,0,68.53693
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.052732,0,0.213221,0,0.201717,0.798283,138,0.734047,0,0.765284,4.248927,0,2970,1.1254,1.214817,7.290415
normalized-C2-2-15.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.960631,2.960784,0,4077,1.857652,1.55575,5.519245
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.812057,11.41844,0,1610,0.369822,1.288936,2.985816
normalized-C3-1-30.xml.mzn_AND_NODATA,1,0,0,0.77551,0,0.083041,0.916959,0,0.183673,0,0.97283,3.439766,0,5882,2.409587,0.961218,5.567251
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.84,2,0.8,7560,0,0,3.6
normalized-C1-2-21.xml.mzn_AND_NODATA,1,0,0,0.76087,0,0.130827,0.869173,0,0.173913,0,0.948189,2.993985,0,1991,1.435402,0.828056,5.317293
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.518913,10.539007,0,1486,0.359234,1.237735,2.985816
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0.789474,0,0,0,1,0,135,0,0,4.310875,12.886525,0,1817,0.324144,0.942644,2.957447
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,440,0,0,2
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,600,0,0,2
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.869822,2,0.846154,13728,0,0,3.692308
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.055533,0,0.221719,0,0.207353,0.792647,135,0.722748,0,0.735458,4.007353,0,2725,1.084393,1.206628,6.951471
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.053834,0,0.216886,0,0.201141,0.798859,139,0.72928,0,0.695481,3.915835,0,2745,1.078726,1.176223,7.168331
normalized-C2-2-16.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.961002,2.97894,0,4102,1.861263,1.55575,5.519245
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0.795455,0,0,0,1,0,140,0,0,4.015366,12.042553,0,1698,0.313971,1.200158,2.992908
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,960,0,0,2
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,1500,0,0,2
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.84,2,0.8,8640,0,0,3.6
normalized-C2-1-15.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.960631,2.960784,0,4077,1.857652,1.55575,5.519245
normalized-C2-1-16.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.961002,2.97894,0,4102,1.861263,1.55575,5.519245
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.374011,2,0,7236,0,0,9.049198
normalized-C4-2-60.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979861,3.144781,0,15878,2.588332,0.875992,5.745296
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,4.387707,13.148936,0,1854,0.285845,0.925218,2.978723
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.080575,5,0,7785,0,0,68.53693
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,960,0,0,2
normalized-C4-1-60.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979861,3.144781,0,15878,2.588332,0.875992,5.745296
normalized-C3-3-30.xml.mzn_AND_NODATA,1,0,0,0.77551,0,0.083041,0.916959,0,0.183673,0,0.97283,3.439766,0,5882,2.409587,0.961218,5.567251
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0,0,0.727273,0,0.04,0.96,0,0.272727,0,0.790238,2,0,2450,0,0,5.04
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.061463,0,0.229699,1,0.215926,0.784074,137,0.708389,4,0.773137,4.009188,0.006126,2618,1.048822,1.200423,6.617152
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,800,0,0,2
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,0.055556,0,0.218599,0,0.20614,0.79386,138,0.725845,0,0.690192,3.824561,0,2616,1.047445,1.166671,7.061404
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,2000,0,0,2
normalized-C4-1-61.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979961,3.154486,0,15927,2.60233,0.875992,5.745296
normalized-C4-3-61.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979961,3.154486,0,15927,2.60233,0.875992,5.745296
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,0,0,0.727273,0,0.04,0.96,0,0.272727,0,0.791071,2.04,0,2499,0.096058,0,5.04
normalized-C3-3-31.xml.mzn_AND_NODATA,1,0,0,0.77551,0,0.083041,0.916959,0,0.183673,0,0.973128,3.45614,0,5910,2.414153,0.961218,5.567251
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,1500,0,0,2
normalized-C2-3-15.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.960631,2.960784,0,4077,1.857652,1.55575,5.519245
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,800,0,0,2
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,0,0,0.72,0,0.030769,0.969231,0,0.28,0,0.809158,2.030769,0,4224,0.085038,0,5.169231
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,0,0,0.709677,0,0.019802,0.980198,0,0.290323,0,0.838224,2.019802,0,10200,0.068977,0,5.346535
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,0.064832,0,0.236007,1,0.217929,0.782071,139,0.698694,4,0.782208,4.037094,0.006182,2612,1.056634,1.245853,6.412674
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.861111,2,0.833333,14520,0,0,3.666667
normalized-C3-2-30.xml.mzn_AND_NODATA,1,0,0,0.776316,0,0.080372,0.919628,0,0.184211,0,0.972759,3.394204,0,6208,2.404095,0.954894,5.581192
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,4800,0,0,2
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.8125,2,0.75,4704,0,0,3.5
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,2400,0,0,2
normalized-C4-2-61.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979961,3.154486,0,15927,2.60233,0.875992,5.745296
