@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
toilet_c_08_05.8-shuffled,1,3.517891,3712,0.024434,531,264,0.234411
toilet_c_08_05.9-shuffled,1,3.551089,4198,0.021617,597,297,0.235983
toilet_c_08_10.2-shuffled,1,2.451064,1931,0.047952,235,116,0.129371
toilet_c_10_01.11-shuffled,1,3.370787,1355,0.15006,356,176,0.39916
toilet_c_10_01.15-shuffled,1,3.256198,1863,0.110522,484,240,0.405393
toilet_c_10_01.20-shuffled,1,3.177019,2498,0.083139,644,320,0.409711
toilet_c_10_01.4-shuffled,1,4.106061,466,0.401284,132,64,0.359551
toilet_c_10_05.11-shuffled,1,3.800905,6959,0.034014,884,440,0.21619
toilet_c_10_05.12-shuffled,1,3.807054,7614,0.031114,964,480,0.21705
toilet_c_10_05.7-shuffled,1,3.758865,4339,0.05423,564,280,0.210195
toilet_c_10_05.9-shuffled,1,3.78453,5649,0.041806,724,360,0.21388
toilet_c_10_10.2-shuffled,1,2.957746,2579,0.092251,284,140,0.115867
toilet_g_02_01.2-shuffled,1,1.636364,17,0.090909,11,5,0.772727
toilet_g_04_01.2-shuffled,1,2.181818,38,0.307692,22,10,0.653846
toilet_g_08_01.2-shuffled,1,3.72093,85,0.705882,43,20,0.492647
toilet_g_20_01.2-shuffled,1,12.952381,159,2.068966,105,50,0.284483
uclid-pipe2,1,2.807745,3327,0.165181,1472,678.5,0.735711
uclid-pipe3a,1,2.846995,3361,0.153686,1464,677,0.739515
Umbrella_tbm_05.tex.module.000011,1,3.016871,2977,0.494922,1956,167.6,0.49566
Umbrella_tbm_05.tex.module.000015,1,3.009274,2950,0.494588,1941,166.1,0.495334
Umbrella_tbm_05.tex.module.000025,1,2.961102,2788,0.492424,1851,157.1,0.493222
Umbrella_tbm_05.tex.module.000030,1,2.91723,2653,0.490383,1776,149.6,0.491228
Umbrella_tbm_05.tex.module.000039,1,2.859431,2491,0.487583,1686,140.6,0.488494
Umbrella_tbm_05.tex.module.000043,1,2.817343,2383,0.48546,1626,134.6,0.486422
Umbrella_tbm_05.tex.module.000053,1,2.748047,2221,0.481802,1536,125.6,0.482849
Umbrella_tbm_05.tex.module.000064,1,2.597374,1924,0.473058,1371,109.1,0.474311
Umbrella_tbm_05.tex.module.000065,1,2.581858,1897,0.472089,1356,107.6,0.473365
Umbrella_tbm_05.tex.module.000079,1,2.533181,1816,0.468961,1311,103.1,0.47031
Umbrella_tbm_05.tex.module.000088,1,2.501162,1747,0.47561,1291,101.1,0.471777
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,2.836491,8471,0.230701,3009,351.125,0.244434
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,2.836491,8471,0.230701,3009,351.125,0.244434
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,2.830967,8479,0.231725,3029,352.625,0.246208
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,2.832947,8475,0.230912,3017,351.625,0.245026
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,2.838505,8467,0.229885,2997,350.125,0.243246
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,2.834942,8471,0.230097,3005,350.625,0.24384
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,2.831397,8475,0.230309,3013,351.125,0.244434
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,2.836491,8471,0.230701,3009,351.125,0.244434
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,2.834942,8471,0.230097,3005,350.625,0.24384
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,2.834942,8471,0.230097,3005,350.625,0.24384
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,2.836491,8471,0.230701,3009,351.125,0.244434
Umbrella_tbm_21.tex.module.000024,1,2.985265,2306,0.486627,1493,124.8,0.486379
Umbrella_tbm_21.tex.module.000029,1,2.953729,2225,0.484872,1448,120.3,0.484613
Umbrella_tbm_21.tex.module.000044,1,2.846154,1982,0.478533,1313,106.8,0.478235
Umbrella_tbm_21.tex.module.000049,1,2.846154,1982,0.478533,1313,106.8,0.478235
Umbrella_tbm_21.tex.module.000056,1,2.83282,1955,0.477707,1298,105.3,0.477404
Umbrella_tbm_21.tex.module.000069,1,2.824534,1909,0.481333,1288,104.3,0.479482
Umbrella_tbm_21.tex.module.000079,1,2.823764,1863,0.480253,1254,101.4,0.478357
Umbrella_tbm_21.tex.module.000129,1,2.814309,1845,0.479693,1244,100.4,0.477774
Umbrella_tbm_21.tex.module.000134,1,2.794935,1809,0.478532,1224,98.4,0.476565
Umbrella_tbm_21.tex.module.000139,1,2.779983,1782,0.477622,1209,96.9,0.475618
Umbrella_tbm_21.tex.module.000149,1,2.764657,1755,0.476677,1194,95.4,0.474634
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,2.754201,6019,0.22498,2083,324.166667,0.243558
Umbrella_tbm_24.tex.module.000066,1,2.488764,959,0.46134,712,67.5,0.471005
Umbrella_tbm_24.tex.module.000103,1,2.489426,894,0.467173,662,62.25,0.466482
Umbrella_tbm_24.tex.module.000131,1,2.545455,859,0.463557,616,58,0.462828
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,2.834989,6027,0.264967,2315,264.875,0.269215
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,2.834989,6027,0.264967,2315,264.875,0.269215
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,2.834989,6027,0.264967,2315,264.875,0.269215
Umbrella_tbm_25.tex.module.000003,1,3.14588,3439,0.500622,2221,194.1,0.501244
Umbrella_tbm_25.tex.module.000031,1,3.141378,3449,0.499067,2221,194.1,0.501244
Umbrella_tbm_25.tex.module.000041,1,3.123621,3368,0.498323,2176,189.6,0.500559
Umbrella_tbm_25.tex.module.000084,1,2.895133,2558,0.487805,1726,144.6,0.490881
Umbrella_tbm_25.tex.module.000087,1,2.895133,2558,0.487805,1726,144.6,0.490881
Umbrella_tbm_25.tex.module.000099,1,2.895133,2538,0.491081,1726,144.6,0.48976
Umbrella_tbm_25.tex.module.000106,1,2.904378,2553,0.49114,1736,145.6,0.493109
Umbrella_tbm_25.tex.module.000121,1,2.909472,2456,0.494456,1668,139.8,0.491967
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,3.003516,11500,0.269994,3982,369.7,0.275721
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,3.00605,11495,0.269338,3967,368.7,0.274732
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,3.003516,11500,0.269994,3982,369.7,0.275721
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,3.006042,11510,0.269063,3972,368.7,0.275474
Umbrella_tbm_26.tex.module.000004,1,2.928571,2193,0.481354,1428,118.3,0.482412
Umbrella_tbm_26.tex.module.000021,1,2.939076,2198,0.481403,1428,118.3,0.483777
Umbrella_tbm_26.tex.module.000041,1,2.800475,1901,0.472503,1263,101.8,0.475348
Umbrella_tbm_26.tex.module.000061,1,2.766287,1820,0.472951,1228,98.3,0.475938
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,3.004448,6232,0.298292,2473,222.8,0.293142
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,3.008492,6242,0.297918,2473,222.8,0.294029
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,3.004448,6232,0.298292,2473,222.8,0.293142
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,3.004448,6232,0.298292,2473,222.8,0.293142
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,2.998389,6237,0.298545,2483,223.3,0.294029
Umbrella_tbm_29.tex.module.000009,1,3.058459,1716,0.502055,1129,120.125,0.49921
Umbrella_tbm_29.tex.module.000010,1,3.048344,1695,0.501604,1117,118.625,0.498717
Umbrella_tbm_29.tex.module.000078,1,2.803299,1147,0.49348,788,79,0.482949
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,2.957535,5265,0.292178,1931,220.375,0.288925
vis.arbiter.E-f4-shuffled,1,2.947942,7703,0.034671,3669,1818.5,0.524408
vis.coherence^1.E-d4-shuffled,1,2.966161,8022,0.007119,3694,1838,0.523227
vis.elevator^1.E-f2-shuffled,1,2.903536,6154,0.07685,2913,1432.5,0.528612
vis.emodel.E-f4-shuffled,1,2.934014,6293,0.034431,2940,1454.5,0.530837
vis.prodcell^01.E-d4-shuffled,1,2.985253,13075,0.009936,6035,3010,0.52681
vis.prodcell^04.E-f4-shuffled,1,2.972694,29020,0.028689,13367,6653,0.525342
vis.prodcell^05.E-f4-shuffled,1,2.973464,29850,0.027824,13755,6847,0.524914
vis.prodcell^08.E-f4-shuffled,1,2.979591,38925,0.021356,17884,8911.5,0.525663
vis.prodcell^09.E-f2-shuffled,1,2.933382,11762,0.070931,5479,2709,0.528683
vis.prodcell^23.E-f4-shuffled,1,2.979101,38018,0.021853,17465,8702,0.525255
vis.prodcell^24.E-f3-shuffled,1,2.967043,24001,0.034632,11075,5507,0.525837
vonNeumann-ripple-carry-13-c-shuffled,1,1.47037,1036976,0.005014,764370,382003,0.728408
vonNeumann-ripple-carry-15-c-shuffled,1,1.473835,1779163,0.004359,1306622,653071,0.728984
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.989988,2600,0.446063,1698,150.3,0.488166
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.044266,3922,0.432288,2372,214.2,0.467636
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.996056,2963,0.422003,1775,158,0.456435
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.120723,4313,0.439642,2601,237.1,0.475003
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,2.994652,2792,0.420215,1683,148.8,0.458091
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.040162,4391,0.410128,2465,223.5,0.441227
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.112801,4826,0.417089,2695,246.5,0.448481
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,3.004553,3136,0.400042,1757,156.2,0.430798
x120.0,1,3.010204,10850,0.44488,3724,3604,0.627274
x120.1,1,3.008593,10844,0.444583,3724,3604,0.627075
x120.2,1,3.01101,10853,0.444583,3724,3604,0.626928
x120.3,1,3.013963,10864,0.44486,3724,3604,0.627027
x120.4,1,3.01101,10853,0.44494,3724,3604,0.627285
x120.5,1,3.008324,10843,0.444266,3724,3604,0.626774
x120.6,1,3.011815,10856,0.444197,3724,3604,0.626493
x120.7,1,3.006982,10838,0.444196,3724,3604,0.626786
x120.8,1,3.007787,10841,0.443899,3724,3604,0.626439
x120.9,1,3.010473,10851,0.44493,3724,3604,0.627308
x240.0,1,3.02015,21762,0.445383,7444,7204,0.627068
x240.1,1,3.018941,21753,0.445161,7444,7204,0.626919
x240.2,1,3.021628,21773,0.445877,7444,7204,0.627473
x240.3,1,3.019747,21759,0.445176,7444,7204,0.626885
x240.4,1,3.022166,21777,0.445709,7444,7204,0.627272
x240.5,1,3.020956,21768,0.445398,7444,7204,0.627034
x240.6,1,3.020553,21765,0.445457,7444,7204,0.627118
x240.7,1,3.02324,21785,0.445906,7444,7204,0.627405
x240.8,1,3.020285,21763,0.445675,7444,7204,0.627352
x240.9,1,3.020419,21764,0.445433,7444,7204,0.627101
x30.0,1,2.946467,2662,0.436456,934,904,0.623457
x30.1,1,2.941113,2657,0.435431,934,904,0.622772
x30.2,1,2.943255,2659,0.43875,934,904,0.625954
x30.3,1,2.947537,2663,0.437387,934,904,0.624319
x30.4,1,2.937901,2654,0.439184,934,904,0.62673
x30.5,1,2.940043,2656,0.436681,934,904,0.62409
x30.6,1,2.931478,2648,0.438321,934,904,0.626277
x30.7,1,2.937768,2648,0.438321,932,902,0.625912
x30.8,1,2.928266,2645,0.435148,934,904,0.62331
x30.9,1,2.947537,2663,0.436661,934,904,0.623593
x60.0,1,2.987661,5389,0.44229,1864,1804,0.626279
x60.1,1,2.988197,5390,0.442032,1864,1804,0.625987
x60.2,1,2.984442,5383,0.442588,1864,1804,0.626774
x60.3,1,2.989807,5393,0.441973,1864,1804,0.62583
x60.4,1,2.982833,5380,0.440849,1864,1804,0.625135
x60.5,1,2.98015,5375,0.440885,1864,1804,0.625337
x60.6,1,2.995708,5404,0.442893,1864,1804,0.626387
x60.7,1,2.987661,5389,0.442649,1864,1804,0.626638
x60.8,1,2.983369,5381,0.441848,1864,1804,0.626101
x60.9,1,2.991953,5397,0.441477,1864,1804,0.625202
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.619048,146,0.015464,63,31,0.71134
