@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,2.602547,48482,0.075033,24735,94.138462,0.504025,0.749563,0.571571,21285,0.945383,24476,32559,0.969408,43088,2.17595,150256
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,2.12507,8481,0.058414,5341,32.3875,0.510661,0.755357,0.569685,3677,0.978868,5182,5796,1.000202,7672,2.207048,26376
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,2.649269,52551,0.067441,26479,82.009404,0.501297,0.751715,0.570869,23171,0.95357,26161,35166,0.975632,46978,2.19541,163470
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,2.736275,51396,0.133358,25045,2735.666667,0.499912,0.750011,0.571425,22843,0.900945,24621,34259,0.938854,45686,2.066599,159902
BLOCKS3i.5.3-shuffled,1,12.594406,1989,0.049447,286,141,0.44018,0.647492,0.606983,1311,0.987626,282,1273,0.981458,1578,3.0861,9165
BLOCKS3ii.5.2-shuffled,1,9.592199,2044,0.052826,282,139,0.494644,0.569954,0.636961,1053,0.981715,278,1339,0.972729,1651,2.663835,7451
BLOCKS3iii.5-shuffled,1,4.996094,1679,0.077929,256,126,0.413624,0.421973,0.703248,258,0.959305,252,759,0.934031,1575,2.217984,4310
BLOCKS4ii.7.2-shuffled,1,13.602186,12262,0.117033,915,454,0.354157,0.442981,0.69301,4405,0.933241,908,5329,0.894509,10638,2.495248,40542
BLOCKS4iii.7-shuffled,1,7.433918,10635,0.155799,855,424,0.251172,0.307068,0.765071,1040,0.896603,848,2839,0.79601,10260,2.12855,27055
blocks_enc_2_b3_ser--opt-9_-shuffled,1,9.261161,4472,0.074396,448,222,0.466005,0.432458,0.698101,1461,0.963195,444,2255,0.941005,3375,2.711097,13743
blocks_enc_2_b4_ser--opt-26_-shuffled,1,11.868551,54618,0.103973,3043,1518,0.309172,0.309212,0.763818,11262,0.935317,3036,17663,0.871708,45864,2.497742,152916
c1_BMC_p1_k2048-shuffled,1,2.816883,4602842,0.033579,2202778,1101387,0.790047,0.950659,0.512647,1375872,0.970807,2202774,4372826,0.97973,4146984,2.233156,12731986
c1_BMC_p2_k1024-shuffled,1,2.913312,2302874,0.066083,1112282,556139,0.77792,0.95266,0.512122,734400,0.944038,1112278,2187866,0.960638,2072040,2.229424,6641874
c1_BMC_p2_k128-shuffled,1,4.088913,290402,0.431892,158098,79047,0.641429,0.969804,0.507665,173112,0.716922,158094,276026,0.776172,256464,2.187424,1313026
c1_BMC_p2_k8-shuffled,1,5.669493,41747,0.783066,28659,14328,0.448856,0.984751,0.503841,56487,0.57441,28656,39950,0.624633,32421,2.113253,327480
c2_Debug_s5_f1_e1_v3-shuffled,1,16.391092,38731,2.874489,64348,21446,0.101979,0.971799,0.507151,268504,0.245702,64338,28636,0.247231,11895,1.872267,2140076
c3_BMC_p1_k256-shuffled,1,4.03651,73224,0.323326,49931,24963.5,0.634249,1.050977,0.487572,50544,0.774209,49927,87128,0.834956,83882,2.216507,393318
c3_BMC_p2_k1024-shuffled,1,3.30486,290808,0.091591,184091,92043.5,0.714365,1.068689,0.483398,135552,0.924591,184087,346424,0.949507,337610,2.245338,1177686
c3_BMC_p2_k2048-shuffled,1,3.170664,580920,0.046834,362971,181483.5,0.729838,1.072911,0.482413,248896,0.960059,362967,692152,0.973775,675914,2.250906,2223510
c3_BMC_p2_k512-shuffled,1,3.562171,145752,0.175399,94651,47323.5,0.68539,1.06156,0.48507,78880,0.864368,94647,173560,0.906023,168458,2.234911,654774
c3_Debug_s3_f2_e2_v2-shuffled,1,5.093693,3118513,0.007205,578132,289060.5,0.025715,0.476536,0.677261,2851883,0.995081,578121,80407,0.992458,274726,2.903736,9124477
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,2.630282,1057,0.015983,568,278,0.638638,0.829539,0.546586,322,1.007321,556,919,1.010289,1117,2.257818,3295
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,2.630931,1058,0.015961,569,278.5,0.639139,0.830744,0.546226,322,1.0073,557,921,1.010275,1119,2.25746,3299
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,2.709949,1146,0.001289,593,296,0.640232,0.823258,0.548469,341,1.000563,592,993,1.000798,1210,2.29207,3559
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,2.710438,1147,0.001288,594,296.5,0.641339,0.824373,0.548134,341,1.000562,593,996,1.000856,1212,2.291693,3563
C499.blif_0.10_0.20_0_0_inp_exact,1,3.147903,1780,0.015643,906,89.4,0.754791,0.889582,0.529218,838,1.00004,894,1930,1.004614,1719,2.337896,6058
C499.blif_0.10_0.20_0_0_out_exact,1,3.201671,1644,0.013372,838,413,0.749687,0.888705,0.529463,818,1.003141,826,1794,1.005571,1575,2.356038,5702
C499.blif_0.10_0.20_0_1_out_exact,1,3.202864,1644,0.013372,838,413,0.749687,0.889331,0.529288,818,1.003141,826,1794,1.005574,1575,2.356038,5702
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,3.231803,1786,0.001547,893,446,0.7471,0.884462,0.530655,860,0.999819,892,1932,1.000195,1726,2.37471,6149
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.237345,1778,0.001552,889,444,0.746315,0.884178,0.530735,860,0.99982,888,1924,1.000101,1718,2.375873,6133
c4_BMC_p1_k1024-shuffled,1,2.914502,24622,0.071273,16784,8390,0.712275,1.049428,0.487941,11840,0.941269,16780,28142,0.960713,27604,2.275323,95530
c4_BMC_p1_k2048-shuffled,1,2.818157,49198,0.036263,33232,16614,0.724213,1.051749,0.487389,22272,0.96929,33228,56238,0.979766,55252,2.280192,182698
c4_BMC_p1_k512-shuffled,1,3.101519,12334,0.137783,8560,4278,0.689598,1.04536,0.488912,6624,0.891997,8556,14094,0.925758,13780,2.266073,51946
c4_BMC_p2_k2048-shuffled,1,2.818157,49198,0.036263,33232,16614,0.724213,1.051749,0.487389,22272,0.96929,33228,56238,0.979766,55252,2.280192,182698
c4_Debug_s3_f1_e1_v3-shuffled,1,76.384183,1388,5.989524,50325,25156.5,0.001866,0.967399,0.508285,573867,0.1198,50313,1072,0.109934,568,1.629977,7817609
c4_Debug_s3_f1_e2_v3-shuffled,1,76.384362,1387,5.989524,50325,25156.5,0.001868,0.967404,0.508284,573867,0.1198,50313,1073,0.109937,568,1.629977,7817609
c4_Debug_s3_f2_e1_v3-shuffled,1,8.395476,623110,0.078323,54375,27181.5,0.106721,0.379015,0.725155,364879,0.941022,54363,66973,0.897786,262666,2.490067,1660953
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,2.71348,11468,0.028519,5497,337.5,0.592788,0.796455,0.556652,3090,0.992789,5400,8647,1.001529,11497,2.2494,33644
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,2.734222,11137,0.027762,5324,2614.5,0.585606,0.793211,0.557659,3074,0.993726,5229,8332,0.997997,11154,2.25745,32909
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,2.71335,11469,0.028515,5498,337.5625,0.592775,0.796476,0.556645,3090,0.992789,5401,8648,1.001528,11499,2.249366,33648
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,2.734085,11138,0.027758,5325,2615,0.585594,0.793233,0.557652,3074,0.993726,5230,8333,0.997996,11156,2.257414,32913
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,2.774924,11925,0.000131,5607,2802.5,0.585095,0.793665,0.557518,3264,1.000243,5605,8911,1.000271,11966,2.308536,35163
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,2.775201,11921,0.000131,5605,2801.5,0.584986,0.793622,0.557531,3264,1.000243,5603,8907,1.000264,11962,2.308617,35155
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,2.775103,11924,0.000131,5607,2802.5,0.585161,0.793756,0.557489,3264,1.000243,5605,8912,1.000271,11966,2.308536,35163
c5_BMC_p1_k32-shuffled,1,5.344273,53822,0.664117,32939,16467.5,0.537325,0.969852,0.507652,56882,0.62704,32935,53956,0.688509,43296,2.232373,357542
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,2.950388,9458,0.006184,4636,2285,0.374071,0.756192,0.569414,4571,1.009077,4570,5081,1.010076,9012,2.32629,31766
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,2.966653,9667,0.003172,4708,2337,0.375505,0.756691,0.569252,4652,1.004541,4674,5209,1.005154,9220,2.331099,32425
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,2.96666,9668,0.003171,4709,2337.5,0.375595,0.756812,0.569213,4652,1.004539,4675,5211,1.005153,9222,2.331051,32429
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,2.971214,9554,0.003203,4655,2310.5,0.373353,0.756247,0.569396,4621,1.004598,4621,5128,1.005117,9114,2.332144,32120
c6_BMC_p1_k1024-shuffled,1,3.008792,290614,0.031982,135692,67844,0.755096,0.943641,0.514498,102080,0.97263,135688,271990,0.980949,257676,2.270595,840922
c6_BMC_p1_k256-shuffled,1,3.288294,72790,0.122244,34940,17468,0.722999,0.949615,0.512922,29840,0.902427,34936,68134,0.929733,64284,2.258558,235882
c6_BMC_p2_k128-shuffled,1,3.636599,36486,0.230815,18148,9072,0.684392,0.955855,0.511285,17800,0.829569,18144,34158,0.872695,32052,2.244079,135042
c6_BMC_p2_k2048-shuffled,1,2.960571,581046,0.016116,270028,135012,0.760738,0.942504,0.514799,198400,0.986031,270024,543798,0.990338,515532,2.272711,1647642
c6_BMC_p2_k64-shuffled,1,4.260562,18334,0.415195,9752,4874,0.618828,0.964618,0.509005,11780,0.728029,9748,17170,0.785727,15936,2.219491,84622
C880.blif_0.10_0.20_0_0_inp_exact,1,2.601338,2055,0.010212,1046,93.636364,0.58888,0.81321,0.551508,656,1.006495,1030,1557,1.009169,1988,2.274206,6067
C880.blif_0.10_0.20_0_0_out_exact,1,2.632066,1903,0.008857,973,479.5,0.572866,0.808396,0.552976,638,1.006806,959,1423,1.008069,1846,2.288647,5729
C880.blif_0.10_0.20_0_1_inp_exact,1,2.602294,2054,0.010212,1046,93.636364,0.589259,0.813752,0.551343,656,1.006495,1030,1558,1.009171,1988,2.274206,6067
C880.blif_0.10_0.20_0_1_out_exact,1,2.632066,1903,0.008857,973,479.5,0.572866,0.808396,0.552976,638,1.006806,959,1423,1.008069,1846,2.288647,5729
C880.blif_0.10_1.00_0_0_inp_exact,1,2.629159,2022,0.009195,1022,504.5,0.58046,0.809337,0.552689,665,1.00479,1009,1515,1.006797,1945,2.283142,6007
C880.blif_0.10_1.00_0_0_out_exact,1,2.643505,1960,0.009419,993,490,0.571821,0.806699,0.553495,661,1.004992,980,1457,1.00631,1887,2.288462,5879
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,2.644512,1959,0.009419,993,490,0.572214,0.807255,0.553325,661,1.004992,980,1458,1.006313,1887,2.288462,5879
CHAIN23v.24-shuffled,1,3.391185,18076,0.004679,3290,1633.5,0.380257,0.344607,0.743712,2116,1.002784,3267,7477,1.001113,17522,2.204597,43533
cmu.dme1.B-f2,1,2.450287,1882,0.160359,1046,469,0.533359,0.750293,0.571333,854,0.961828,938,1367,0.975873,1708,2.012095,5979
cmu.dme1.B-f3,1,2.529248,3308,0.114317,1795,816.5,0.523128,0.750165,0.571375,1513,0.991484,1633,2375,1.003573,3026,2.104405,10592
cmu.dme1.B-f4-shuffled,1,2.559605,4890,0.092999,2634,1209,0.517799,0.750111,0.571392,2247,1.002488,2418,3491,1.012995,4494,2.147137,15730
cmu.dme2.B-f2,1,2.548363,2404,0.140765,1313,601.5,0.513449,0.750224,0.571355,1115,0.959727,1203,1718,0.974671,2230,2.051405,7806
cmu.periodic.N-d2-shuffled,1,2.904467,9867,0.088237,5014,2475,0.448053,0.750052,0.571412,4854,0.936316,4950,6525,0.943746,9708,2.156767,33979
cmu.periodic.N-d4-shuffled,1,2.924205,22521,0.108695,11386,5629,0.446944,0.750023,0.571421,11098,0.917142,11258,14881,0.927056,22196,2.115903,77687
cmu.periodic.N-f4-shuffled,1,2.928948,24028,0.109459,12146,6009,0.447843,0.750021,0.571422,11858,0.915828,12018,15932,0.925694,23716,2.114378,83007
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,3.045161,562,0.01083,310,76.5,0.677497,0.937438,0.516146,224,1.003725,306,563,1.006565,607,2.326113,1951
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,3.133987,564,0.001188,306,152.5,0.665083,0.933788,0.51712,232,1.002268,305,560,1.00258,610,2.356295,1986
connect_5x4_3_R-shuffled,1,6.991061,1332,0.045291,5034,453.090909,0.772453,1.727349,0.366656,15295,0.988038,4984,12041,0.988774,64,3.487105,55567
connect_5x4_4_W-shuffled,1,6.52113,1332,0.055098,4354,391.272727,0.777199,1.672735,0.374149,12575,0.984524,4304,10001,0.987384,64,3.431147,45367
connect_6x5_4_D-shuffled,1,7.385425,2713,0.046359,9976,617.875,0.786262,1.654808,0.376675,32509,0.986822,9886,25949,0.987349,94,3.502409,118200
connect_6x5_5_R-shuffled,1,6.803644,2713,0.055915,8836,546.625,0.783869,1.639719,0.378828,26869,0.983045,8746,21449,0.983529,94,3.441509,96780
connect_7x6_4_R-shuffled,1,7.986378,4970,0.041609,19968,900.954545,0.791489,1.644024,0.378211,70175,0.987702,19821,56153,0.988332,130,3.544301,256473
connect_7x6_6_W-shuffled,1,7.023348,4970,0.057258,16104,725.318182,0.788304,1.616857,0.382138,50855,0.981503,15957,40697,0.983369,130,3.448476,183057
connect_8x7_3_D-shuffled,1,8.168013,8415,0.036135,40116,1375.586207,0.77845,1.728562,0.366493,141441,0.98863,39892,110989,0.989502,172,3.566445,517229
connect_8x7_7_D-shuffled,1,7.191417,8415,0.057716,27124,927.586207,0.791676,1.599993,0.384616,88129,0.980537,26900,70669,0.981096,172,3.453056,316973
connect_9x8_3_R-shuffled,1,8.366279,13408,0.03483,66766,1795.72973,0.779291,1.728439,0.36651,240831,0.988589,66442,188925,0.989492,220,3.57817,881755
connect_9x8_6_D-shuffled,1,8.634693,13408,0.042567,50782,1363.72973,0.810841,1.549446,0.392242,196767,0.986485,50458,160845,0.986768,220,3.565046,721483
connect_9x8_8_D-shuffled,1,7.329745,13408,0.058431,43006,1153.567568,0.794156,1.58713,0.386529,142911,0.979566,42682,114765,0.980176,220,3.456758,513835
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,3.080319,4105,0.30233,1631,143.1,0.285054,0.52862,0.654185,3580,0.932647,1431,1419,0.867511,1398,2.388108,14528
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,3.086983,4105,0.300926,1621,142.6,0.283615,0.526792,0.654968,3580,0.930607,1426,1409,0.863558,1388,2.389895,14503
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,3.073068,4120,0.304902,1656,145.1,0.290753,0.533494,0.652106,3580,0.932187,1451,1459,0.865837,1438,2.381028,14628
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,3.090068,4110,0.300623,1621,142.6,0.284335,0.527041,0.654861,3580,0.930357,1426,1414,0.866455,1393,2.388498,14513
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,3.080319,4105,0.30233,1631,143.1,0.285054,0.52862,0.654185,3580,0.932647,1431,1419,0.867511,1398,2.388108,14528
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,3.079829,4115,0.303121,1641,144.1,0.287915,0.530659,0.653313,3580,0.931001,1441,1439,0.864326,1418,2.384554,14578
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,3.073289,4115,0.304513,1651,144.6,0.289337,0.53248,0.652537,3580,0.93301,1446,1449,0.8666,1428,2.382788,14603
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,3.08313,4115,0.302423,1636,143.6,0.287202,0.529888,0.653643,3580,0.931573,1436,1434,0.866324,1413,2.384939,14563
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,3.08313,4115,0.302423,1636,143.6,0.287202,0.529888,0.653643,3580,0.931573,1436,1434,0.866324,1413,2.384939,14563
Core1108_tbm_03.tex.module.000003,1,2.610302,1356,0.441907,893,67.3,0.443893,0.69937,0.588453,1132,0.977835,673,894,0.891212,882,2.072493,5664
Core1108_tbm_03.tex.module.000019,1,2.498199,1258,0.425532,833,61.3,0.433371,0.703278,0.587103,1024,0.990858,613,774,0.947889,762,2.057671,5040
Core1108_tbm_03.tex.module.000021,1,2.504202,1243,0.432341,833,61.3,0.43178,0.70856,0.585288,1024,0.991477,613,769,0.940506,757,2.06064,5030
Core1108_tbm_03.tex.module.000023,1,2.516206,1243,0.433931,833,61.3,0.433371,0.711957,0.584127,1024,0.990858,613,774,0.93699,762,2.057671,5040
Core1108_tbm_03.tex.module.000031,1,2.521945,1253,0.434662,843,62.3,0.439646,0.717274,0.582318,1024,0.98494,623,794,0.938565,782,2.051495,5090
Core1108_tbm_03.tex.module.000034,1,2.502387,1244,0.43089,838,61.8,0.438724,0.713023,0.583763,1015,0.987249,618,784,0.941988,772,2.052602,5038
Core1108_tbm_03.tex.module.000037,1,2.514215,1202,0.433526,809,59.4,0.435838,0.714185,0.583367,988,0.990917,594,754,0.943344,742,2.053179,4882
Core1108_tbm_03.tex.module.000038,1,2.5,1188,0.435418,804,58.9,0.434833,0.712766,0.583851,979,0.993388,589,744,0.94398,732,2.054354,4830
Core1108_tbm_03.tex.module.000039,1,2.5,1188,0.435418,804,58.9,0.434833,0.712766,0.583851,979,0.993388,589,744,0.94398,732,2.054354,4830
Core1108_tbm_03.tex.module.000048,1,2.484355,1184,0.431442,799,58.4,0.433806,0.710705,0.584554,970,0.995904,584,734,0.948157,722,2.055556,4778
Core1108_tbm_03.tex.module.000056,1,2.46124,1148,0.42698,774,56.4,0.429455,0.714822,0.583151,934,0.993971,564,694,0.965482,682,2.048267,4570
Core1108_tbm_03.tex.module.000057,1,2.496689,1139,0.425798,755,55,0.428303,0.715913,0.58278,925,0.994452,550,684,0.969562,672,2.049468,4518
Core1108_tbm_03.tex.module.000058,1,2.516869,1130,0.424588,741,53.6,0.427123,0.717032,0.5824,916,1.000165,536,674,0.980389,662,2.047529,4466
Core1108_tbm_03.tex.module.000064,1,2.506793,1121,0.423348,736,53.1,0.425914,0.718178,0.582012,907,1.001395,531,664,0.987025,652,2.045542,4414
Core1108_tbm_03.tex.module.000065,1,2.513774,1112,0.422078,726,52.6,0.424675,0.719354,0.581614,898,0.995777,526,654,0.984599,642,2.043506,4362
Core1108_tbm_03.tex.module.000090,1,2.61747,1056,0.426913,664,47.9,0.419399,0.719371,0.581608,862,0.997452,479,614,0.987797,602,2.041667,4154
Core1108_tbm_03.tex.module.000092,1,2.629231,1047,0.425606,650,46.5,0.417993,0.714166,0.583374,853,1.004257,465,604,0.998734,592,2.039446,4102
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,2.974619,3623,0.301744,1576,135.6,0.289812,0.578266,0.633607,3115,0.951503,1356,1263,0.894741,1243,2.403626,12795
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,2.968474,3623,0.303342,1586,136.1,0.291438,0.580375,0.632761,3115,0.953526,1361,1273,0.895259,1253,2.401557,12820
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,2.968573,3628,0.303792,1591,136.6,0.293056,0.581507,0.632308,3115,0.952536,1366,1283,0.894313,1263,2.399497,12845
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,2.977792,3628,0.301398,1576,135.6,0.290626,0.578526,0.633503,3115,0.951214,1356,1268,0.896084,1248,2.402017,12805
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,2.974619,3623,0.301744,1576,135.6,0.289812,0.578266,0.633607,3115,0.951503,1356,1263,0.894741,1243,2.403626,12795
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,2.968573,3628,0.303792,1591,136.6,0.293056,0.581507,0.632308,3115,0.952536,1366,1283,0.894313,1263,2.399497,12845
Core1108_tbm_09.tex.module.000008,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.764973,1642,2.06086,9630
Core1108_tbm_09.tex.module.000009,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.765767,1642,2.06086,9630
Core1108_tbm_09.tex.module.000010,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.764973,1642,2.06086,9630
Core1108_tbm_09.tex.module.000028,1,2.64411,1760,0.464789,1197,94.7,0.466197,0.666456,0.600076,1528,0.928588,947,1324,0.813502,1312,2.047183,7914
Core1108_tbm_09.tex.module.000033,1,2.591146,1679,0.460847,1152,90.2,0.462345,0.669132,0.599114,1447,0.935831,902,1234,0.831186,1222,2.044211,7446
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,3.036979,8651,0.243545,3164,291.9,0.255086,0.465259,0.682473,7644,0.935287,2919,2608,0.846331,2580,2.553991,30262
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,3.0433,8671,0.243069,3164,291.9,0.25654,0.465777,0.682232,7644,0.934768,2919,2628,0.847489,2600,2.550957,30302
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,3.030322,8666,0.245766,3199,294.4,0.258711,0.468468,0.680982,7644,0.936428,2944,2658,0.845959,2630,2.548861,30387
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312
Core1108_tbm_21.tex.module.000008,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.85071,932,2.050519,5938
Core1108_tbm_21.tex.module.000009,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.849202,932,2.050519,5938
Core1108_tbm_21.tex.module.000010,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.852224,932,2.050519,5938
Core1108_tbm_21.tex.module.000014,1,2.672749,1302,0.454545,822,62.2,0.438624,0.67125,0.598355,1105,0.961562,622,854,0.87982,842,2.044171,5470
Core1108_tbm_21.tex.module.000017,1,2.672749,1302,0.454545,822,62.2,0.438624,0.67125,0.598355,1105,0.961562,622,854,0.876438,842,2.044171,5470
Core1108_tbm_21.tex.module.000023,1,2.595882,1221,0.447635,777,57.7,0.43018,0.675712,0.596761,1024,0.975102,577,764,0.909254,752,2.039414,5002
Core1108_tbm_21.tex.module.000026,1,2.632124,1206,0.456081,772,57.7,0.43018,0.684175,0.593762,1024,0.968827,577,764,0.896586,752,2.039414,5002
Core1108_tbm_21.tex.module.000027,1,2.615187,1206,0.456081,777,57.7,0.43018,0.684175,0.593762,1024,0.975102,577,764,0.900451,752,2.039414,5002
Core1108_tbm_21.tex.module.000030,1,2.620076,1216,0.45657,787,58.7,0.436526,0.689632,0.591845,1024,0.969179,587,784,0.902536,772,2.033408,5052
Core1108_tbm_21.tex.module.000091,1,2.774074,943,0.444271,540,38,0.400624,0.696744,0.589364,781,1.002294,380,514,1.007903,502,2.005456,3648
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,2.976871,3485,0.323557,1470,126.5,0.30284,0.54239,0.648345,3014,0.938404,1265,1301,0.857814,1282,2.339153,12444
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,2.983391,3470,0.320724,1445,124.5,0.296288,0.536661,0.650762,3014,0.939214,1245,1261,0.859529,1242,2.347039,12344
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,2.983448,3475,0.321144,1450,125,0.297937,0.537859,0.650255,3014,0.938204,1250,1271,0.858701,1252,2.345054,12369
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,2.976792,3480,0.323145,1465,126,0.301213,0.541201,0.648845,3014,0.939409,1260,1291,0.858623,1272,2.341111,12419
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,2.983448,3475,0.321144,1450,125,0.297937,0.537859,0.650255,3014,0.938204,1250,1271,0.858701,1252,2.345054,12369
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,2.983448,3475,0.321144,1450,125,0.297937,0.537859,0.650255,3014,0.938204,1250,1271,0.858701,1252,2.345054,12369
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,2.983448,3475,0.321144,1450,125,0.297937,0.537859,0.650255,3014,0.938204,1250,1271,0.858701,1252,2.345054,12369
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,2.983391,3470,0.320724,1445,124.5,0.296288,0.536661,0.650762,3014,0.939214,1245,1261,0.859529,1242,2.347039,12344
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,2.911273,3213,0.274889,1375,150.875,0.278547,0.548807,0.645658,2779,0.955256,1207,1066,0.89141,1048,2.475307,11297
counter_16,1,3.917767,2242,0.479891,1666,97.058824,0.509657,0.993153,0.501718,4315,0.684103,1650,2243,0.691648,68,2.016587,13099
counter_32-shuffled,1,3.958607,8578,0.489613,6402,193.030303,0.504855,0.996344,0.500916,16827,0.675683,6370,8579,0.679819,132,2.009004,50779
counter_8-shuffled,1,3.837778,610,0.462192,450,49.111111,0.519116,0.987986,0.503022,1131,0.699339,442,611,0.712051,36,2.028037,3475
counter_e_16,1,3.952797,2306,0.477088,1716,100,0.50296,0.989064,0.502749,4477,0.687371,1700,2294,0.696573,66,2.036615,13641
counter_e_8-shuffled,1,3.897059,642,0.458234,476,52,0.507558,0.981481,0.504673,1213,0.704226,468,638,0.719122,34,2.062848,3745
